FORPRINT: Fri Oct 31 17:30:58 2014
2013-10-1615:56:11      8187.81
2013-10-1616:02:56      8165.36
2013-10-1616:09:42      8177.46
2013-10-1616:16:27      8194.76
2013-10-1616:23:12      8168.25
2013-10-1616:29:57      8192.28
2013-10-1616:36:06      8209.04
2013-10-1617:31:48      8163.31
2013-10-1617:38:33      8176.46
2013-10-1617:45:19      8057.22
2013-10-1617:52:04      8137.89
2013-10-1617:58:49      8047.05
2013-10-1618:05:34      8098.15
2013-10-1618:11:43      8149.23
2013-10-1619:07:26      8274.52
2013-10-1619:14:11      8164.92
2013-10-1619:20:57      8154.19
2013-10-1619:27:42      8167.66
2013-10-1619:34:28      8239.25
2013-10-1619:41:13      8195.00
2013-10-1619:47:22      8179.74
2013-10-1620:43:04      8151.04
2013-10-1620:49:13      8167.94
2013-10-1620:55:22      8184.65
2013-10-1621:01:31      8173.93
2013-10-1621:07:40      8172.13
2013-10-1621:13:49      8229.60
2013-10-1621:19:58      8259.01
2013-10-1622:18:41      8202.32
2013-10-1622:24:50      8267.19
2013-10-1622:30:59      8198.21
2013-10-1622:37:08      8215.96
2013-10-1622:43:17      8226.48
2013-10-1622:49:26      8256.23
2013-10-1622:55:35      8214.92
2013-10-1623:54:19      8132.65
2013-10-1700:00:28      8150.62
2013-10-1700:06:37      8154.10
2013-10-1700:12:46      8150.71
2013-10-1700:18:55      8146.02
2013-10-1700:25:04      8096.91
2013-10-1700:31:13      8138.46
