Time,FLUXB,err0
0.0,0.979135874135,0.0103264362239
0.0297222211957,1.01396411106,0.0100768522374
0.0594444423914,0.981809933022,0.0103174476576
0.191666662693,0.996587166936,0.0102765618469
0.221388891339,1.01279212146,0.0101775252404
0.353888899088,1.00028280845,0.0101726907451
0.383611112833,1.00751553764,0.0101529592802
0.413333326578,1.01270410214,0.0100933914347
0.515833377838,0.992516137793,0.0103310543276
0.545555591583,1.00754173288,0.0102297282511
1.59388887882,1.00928218685,0.0101150149325
1.62361121178,1.01657583326,0.0100968109132
1.65333330631,1.01049491613,0.0101142048884
1.78555560112,1.01720023178,0.0100108892302
1.81527769566,1.0001057902,0.0101323853262
1.94777786732,1.00603750003,0.0104450690035
1.97750008106,1.01400849203,0.010444754935
2.0072221756,0.991166806798,0.0105520001396
2.10972237587,1.00284728785,0.0099422690136
2.1394443512,1.01252883183,0.00987898577422
3.18777775764,1.01675969239,0.0100863400938
3.21750020981,1.01546919945,0.0100643431977
3.24722242355,1.00566017191,0.0101125994435
3.37944459915,1.0045431321,0.0101621114904
3.4091668129,1.00856174963,0.0101823323111
3.54166674614,1.01858913616,0.01008247437
3.57138895988,1.01151737982,0.0101933339102
3.60111117363,0.994967370666,0.0103289716762
3.73333334923,0.977707044269,0.0106034769793
3.76305556297,1.00117349405,0.0101747515105
3.79277777672,1.02325085433,0.0101200635724
4.78166675568,0.988002799103,0.0103040014243
4.81138896942,1.00131545211,0.0101886145338
4.84111118317,0.999383107217,0.0102239618874
4.97333288193,0.999261868696,0.0101350157775
5.00305557251,0.994475185043,0.0101424229296
5.13555526733,1.00195577802,0.0105290924461
5.16527795792,1.00870899019,0.0104404917874
5.19500017166,0.998971624985,0.010556444733
5.32722234726,1.00424920345,0.0100027828054
5.356944561,0.991733499273,0.0100850865377
5.38666677475,0.999651722778,0.0100072410391
6.390832901,0.970281692678,0.010393003811
6.42055559158,1.00179641776,0.0101980219687
6.45027828217,1.0151229076,0.0100524390958
6.58249998093,0.998608449342,0.0102394064003
6.61222267151,0.978907380533,0.0103953144739
6.74472236633,0.969976669203,0.0105186713308
6.77444458008,0.981882754531,0.0103988326564
6.80416679382,1.0025642414,0.0103136040656
6.93638896942,0.990193095352,0.0103381808157
6.96611118317,1.00003782737,0.0102808559355
6.99583339691,1.00757981396,0.0102270671417
8.06277751923,0.998866493985,0.0102238974056
8.09249973297,0.982817885992,0.0103451422413
8.12222290039,0.993261325353,0.0103106945159
8.25444412231,0.986308661291,0.0102711740681
8.28416728973,1.00264826299,0.0101023367715
8.41666698456,0.986424020688,0.0106724434554
8.44638824463,0.996850065998,0.0105987836552
8.47611141205,0.995876721261,0.0106325543601
8.60833358765,0.980318681252,0.0101612979005
8.63805580139,1.01698078982,0.00989057564541
8.66777801514,0.991689983753,0.0101234033188
