64262.7      311.217      144.975      172.830      149.962      169.584
64522.2      313.663      144.976      172.830      149.955      169.562
64232.2      310.950      144.975      172.830      149.956      169.576
64218.8      313.678      144.974      172.830      149.962      169.588
64381.5      316.513      144.975      172.830      149.945      169.571
64221.5      308.274      144.975      172.830      149.963      169.568
64381.0      315.106      144.975      172.831      149.981      169.564
64200.1      312.846      144.975      172.831      149.977      169.583
64269.0      315.415      144.975      172.830      149.960      169.570
64298.3      313.028      144.974      172.831      149.956      169.588
64321.3      309.016      144.974      172.832      149.980      169.575
64320.9      313.345      144.974      172.831      149.949      169.584
64357.0      316.922      144.975      172.831      149.956      169.590
64180.8      318.502      144.975      172.830      149.952      169.585
64314.1      312.682      144.975      172.832      149.972      169.577
64304.6      310.642      144.975      172.830      149.938      169.575
64169.8      318.273      144.976      172.830      149.955      169.577
64236.8      313.217      144.974      172.831      149.952      169.579
64333.8      309.345      144.974      172.830      149.962      169.567
64097.4      311.038      144.976      172.832      149.966      169.590
64456.2      303.663      144.973      172.831      149.970      169.572
64416.2      311.500      144.975      172.831      149.965      169.584
64364.4      315.254      144.975      172.831      149.946      169.584
64230.0      311.189      144.975      172.833      149.966      169.590
64415.8      318.892      144.974      172.829      149.968      169.587
64271.3      310.583      144.976      172.832      149.941      169.572
64239.9      312.152      144.975      172.831      149.966      169.571
64352.5      308.067      144.975      172.831      149.973      169.561
64217.5      310.769      144.975      172.829      149.953      169.562
64169.0      310.446      144.976      172.830      149.949      169.570
64221.2      313.436      144.975      172.830      149.961      169.571
64011.4      310.216      144.974      172.832      149.952      169.579
64525.4      311.444      144.974      172.830      149.970      169.576
64223.8      317.934      144.975      172.831      149.958      169.579
64297.9      313.742      144.975      172.830      149.973      169.574
64310.9      313.600      144.975      172.831      149.963      169.585
64278.3      311.210      144.974      172.829      149.962      169.580
64320.3      315.881      144.975      172.832      149.959      169.573
64243.3      317.820      144.974      172.830      149.963      169.577
64308.9      315.655      144.975      172.831      149.962      169.580
64377.1      316.537      144.975      172.831      149.946      169.584
64307.1      315.781      144.975      172.830      149.973      169.575
64027.6      317.467      144.976      172.830      149.963      169.577
64372.9      315.171      144.975      172.830      149.968      169.569
64217.4      314.448      144.974      172.830      149.964      169.577
64440.3      304.814      144.974      172.831      149.976      169.582
64335.6      321.721      144.974      172.830      149.947      169.575
64173.1      314.411      144.974      172.830      149.974      169.583
64216.7      317.710      144.975      172.830      149.966      169.580
64097.4      314.990      144.974      172.830      149.955      169.586
64441.8      314.723      144.974      172.831      149.961      169.575
64329.5      313.632      144.975      172.832      149.969      169.588
64288.2      311.772      144.975      172.830      149.962      169.570
