FILENAME,FILTER,ORBIT,POSANGLE,DITHER,EXPOSURESET,OBSDATE,OBSTIME,EXPOTIME,FLUXA,FLUXERRA,FLUXB,FLUXERRB,SKY,PRIMARY_X,PRIMARY_Y,SECONDARY_X,SECONDARY_Y,CHISQ
icdg01a1q_flt.fits,F125W,1,0.0,3,0,2014-04-11,08:42:18,88.435623,79455.4921875,71.692138671875,189.77066040039062,2.485264539718628,0.5566902160644531,145.06710815429688,172.70272827148438,150.0390625,169.4109344482422,1.5053379535675049
icdg01zdq_flt.fits,F125W,1,0.0,0,2,2014-04-11,08:07:47,88.435623,74055.4765625,67.1484603881836,202.67922973632812,2.5655887126922607,1.1242694854736328,135.0345458984375,161.43215942382812,139.97109985351562,158.07266235351562,3.3408117294311523
icdg01zeq_flt.fits,F125W,1,0.0,0,2,2014-04-11,08:09:34,88.435623,74717.484375,67.87915802001953,200.95834350585938,2.561558246612549,1.0145602226257324,135.02650451660156,161.42227172851562,139.9734344482422,158.0593719482422,2.550753355026245
icdg01zfq_flt.fits,F125W,1,0.0,0,2,2014-04-11,08:11:21,88.435623,74691.2578125,67.97716522216797,201.06349182128906,2.564206123352051,0.978670597076416,135.02304077148438,161.42445373535156,139.96249389648438,158.06484985351562,2.6541244983673096
icdg01znq_flt.fits,F125W,1,0.0,1,4,2014-04-11,08:19:17,88.435623,74089.2265625,65.52969360351562,199.51502990722656,2.62351131439209,0.902702808380127,145.1494598388672,161.3600616455078,150.0500030517578,158.00390625,2.7066071033477783
icdg01zpq_flt.fits,F125W,1,0.0,1,4,2014-04-11,08:21:04,88.435623,74753.96875,65.80839538574219,201.98793029785156,2.6169774532318115,0.8460664749145508,145.13870239257812,161.3569793701172,150.0695343017578,158.0234375,1.8680243492126465
icdg01zqq_flt.fits,F125W,1,0.0,1,4,2014-04-11,08:22:51,88.435623,74678.0703125,66.88346099853516,199.52943420410156,2.6272177696228027,0.8373961448669434,145.1433868408203,161.36024475097656,150.01327514648438,158.0124969482422,1.75331711769104
icdg01ztq_flt.fits,F125W,1,0.0,2,6,2014-04-11,08:29:01,88.435623,79464.4453125,72.06393432617188,186.103515625,2.5053632259368896,0.6054649353027344,134.9502716064453,172.72506713867188,139.8859405517578,169.4382781982422,2.7172677516937256
icdg01zuq_flt.fits,F125W,1,0.0,2,6,2014-04-11,08:30:48,88.435623,80026.2421875,71.70655059814453,186.24229431152344,2.475982904434204,0.5505104064941406,134.94137573242188,172.72763061523438,139.93515014648438,169.4539031982422,2.1737611293792725
icdg01zvq_flt.fits,F125W,1,0.0,2,6,2014-04-11,08:32:35,88.435623,80246.1015625,72.35003662109375,181.68408203125,2.4785754680633545,0.5174989700317383,134.938232421875,172.72804260253906,139.9132843017578,169.4609375,2.0386786460876465
icdg01zzq_flt.fits,F125W,1,0.0,3,8,2014-04-11,08:40:31,88.435623,78875.9609375,71.33930969238281,182.472900390625,2.4581873416900635,0.619542121887207,145.0642547607422,172.69847106933594,150.0242156982422,169.4187469482422,1.9371073246002197
icdg02aeq_flt.fits,F125W,2,1.0,0,0,2014-04-11,09:43:25,88.435623,76307.875,67.0182876586914,212.7772216796875,2.6278605461120605,1.0588593482971191,141.69216918945312,159.17076110839844,144.90469360351562,153.83203125,1.6279529333114624
icdg02afq_flt.fits,F125W,2,1.0,0,0,2014-04-11,09:45:12,88.435623,76973.0234375,67.7356185913086,207.93707275390625,2.627854108810425,0.9585809707641602,141.68984985351562,159.16065979003906,144.89608764648438,153.81484985351562,1.3822722434997559
icdg02agq_flt.fits,F125W,2,1.0,0,0,2014-04-11,09:46:59,88.435623,76963.4375,68.10169219970703,204.73703002929688,2.6086928844451904,0.9112958908081055,141.690185546875,159.16152954101562,144.8914031982422,153.83203125,1.2578577995300293
icdg02alq_flt.fits,F125W,2,1.0,1,2,2014-04-11,09:54:55,88.435623,77386.9375,67.56202697753906,200.9359130859375,2.5570104122161865,0.8052163124084473,151.8116912841797,159.1063995361328,154.93905639648438,153.75625610351562,2.4532320499420166
icdg02anq_flt.fits,F125W,2,1.0,1,2,2014-04-11,09:56:42,88.435623,78187.8203125,68.38077545166016,203.004150390625,2.572941303253174,0.7508320808410645,151.81236267089844,159.0977020263672,154.9093780517578,153.74453735351562,1.428105115890503
icdg02aoq_flt.fits,F125W,2,1.0,1,2,2014-04-11,09:58:29,88.435623,78032.453125,68.03822326660156,209.173095703125,2.5909805297851562,0.7600736618041992,151.80630493164062,159.09735107421875,154.92813110351562,153.73983764648438,1.0404506921768188
icdg02arq_flt.fits,F125W,2,1.0,2,4,2014-04-11,10:04:39,88.435623,76603.3359375,70.02720642089844,212.76597595214844,2.701942205429077,0.8261208534240723,141.64370727539062,170.42918395996094,144.86328125,165.0617218017578,2.176720142364502
icdg02asq_flt.fits,F125W,2,1.0,2,4,2014-04-11,10:06:26,88.435623,77027.7421875,68.95594787597656,209.65274047851562,2.6793088912963867,0.7922043800354004,141.64837646484375,170.43582153320312,144.8625030517578,165.0320281982422,1.333272099494934
icdg02atq_flt.fits,F125W,2,1.0,2,4,2014-04-11,10:08:13,88.435623,77232.8359375,70.19713592529297,210.24061584472656,2.6801204681396484,0.7624778747558594,141.6328887939453,170.43392944335938,144.8546905517578,165.0320281982422,1.2226274013519287
icdg02axq_flt.fits,F125W,2,1.0,3,6,2014-04-11,10:16:09,88.435623,72937.828125,64.11896514892578,221.314208984375,2.6845862865448,0.9903392791748047,151.744873046875,170.38304138183594,154.9640655517578,165.0460968017578,2.167764902114868
icdg02ayq_flt.fits,F125W,2,1.0,3,6,2014-04-11,10:17:56,88.435623,73570.5078125,65.24100494384766,222.42005920410156,2.6932146549224854,0.9528732299804688,151.7511749267578,170.3899688720703,154.9523468017578,165.0539093017578,1.838057518005371
icdg03baq_flt.fits,F125W,3,0.0,0,0,2014-04-11,11:19:03,88.435623,74959.515625,68.27261352539062,202.4407196044922,2.537956953048706,1.1579694747924805,134.95892333984375,161.48150634765625,139.9328155517578,158.1320343017578,1.3841205835342407
icdg03bbq_flt.fits,F125W,3,0.0,0,0,2014-04-11,11:20:50,88.435623,75151.9140625,67.29472351074219,203.9740447998047,2.5554215908050537,1.0519089698791504,134.95558166503906,161.47134399414062,139.89608764648438,158.1281280517578,1.201345682144165
icdg03bcq_flt.fits,F125W,3,0.0,0,0,2014-04-11,11:22:37,88.435623,75107.484375,68.28565216064453,208.09197998046875,2.565946340560913,1.0210685729980469,134.95323181152344,161.47059631347656,139.8984375,158.1414031982422,1.322746992111206
icdg03bhq_flt.fits,F125W,3,0.0,1,2,2014-04-11,11:30:33,88.435623,74590.3515625,65.65257263183594,213.77798461914062,2.647719621658325,1.0117216110229492,145.08497619628906,161.3991241455078,150.00390625,158.06405639648438,1.3496748208999634
icdg03biq_flt.fits,F125W,3,0.0,1,2,2014-04-11,11:32:20,88.435623,74826.8984375,66.90110778808594,207.1142578125,2.6249213218688965,0.9519186019897461,145.08096313476562,161.39486694335938,149.99063110351562,158.0671844482422,0.7810078859329224
icdg03bjq_flt.fits,F125W,3,0.0,1,2,2014-04-11,11:34:07,88.435623,74927.2109375,66.16692352294922,206.13345336914062,2.6278791427612305,0.9085583686828613,145.08152770996094,161.40077209472656,149.9765625,158.06875610351562,1.0940499305725098
icdg03bmq_flt.fits,F125W,3,0.0,2,4,2014-04-11,11:40:17,88.435623,79458.046875,70.86632537841797,186.4597930908203,2.5049121379852295,0.658022403717041,134.9022979736328,172.74742126464844,139.8562469482422,169.4718780517578,1.1287845373153687
icdg03bnq_flt.fits,F125W,3,0.0,2,4,2014-04-11,11:42:04,88.435623,79642.8671875,70.51480865478516,187.4256591796875,2.507526159286499,0.6439704895019531,134.89247131347656,172.7458038330078,139.8601531982422,169.4851531982422,0.8581711649894714
icdg03boq_flt.fits,F125W,3,0.0,2,4,2014-04-11,11:43:51,88.435623,79662.515625,70.9881591796875,188.4164581298828,2.507375478744507,0.6008296012878418,134.88882446289062,172.74513244628906,139.86328125,169.47109985351562,1.1446596384048462
icdg03bsq_flt.fits,F125W,3,0.0,3,6,2014-04-11,11:51:47,88.435623,78673.0390625,69.96331787109375,191.38162231445312,2.4843270778656006,0.6620063781738281,145.01539611816406,172.7078094482422,149.9757843017578,169.4499969482422,1.5468307733535767
icdg03btq_flt.fits,F125W,3,0.0,3,6,2014-04-11,11:53:34,88.435623,79227.8515625,71.98292541503906,189.24501037597656,2.48162579536438,0.6183915138244629,145.0194091796875,172.71322631835938,149.9953155517578,169.4445343017578,0.9293687343597412
