10.412,0.014626,0.44132,0.0095443,0.16862
10.952,0.015767,0.42443,0.0081446,0.26701
9.7793,0.016195,0.23846,0.0037999,-0.64532
10.165,0.016643,0.59281,0.0088871,0.013143
11.289,0.01709,0.88071,0.011052,0.15545
10.198,0.014613,0.36095,0.0093003,0.10113
9.5136,0.014346,0.24286,0.011912,0.15735
9.6771,0.014336,0.14634,0.0076588,-0.24437
10.461,0.016675,0.53952,0.009938,0.26997
10.014,0.017735,0.37732,0.010618,-0.023061
11.352,0.015136,0.65978,0.0084199,0.10434
9.6325,0.014914,0.15081,0.008806,0.1308
10.705,0.013815,0.63182,0.010311,0.038596
9.2722,0.018308,0.2792,0.010634,0.06035
11.099,0.015212,0.56865,0.0068049,-0.13322
9.6355,0.011582,0.15408,0.011283,-0.36554
9.7766,0.014846,0.44419,0.0094827,0.25712
11.097,0.016814,0.47495,0.0072201,0.020564
9.0622,0.016779,0.16046,0.010029,-0.68754
9.9123,0.013653,0.56309,0.010995,-0.11078
10.017,0.013154,0.075083,0.010091,0.29211
9.8769,0.010016,0.24996,0.012513,-0.15373
10.608,0.013727,0.66467,0.0064984,0.68584
9.9033,0.016035,0.30652,0.010057,-0.018194
9.7173,0.012413,0.073878,0.009514,-0.051151
9.1519,0.014776,0.29088,0.0066257,0.14944
11.939,0.014002,0.76495,0.0084592,0.72554
10.682,0.014162,0.51973,0.007693,0.2475
10.509,0.016132,0.75931,0.0079587,0.0868
10.086,0.018145,0.31013,0.0074021,-0.10513
11,0.011928,0.67872,0.0069505,0.54374
11.381,0.013841,0.88758,0.0084212,0.24183
9.7404,0.017935,0.11683,0.010103,0.078038
10.962,0.015987,0.38922,0.0097308,0.2158
11.124,0.013218,0.82817,0.012237,0.33547
10.159,0.015371,0.64317,0.0076028,0.21534
12.638,0.011457,1.1905,0.0050994,0.50696
10.521,0.019974,0.56315,0.0085215,-0.16383
11.991,0.013386,0.75951,0.0049007,1.0801
9.5719,0.015905,0.19909,0.0067764,-0.39387
11.599,0.01425,0.6285,0.0073305,0.85625
17.567,0.014633,1.791,0.0065066,1.0529
9.2154,0.012758,-0.11467,0.011734,-0.29072
9.9683,0.016928,0.4881,0.0098411,0.41233
9.0352,0.0092217,-0.10021,0.013199,-0.23256
9.1726,0.01402,0.13148,0.010812,0.089544
13.583,0.014093,1.0841,0.0097348,0.8238
11.687,0.016408,0.68715,0.010521,0.95939
9.9131,0.014483,0.41499,0.010024,0.36563
11.766,0.016162,0.88019,0.010346,0.58301
10.863,0.016199,0.37724,0.0079775,0.061681
10.606,0.013952,0.45845,0.005924,0.44888
10.633,0.014361,0.53418,0.010036,0.13852
11.404,0.014306,0.87922,0.0080215,0.60577
10.27,0.013988,0.49376,0.0065162,-0.044657
9.3731,0.011965,0.16974,0.0098931,-0.089005
10.678,0.017004,0.9065,0.0078213,0.22353
10.268,0.012999,0.45265,0.0094152,0.12763
9.6376,0.017092,0.23872,0.0093108,0.017162
10.422,0.015623,0.66892,0.0085622,-0.098964
10.966,0.014337,0.80156,0.0056089,0.25325
10.669,0.014295,0.6305,0.0057372,0.25076
9.2574,0.015586,0.15897,0.010528,-0.18577
9.7053,0.017994,0.34151,0.0099172,-0.085909
9.8999,0.014886,0.18358,0.011102,-0.01726
10.44,0.017277,0.40599,0.0093469,0.10385
10.096,0.014082,0.84973,0.0080762,-0.13898
11.27,0.01605,0.40352,0.0059666,0.40247
9.9305,0.012221,0.12579,0.0081961,-0.0018848
10.707,0.0099104,0.35533,0.0090942,-0.034361
10.592,0.014417,0.47469,0.014193,0.38481
12.913,0.013117,1.1712,0.010641,0.56019
10.935,0.01544,0.43196,0.0043365,0.21868
11.384,0.009788,0.98397,0.0084851,0.55393
9.024,0.015339,0.0066901,0.0065012,0.065519
9.419,0.015584,0.39998,0.010505,-0.01149
10.891,0.013596,0.36186,0.0095941,0.86151
10.144,0.013286,0.1357,0.0047645,-0.075938
13.15,0.015192,0.784,0.006636,0.54692
10.798,0.012344,0.56169,0.0048591,0.77087
11.181,0.015797,0.61515,0.0077858,0.42893
12.927,0.013025,1.04,0.005498,0.6033
10.295,0.015165,0.25957,0.0082994,0.07615
12.286,0.01472,0.81144,0.0066385,1.0626
10.011,0.014281,0.25519,0.011658,0.038503
12.353,0.014867,0.83711,0.00862,0.33514
12.577,0.016375,0.96764,0.0046523,0.13444
11.955,0.011695,0.73414,0.0076441,0.11476
13.828,0.016075,1.164,0.0083524,0.28815
10.011,0.016438,0.22059,0.010512,0.11428
10.551,0.014936,0.64865,0.0069237,-0.25278
10.625,0.011718,0.38668,0.008043,0.31522
10.208,0.014241,0.39664,0.0065826,-0.011144
11.747,0.01182,1.2443,0.0080345,0.76273
10.988,0.014288,0.62506,0.0073091,0.063051
10.734,0.011916,0.11234,0.0072798,0.095759
10.149,0.014413,0.5631,0.0091021,0.13428
11.998,0.013417,0.7751,0.0018303,-0.27516
10.514,0.011646,0.33271,0.0078679,0.25797
13.063,0.014983,0.9031,0.0048119,0.86589
10.44,0.01777,0.57817,0.009695,0.050802
9.2021,0.011796,0.32663,0.010216,0.09223
9.371,0.015741,0.33475,0.0085386,0.26828
9.7988,0.01153,0.44121,0.010137,-0.012591
9.6877,0.011197,0.095216,0.010222,-0.12124
8.7447,0.012038,0.14728,0.01188,-0.1373
10.839,0.017666,0.51429,0.0095786,0.31561
10.561,0.011202,0.53164,0.0088677,-0.096026
10.322,0.014043,0.44277,0.014263,-0.10869
9.6485,0.015566,0.46503,0.013237,-0.05228
9.0173,0.014206,-0.28899,0.01123,-0.19831
9.8427,0.012809,0.47227,0.0095306,-0.21609
11.446,0.010267,0.90875,0.0080335,-0.034005
10.25,0.012613,0.24732,0.0055579,-0.091511
11.618,0.014464,0.54625,0.0046102,0.40715
9.6152,0.01244,0.17939,0.011415,0.080257
11.501,0.014613,0.60173,0.0076646,0.14167
10.33,0.0093978,0.23243,0.0077689,0.10185
9.3127,0.015277,0.24201,0.0093346,-0.47751
13.702,0.011435,1.1912,0.0054323,0.86601
9.9646,0.01239,0.21883,0.0070438,0.029037
12.26,0.013111,0.92475,0.0092423,0.5452
10.046,0.017018,0.25149,0.0066311,0.52615
10.951,0.016612,0.88833,0.0096646,0.090066
10.522,0.014699,0.57987,0.0090514,0.32374
9.8678,0.012971,0.25827,0.0089321,0.11972
10.203,0.012003,0.48311,0.0085579,0.0018158
11.689,0.01518,0.52807,0.0067845,0.86755
9.4519,0.015131,0.046902,0.011074,-0.3952
10.473,0.010586,0.32645,0.0091678,-0.0028377
9.6587,0.014225,0.37397,0.010971,-0.057865
11.058,0.013346,0.57068,0.011388,0.36028
11.455,0.015491,0.9498,0.0049096,0.31725
10.089,0.012223,0.49542,0.0067445,-0.13822
9.6631,0.013113,0.217,0.0095382,0.0099814
9.7137,0.012427,0.10876,0.0058851,-0.010981
10.221,0.015061,0.33857,0.010232,-0.39511
9.2589,0.014607,0.19576,0.010767,-0.078302
12.229,0.015774,0.84857,0.010122,0.77927
10.356,0.015557,0.42408,0.0078248,0.71311
9.8484,0.012675,0.52087,0.010056,0.35502
10.115,0.014701,0.36077,0.0083047,-0.09841
16.558,0.015849,1.154,0.0072862,0.63627
10.274,0.013663,0.46674,0.0072156,0.21161
9.5696,0.014513,0.087626,0.012056,0.20298
10.463,0.014481,0.095539,0.0054927,0.68676
9.4528,0.01505,0.0064873,0.010053,-0.13705
9.0142,0.011674,-0.017067,0.0087508,-0.036324
10.927,0.015095,0.58981,0.010494,0.13251
11.092,0.013067,0.87995,0.011154,-0.052386
10.931,0.013391,0.34231,0.0087059,0.35101
11.278,0.013652,0.79661,0.0072151,0.59559
9.6823,0.012121,0.41736,0.0084591,-0.0083335
9.3284,0.015965,0.01073,0.0098489,-0.40242
9.9618,0.015554,0.48485,0.0088381,-0.30859
9.6728,0.012968,0.7178,0.010121,-0.18808
10.189,0.017273,0.47439,0.01007,0.03554
10.498,0.013105,0.61203,0.0065807,0.10509
9.593,0.015432,0.15785,0.011865,-0.056001
11.208,0.015953,0.7557,0.010092,-0.049937
9.8553,0.013631,0.25888,0.0065687,0.13405
11.15,0.016463,0.57397,0.007795,0.27817
11.011,0.0090601,0.95349,0.0079603,0.28625
11.838,0.01462,0.73863,0.0099933,0.54821
9.7835,0.015731,0.3515,0.0099217,-0.17086
11.748,0.0145,0.99952,0.010447,0.39284
9.6698,0.016403,0.22755,0.0098675,0.1419
10.376,0.018637,0.44185,0.012456,0.22163
9.3078,0.013481,0.084489,0.010157,-0.21645
10.769,0.014222,0.44658,0.010773,-0.0017289
9.9221,0.018695,0.40169,0.0083896,0.20575
10.621,0.019059,0.57407,0.0061531,0.15609
12.982,0.01311,1.0625,0.0075897,0.11995
10.982,0.016351,0.74291,0.011751,0.17233
10.12,0.017621,0.2781,0.009287,0.16335
11.699,0.015681,0.7839,0.0086656,1.0862
11.282,0.017278,0.8261,0.0071209,0.33905
9.0479,0.018172,-0.039838,0.0099396,-0.15387
12.376,0.012381,0.95356,0.0063094,0.55049
10.153,0.019237,0.58776,0.0076504,0.24988
9.633,0.015538,0.3307,0.010694,0.13201
9.8001,0.017741,0.24239,0.0084826,-0.30814
11.593,0.012471,0.23789,0.0052219,0.03568
10.345,0.009639,0.0065608,0.00842,-0.055814
9.2378,0.015374,0.22745,0.010243,0.142
11.519,0.014227,0.7025,0.0079447,0.13886
9.3738,0.01612,0.33752,0.0096909,-0.078119
10.496,0.01872,0.57472,0.0097681,-0.22207
10.517,0.017714,0.57029,0.0081518,0.040297
9.5108,0.015865,0.15731,0.011458,0.40004
10.559,0.014071,0.66438,0.0079158,-0.14728
14.557,0.013308,0.93962,0.008905,0.18688
10.595,0.012505,0.30613,0.0070936,0.0014435
8.7896,0.015229,0.14165,0.0079408,-0.30433
10.942,0.013771,0.27769,0.011305,0.18941
9.963,0.013869,0.39783,0.0093846,-0.040198
9.8074,0.01669,0.33201,0.0092213,0.30017
10.585,0.018235,0.4344,0.008454,-0.012606
