file name,filter,orbit,Pos Angle,dither,exposure set,obs date,obs time,exposure time
icdg01a1q_flt.fits,F125W,1,202.0,3,0,2014-04-11,08:42:18,88.435623
icdg01zdq_flt.fits,F125W,1,202.0,0,2,2014-04-11,08:07:47,88.435623
icdg01zeq_flt.fits,F125W,1,202.0,0,2,2014-04-11,08:09:34,88.435623
icdg01zfq_flt.fits,F125W,1,202.0,0,2,2014-04-11,08:11:21,88.435623
icdg01znq_flt.fits,F125W,1,202.0,1,4,2014-04-11,08:19:17,88.435623
icdg01zpq_flt.fits,F125W,1,202.0,1,4,2014-04-11,08:21:04,88.435623
icdg01zqq_flt.fits,F125W,1,202.0,1,4,2014-04-11,08:22:51,88.435623
icdg01ztq_flt.fits,F125W,1,202.0,2,6,2014-04-11,08:29:01,88.435623
icdg01zuq_flt.fits,F125W,1,202.0,2,6,2014-04-11,08:30:48,88.435623
icdg01zvq_flt.fits,F125W,1,202.0,2,6,2014-04-11,08:32:35,88.435623
icdg01zzq_flt.fits,F125W,1,202.0,3,8,2014-04-11,08:40:31,88.435623
icdg02aeq_flt.fits,F125W,2,227.0,0,0,2014-04-11,09:43:25,88.435623
icdg02afq_flt.fits,F125W,2,227.0,0,0,2014-04-11,09:45:12,88.435623
icdg02agq_flt.fits,F125W,2,227.0,0,0,2014-04-11,09:46:59,88.435623
icdg02alq_flt.fits,F125W,2,227.0,1,2,2014-04-11,09:54:55,88.435623
icdg02anq_flt.fits,F125W,2,227.0,1,2,2014-04-11,09:56:42,88.435623
icdg02aoq_flt.fits,F125W,2,227.0,1,2,2014-04-11,09:58:29,88.435623
icdg02arq_flt.fits,F125W,2,227.0,2,4,2014-04-11,10:04:39,88.435623
icdg02asq_flt.fits,F125W,2,227.0,2,4,2014-04-11,10:06:26,88.435623
icdg02atq_flt.fits,F125W,2,227.0,2,4,2014-04-11,10:08:13,88.435623
icdg02axq_flt.fits,F125W,2,227.0,3,6,2014-04-11,10:16:09,88.435623
icdg02ayq_flt.fits,F125W,2,227.0,3,6,2014-04-11,10:17:56,88.435623
icdg03baq_flt.fits,F125W,3,202.0,0,0,2014-04-11,11:19:03,88.435623
icdg03bbq_flt.fits,F125W,3,202.0,0,0,2014-04-11,11:20:50,88.435623
icdg03bcq_flt.fits,F125W,3,202.0,0,0,2014-04-11,11:22:37,88.435623
icdg03bhq_flt.fits,F125W,3,202.0,1,2,2014-04-11,11:30:33,88.435623
icdg03biq_flt.fits,F125W,3,202.0,1,2,2014-04-11,11:32:20,88.435623
