FILENAME,FILTER,ORBIT,POSANGLE,DITHER,EXPOSURESET,OBSDATE,OBSTIME,EXPOTIME,FLUXA,FLUXB,SKY,PRIMARY_X,PRIMARY_Y,SECONDARY_X,SECONDARY_Y,CHISQ
icdg01a1q_flt.fits,F125W,1,0.0,3,0,2014-04-11,08:42:18,88.435623,77381.40625,190.83743286132812,0.5916671752929688,145.0554962158203,172.67169189453125,150.03280639648438,169.39218139648438,1.3270596265792847
icdg01zdq_flt.fits,F125W,1,0.0,0,2,2014-04-11,08:07:47,88.435623,76400.2109375,197.41018676757812,0.8735637664794922,135.0009765625,161.39161682128906,139.9875030517578,158.0710906982422,1.5972846746444702
icdg01zeq_flt.fits,F125W,1,0.0,0,2,2014-04-11,08:09:34,88.435623,77067.828125,194.6732635498047,0.7654867172241211,134.99899291992188,161.38612365722656,139.99374389648438,158.05313110351562,1.2860620021820068
icdg01zfq_flt.fits,F125W,1,0.0,0,2,2014-04-11,08:11:21,88.435623,77335.734375,194.13604736328125,0.7082853317260742,134.9976348876953,161.38328552246094,139.9757843017578,158.05859375,1.5269219875335693
icdg01znq_flt.fits,F125W,1,0.0,1,4,2014-04-11,08:19:17,88.435623,77461.421875,192.7397003173828,0.5909337997436523,145.1204376220703,161.32388305664062,150.0460968017578,158.0007781982422,1.395755410194397
icdg01zpq_flt.fits,F125W,1,0.0,1,4,2014-04-11,08:21:04,88.435623,77498.7421875,197.68736267089844,0.5978727340698242,145.09066772460938,161.3289794921875,150.08047485351562,158.02108764648438,0.997431218624115
icdg01zqq_flt.fits,F125W,1,0.0,1,4,2014-04-11,08:22:51,88.435623,77808.5625,194.4202423095703,0.5603466033935547,145.0952911376953,161.33224487304688,150.015625,158.00234985351562,1.0026088953018188
icdg01ztq_flt.fits,F125W,1,0.0,2,6,2014-04-11,08:29:01,88.435623,76832.296875,189.025146484375,0.687352180480957,134.93869018554688,172.69496154785156,139.8625030517578,169.4296875,1.6523374319076538
icdg01zuq_flt.fits,F125W,1,0.0,2,6,2014-04-11,08:30:48,88.435623,77253.09375,188.09408569335938,0.6443042755126953,134.93618774414062,172.6940155029297,139.9093780517578,169.4453125,1.2303215265274048
icdg01zvq_flt.fits,F125W,1,0.0,2,6,2014-04-11,08:32:35,88.435623,77471.28125,184.3586883544922,0.6112775802612305,134.93017578125,172.69677734375,139.8859405517578,169.4523468017578,1.5578442811965942
icdg01zzq_flt.fits,F125W,1,0.0,3,8,2014-04-11,08:40:31,88.435623,77179.125,182.95294189453125,0.6263360977172852,145.05262756347656,172.66458129882812,150.0187530517578,169.39999389648438,1.3627805709838867
icdg02aeq_flt.fits,F125W,2,1.0,0,0,2014-04-11,09:43:25,88.435623,77839.59375,194.6311798095703,0.8530197143554688,141.65782165527344,159.12156677246094,144.91952514648438,153.84921264648438,0.928704023361206
icdg02afq_flt.fits,F125W,2,1.0,0,0,2014-04-11,09:45:12,88.435623,77952.3828125,191.95704650878906,0.7929878234863281,141.65626525878906,159.11795043945312,144.9093780517578,153.8312530517578,0.814060628414154
