FILENAME,FILTER,ORBIT,POSANGLE,DITHER,EXPOSURESET,OBSDATE,OBSTIME,EXPOTIME,FLUXA,FLUXB,SKY,PRIMARY_X,PRIMARY_Y,SECONDARY_X,SECONDARY_Y
icdg01a1q_flt.fits,F125W,1,0.0,3,0,2014-04-11,08:42:18,88.435623,77349.328125,190.36990356445312,0.5945005416870117,145.05508422851562,172.6700897216797,150.02969360351562,169.39453125
icdg01zdq_flt.fits,F125W,1,0.0,0,2,2014-04-11,08:07:47,88.435623,76400.234375,197.47007751464844,0.8730335235595703,135.0009765625,161.39161682128906,139.9875030517578,158.0710906982422
icdg01zeq_flt.fits,F125W,1,0.0,0,2,2014-04-11,08:09:34,88.435623,77067.921875,194.6758270263672,0.765467643737793,134.99899291992188,161.38612365722656,139.99374389648438,158.05313110351562
icdg01zfq_flt.fits,F125W,1,0.0,0,2,2014-04-11,08:11:21,88.435623,77335.8515625,194.17196655273438,0.70806884765625,134.9976348876953,161.38328552246094,139.9757843017578,158.05859375
icdg01znq_flt.fits,F125W,1,0.0,1,4,2014-04-11,08:19:17,88.435623,77461.984375,192.72218322753906,0.5909175872802734,145.1204376220703,161.32388305664062,150.0460968017578,158.0007781982422
icdg01zpq_flt.fits,F125W,1,0.0,1,4,2014-04-11,08:21:04,88.435623,77498.890625,197.6859893798828,0.5979204177856445,145.09066772460938,161.3289794921875,150.08047485351562,158.02108764648438
icdg01zqq_flt.fits,F125W,1,0.0,1,4,2014-04-11,08:22:51,88.435623,77807.671875,194.43429565429688,0.5601949691772461,145.0952911376953,161.33224487304688,150.015625,158.00234985351562
icdg01ztq_flt.fits,F125W,1,0.0,2,6,2014-04-11,08:29:01,88.435623,76836.6953125,189.01490783691406,0.6870918273925781,134.93869018554688,172.69496154785156,139.8625030517578,169.4296875
icdg01zuq_flt.fits,F125W,1,0.0,2,6,2014-04-11,08:30:48,88.435623,77254.046875,188.0912322998047,0.6442890167236328,134.93618774414062,172.6940155029297,139.9093780517578,169.4453125
icdg01zvq_flt.fits,F125W,1,0.0,2,6,2014-04-11,08:32:35,88.435623,77474.71875,184.34828186035156,0.6112098693847656,134.93017578125,172.69677734375,139.8859405517578,169.4523468017578
icdg01zzq_flt.fits,F125W,1,0.0,3,8,2014-04-11,08:40:31,88.435623,77156.328125,182.30914306640625,0.6291208267211914,145.05213928222656,172.66375732421875,150.0226593017578,169.40390014648438
icdg02aeq_flt.fits,F125W,2,1.0,0,0,2014-04-11,09:43:25,88.435623,77839.671875,194.61602783203125,0.8530645370483398,141.65782165527344,159.12156677246094,144.91952514648438,153.84921264648438
icdg02afq_flt.fits,F125W,2,1.0,0,0,2014-04-11,09:45:12,88.435623,77952.5859375,191.9498291015625,0.7930431365966797,141.65626525878906,159.11795043945312,144.9093780517578,153.8312530517578
icdg02agq_flt.fits,F125W,2,1.0,0,0,2014-04-11,09:46:59,88.435623,77874.765625,188.81687927246094,0.7496814727783203,141.65277099609375,159.1184844970703,144.89453125,153.8484344482422
icdg02alq_flt.fits,F125W,2,1.0,1,2,2014-04-11,09:54:55,88.435623,77221.6171875,192.38973999023438,0.6840028762817383,151.79693603515625,159.06558227539062,154.9929656982422,153.7781219482422
icdg02anq_flt.fits,F125W,2,1.0,1,2,2014-04-11,09:56:42,88.435623,77989.90625,193.37852478027344,0.6336345672607422,151.79397583007812,159.05712890625,154.9609375,153.76718139648438
icdg02aoq_flt.fits,F125W,2,1.0,1,2,2014-04-11,09:58:29,88.435623,77810.96875,200.22743225097656,0.6454257965087891,151.78695678710938,159.0570068359375,154.98593139648438,153.77108764648438
icdg02arq_flt.fits,F125W,2,1.0,2,4,2014-04-11,10:04:39,88.435623,78412.5625,199.1503448486328,0.6212444305419922,141.6144561767578,170.4261474609375,144.86328125,165.0554656982422
icdg02asq_flt.fits,F125W,2,1.0,2,4,2014-04-11,10:06:26,88.435623,78506.6796875,196.31594848632812,0.6123800277709961,141.6139373779297,170.4303741455078,144.8546905517578,165.0226593017578
icdg02atq_flt.fits,F125W,2,1.0,2,4,2014-04-11,10:08:13,88.435623,78569.234375,196.42205810546875,0.5928783416748047,141.6022186279297,170.4228973388672,144.8546905517578,165.0187530517578
icdg02axq_flt.fits,F125W,2,1.0,3,6,2014-04-11,10:16:09,88.435623,77237.390625,202.1642608642578,0.6183242797851562,151.7354278564453,170.38587951660156,154.9453125,165.00936889648438
icdg02ayq_flt.fits,F125W,2,1.0,3,6,2014-04-11,10:17:56,88.435623,77530.0078125,203.36363220214844,0.6079301834106445,151.7344970703125,170.388916015625,154.93515014648438,165.0203094482422
icdg03baq_flt.fits,F125W,3,0.0,0,0,2014-04-11,11:19:03,88.435623,77956.859375,191.3206329345703,0.8589019775390625,134.95069885253906,161.43382263183594,139.96875,158.13436889648438
icdg03bbq_flt.fits,F125W,3,0.0,0,0,2014-04-11,11:20:50,88.435623,78179.4921875,191.70196533203125,0.7529916763305664,134.95021057128906,161.43038940429688,139.93203735351562,158.125
icdg03bcq_flt.fits,F125W,3,0.0,0,0,2014-04-11,11:22:37,88.435623,78213.9765625,195.27418518066406,0.7167854309082031,134.95062255859375,161.426513671875,139.93359375,158.1374969482422
icdg03bhq_flt.fits,F125W,3,0.0,1,2,2014-04-11,11:30:33,88.435623,78591.125,203.00613403320312,0.6718931198120117,145.0547332763672,161.36207580566406,150.0164031982422,158.06094360351562
icdg03biq_flt.fits,F125W,3,0.0,1,2,2014-04-11,11:32:20,88.435623,78608.2421875,197.19863891601562,0.6293125152587891,145.04791259765625,161.36016845703125,150.00390625,158.0617218017578
icdg03bjq_flt.fits,F125W,3,0.0,1,2,2014-04-11,11:34:07,88.435623,78847.125,195.33311462402344,0.5787553787231445,145.05245971679688,161.36119079589844,149.99063110351562,158.0625
icdg03bmq_flt.fits,F125W,3,0.0,2,4,2014-04-11,11:40:17,88.435623,77870.59375,184.67471313476562,0.6597318649291992,134.8946990966797,172.7117919921875,139.8468780517578,169.4609375
icdg03bnq_flt.fits,F125W,3,0.0,2,4,2014-04-11,11:42:04,88.435623,78204.5625,182.9216766357422,0.6381921768188477,134.8927459716797,172.70831298828125,139.86953735351562,169.47500610351562
icdg03boq_flt.fits,F125W,3,0.0,2,4,2014-04-11,11:43:51,88.435623,78190.3203125,185.5066375732422,0.6066360473632812,134.89169311523438,172.71408081054688,139.8640594482422,169.46328735351562
icdg03bsq_flt.fits,F125W,3,0.0,3,6,2014-04-11,11:51:47,88.435623,77917.1875,186.74839782714844,0.6051044464111328,145.0127410888672,172.67764282226562,149.9953155517578,169.43905639648438
icdg03btq_flt.fits,F125W,3,0.0,3,6,2014-04-11,11:53:34,88.435623,78133.109375,186.1781005859375,0.5880537033081055,145.014404296875,172.6738739013672,150.0078125,169.43124389648438
icdg03buq_flt.fits,F125W,3,0.0,3,6,2014-04-11,11:55:21,88.435623,78308.609375,186.39776611328125,0.5826911926269531,145.01866149902344,172.6800994873047,150.0148468017578,169.453125
icdg04bzq_flt.fits,F125W,4,1.0,0,0,2014-04-11,12:54:41,88.435623,77939.046875,185.8642578125,0.9035043716430664,141.6371612548828,159.0959930419922,144.90390014648438,153.80624389648438
icdg04c0q_flt.fits,F125W,4,1.0,0,0,2014-04-11,12:56:28,88.435623,78127.90625,189.96885681152344,0.8160820007324219,141.6326446533203,159.09226989746094,144.890625,153.80624389648438
icdg04c1q_flt.fits,F125W,4,1.0,0,0,2014-04-11,12:58:15,88.435623,78240.984375,184.40147399902344,0.7623233795166016,141.6332550048828,159.08486938476562,144.8757781982422,153.8039093017578
icdg04c6q_flt.fits,F125W,4,1.0,1,2,2014-04-11,13:06:11,88.435623,77857.8828125,184.4133758544922,0.6801900863647461,151.77842712402344,159.02760314941406,154.9812469482422,153.7078094482422
icdg04c7q_flt.fits,F125W,4,1.0,1,2,2014-04-11,13:07:58,88.435623,78020.078125,190.58786010742188,0.6234798431396484,151.7748565673828,159.02517700195312,154.94921875,153.7421875
icdg04c8q_flt.fits,F125W,4,1.0,1,2,2014-04-11,13:09:45,88.435623,78140.796875,198.4176483154297,0.5931863784790039,151.77182006835938,159.02098083496094,154.9578094482422,153.7351531982422
icdg04cbq_flt.fits,F125W,4,1.0,2,4,2014-04-11,13:15:55,88.435623,78268.6875,191.8471221923828,0.635890007019043,141.59959411621094,170.39707946777344,144.86874389648438,165.0242156982422
icdg04ccq_flt.fits,F125W,4,1.0,2,4,2014-04-11,13:17:42,88.435623,78559.5,195.6541748046875,0.6278438568115234,141.59130859375,170.3906707763672,144.85702514648438,164.9968719482422
icdg04cdq_flt.fits,F125W,4,1.0,2,4,2014-04-11,13:19:29,88.435623,78640.390625,196.61962890625,0.5626850128173828,141.5851287841797,170.38929748535156,144.82266235351562,164.9617156982422
icdg04chq_flt.fits,F125W,4,1.0,3,6,2014-04-11,13:27:25,88.435623,77340.359375,198.3695068359375,0.634282112121582,151.72073364257812,170.34361267089844,154.9453125,164.9609375
icdg04ciq_flt.fits,F125W,4,1.0,3,6,2014-04-11,13:29:12,88.435623,77671.1171875,196.15350341796875,0.6039896011352539,151.72122192382812,170.3516845703125,154.9296875,164.9578094482422
icdg04cjq_flt.fits,F125W,4,1.0,3,6,2014-04-11,13:30:59,88.435623,77871.34375,194.04122924804688,0.5721931457519531,151.72178649902344,170.35374450683594,154.9093780517578,164.96640014648438
icdg05coq_flt.fits,F125W,5,0.0,0,0,2014-04-11,14:31:14,88.435623,77600.1171875,189.87144470214844,0.8877487182617188,134.90623474121094,161.3959197998047,139.90859985351562,158.1015625
icdg05cpq_flt.fits,F125W,5,0.0,0,0,2014-04-11,14:33:01,88.435623,77859.671875,188.71527099609375,0.7837581634521484,134.9071807861328,161.39212036132812,139.89297485351562,158.0984344482422
icdg05cqq_flt.fits,F125W,5,0.0,0,0,2014-04-11,14:34:48,88.435623,77996.078125,189.81643676757812,0.6944293975830078,134.90802001953125,161.38479614257812,139.89218139648438,158.0859375
icdg05cvq_flt.fits,F125W,5,0.0,1,2,2014-04-11,14:42:44,88.435623,78167.2421875,195.86392211914062,0.6797637939453125,145.01307678222656,161.31857299804688,149.9250030517578,158.0187530517578
icdg05cwq_flt.fits,F125W,5,0.0,1,2,2014-04-11,14:44:31,88.435623,78393.0625,193.01695251464844,0.6247787475585938,145.0087127685547,161.3252716064453,149.94296264648438,158.00234985351562
icdg05cxq_flt.fits,F125W,5,0.0,1,2,2014-04-11,14:46:18,88.435623,78320.9609375,189.91160583496094,0.6104593276977539,145.00770568847656,161.32078552246094,149.95547485351562,157.9968719482422
icdg05d0q_flt.fits,F125W,5,0.0,2,4,2014-04-11,14:52:28,88.435623,77489.7109375,184.65264892578125,0.7096214294433594,134.84996032714844,172.68209838867188,139.7624969482422,169.4250030517578
icdg05d1q_flt.fits,F125W,5,0.0,2,4,2014-04-11,14:54:15,88.435623,77745.71875,183.83999633789062,0.6948776245117188,134.8459930419922,172.67913818359375,139.7703094482422,169.41952514648438
icdg05d2q_flt.fits,F125W,5,0.0,2,4,2014-04-11,14:56:02,88.435623,77746.4765625,183.86227416992188,0.6378917694091797,134.8440399169922,172.67701721191406,139.7882843017578,169.43594360351562
