icdg04cbq_flt.fits      70943.2      141.621      170.326 13:15:55 F125W
icdg04ccq_flt.fits      71486.6      141.608      170.313 13:17:42 F125W
icdg04cdq_flt.fits      70843.5      141.607      170.324 13:19:29 F125W
icdg04ceq_flt.fits      55557.6      141.512      170.485 13:21:22 F160W
icdg04cfq_flt.fits      55743.7      141.510      170.508 13:23:09 F160W
icdg04cgq_flt.fits      55725.5      141.506      170.490 13:24:56 F160W
icdg04chq_flt.fits      71515.2      151.712      170.309 13:27:25 F125W
icdg04ciq_flt.fits      70432.0      151.713      170.309 13:29:12 F125W
icdg04cjq_flt.fits      71392.2      151.710      170.299 13:30:59 F125W
icdg04ckq_flt.fits      55566.9      151.630      170.498 13:32:52 F160W
icdg04clq_flt.fits      56373.1      151.627      170.461 13:34:39 F160W
icdg04cmq_flt.fits      55411.9      151.621      170.477 13:36:26 F160W
icdg05coq_flt.fits      70523.1      134.913      161.392 14:31:14 F125W
icdg05cpq_flt.fits      72240.3      134.907      161.398 14:33:01 F125W
icdg05cqq_flt.fits      72005.6      134.906      161.400 14:34:48 F125W
icdg05crq_flt.fits      56333.2      134.779      161.538 14:36:41 F160W
icdg05ctq_flt.fits      56672.2      134.780      161.522 14:38:28 F160W
icdg05cuq_flt.fits      56478.4      134.773      161.523 14:40:15 F160W
icdg05cvq_flt.fits      70299.1      145.040      161.339 14:42:44 F125W
icdg05cwq_flt.fits      69615.0      145.024      161.328 14:44:31 F125W
icdg05cxq_flt.fits      70922.4      145.025      161.333 14:46:18 F125W
icdg05cyq_flt.fits      55864.0      144.907      161.499 14:48:11 F160W
icdg05czq_flt.fits      55837.7      144.893      161.501 14:49:58 F160W
icdg05d0q_flt.fits      72060.7      134.834      172.695 14:52:28 F125W
icdg05d1q_flt.fits      72201.3      134.824      172.693 14:54:15 F125W
icdg05d2q_flt.fits      71590.6      134.820      172.678 14:56:02 F125W
icdg05d3q_flt.fits      56759.4      134.703      172.828 14:57:55 F160W
icdg05d4q_flt.fits      56292.4      134.696      172.829 14:59:42 F160W
icdg05d5q_flt.fits      57064.4      134.703      172.840 15:01:29 F160W
icdg05d6q_flt.fits      69021.5      144.957      172.653 15:03:58 F125W
icdg05d7q_flt.fits      70572.1      144.959      172.635 15:05:45 F125W
icdg05d8q_flt.fits      69251.5      144.959      172.668 15:07:32 F125W
icdg05d9q_flt.fits      55779.7      144.855      172.773 15:09:25 F160W
icdg05daq_flt.fits      55764.6      144.860      172.775 15:11:12 F160W
