Time,FLUXB,err0
0.0,1.0253899249,0.0127617423
0.0297222211957,1.01120800535,0.0129154367224
0.0594444423914,1.0083732549,0.0129805509084
0.191666662693,0.986186094063,0.0134255476488
0.221388891339,1.01154326389,0.0127829041407
0.251111119986,0.994711771434,0.0130397995182
0.353888899088,1.0203715225,0.0131518031348
0.383611112833,1.01590797179,0.0130348513469
0.413333326578,0.996232912363,0.013329526315
0.545555591583,0.984468951467,0.013235682236
0.575277805328,1.02714910745,0.0128264861404
1.59388887882,1.03995512459,0.0134609763926
1.62361121178,1.02571254815,0.0136295570689
1.65333330631,1.00890168016,0.0137663300299
1.78555560112,0.997723233271,0.0135957346906
1.81527769566,1.00269164698,0.0135469447495
1.84500002861,1.038103981,0.0132104351597
1.94777786732,1.02207579574,0.0132934219968
1.97750008106,1.00759676709,0.0133648038003
2.0072221756,1.00817877476,0.0133515715907
2.1394443512,1.0227181895,0.0126557315194
2.16916656494,1.02870043835,0.0126303142735
3.18777775764,0.993624836409,0.0129583502033
3.21750020981,0.995574641303,0.0130084569309
3.24722242355,1.01413951877,0.0128257040626
3.37944459915,1.03857100407,0.0125530019122
3.4091668129,1.00879146134,0.012798657045
3.43888902664,0.999251123336,0.0129293342744
3.54166674614,0.996814710659,0.013398703038
3.57138895988,0.987656134145,0.0134349377493
3.60111117363,1.00166558827,0.013289315408
3.73333334923,1.00750205012,0.0130080720341
3.76305556297,1.00389672876,0.0130669278057
3.79277777672,1.00551637432,0.0130350160472
4.78166675568,0.993436978734,0.013988200069
4.81138896942,1.01515583551,0.013800901682
4.84111118317,0.985397439424,0.0140925491778
4.97333288193,0.956357387065,0.0140486027192
5.00305557251,0.9882383193,0.0137020541664
5.03277826309,1.0287641008,0.0133310587944
5.13555526733,0.984781852039,0.0136352720332
5.16527795792,1.0043288468,0.0134649793987
5.19500017166,1.00939015571,0.0133549857815
5.32722234726,1.00376004851,0.0128623480374
5.356944561,0.992362933151,0.0129734688014
5.38666677475,0.981862815771,0.0130795477595
6.390832901,0.98597379485,0.0130676339567
6.42055559158,0.979997981598,0.0131368913619
6.45027828217,0.985718041928,0.013134119763
6.58249998093,1.00204705155,0.012987480378
6.61222267151,0.987374576139,0.0130918958201
6.64194440842,0.971523654178,0.0131789178121
6.74472236633,0.996634539821,0.013605269496
6.77444458008,0.992295492813,0.0135788087388
6.80416679382,0.992421127635,0.0135840923663
6.93638896942,0.977134983853,0.0132283159166
6.96611118317,0.999979714181,0.0130523680995
6.99583339691,0.994352089854,0.0130974578338
8.06277751923,0.992861179828,0.0140453055612
8.09249973297,0.975621637579,0.0142710753301
8.12222290039,0.962957576025,0.0144319570906
8.25444412231,0.976052461317,0.0139064402547
8.28416728973,1.00235858065,0.0136393681602
8.3138885498,1.00971028963,0.0135536410585
8.41666698456,0.996531428457,0.0135971327901
8.44638824463,0.986350808828,0.0136747607055
8.47611141205,0.980765570584,0.0137706434191
8.60833358765,1.00407111339,0.0128926505172
8.63805580139,0.98525994584,0.0130257905536
8.66777801514,0.981264515477,0.0130626582619
