FILENAME,FILTER,ORBIT,POSANGLE,DITHER,EXPOSURESET,OBSDATE,OBSTIME,EXPOTIME,FLUXA,FLUXB,SKY,PRIMARY_X,PRIMARY_Y,SECONDARY_X,SECONDARY_Y
icdg01a1q_flt.fits,F125W,1,0.0,3,0,2014-04-11,08:42:18,88.435623,77635.40625,190.401275635,0.63659954071,145.05291748,172.666870117,150.021087646,169.390625
icdg01zdq_flt.fits,F125W,1,0.0,0,2,2014-04-11,08:07:47,88.435623,76412.9375,195.484451294,0.887852668762,135.007995605,161.389434814,139.969528198,158.071090698
icdg01zeq_flt.fits,F125W,1,0.0,0,2,2014-04-11,08:09:34,88.435623,77031.6875,193.038391113,0.778178215027,135.000671387,161.384765625,139.971099854,158.053131104
icdg01zfq_flt.fits,F125W,1,0.0,0,2,2014-04-11,08:11:21,88.435623,77325.1875,192.179168701,0.722285270691,134.999267578,161.384094238,139.963287354,158.06640625
icdg01znq_flt.fits,F125W,1,0.0,1,4,2014-04-11,08:19:17,88.435623,77536.90625,189.905090332,0.589022636414,145.123825073,161.323059082,150.047653198,158.007034302
icdg01zpq_flt.fits,F125W,1,0.0,1,4,2014-04-11,08:21:04,88.435623,77513.1640625,197.783081055,0.605543136597,145.091506958,161.327224731,150.065628052,158.014846802
icdg01zqq_flt.fits,F125W,1,0.0,1,4,2014-04-11,08:22:51,88.435623,77859.671875,193.192123413,0.568172454834,145.097137451,161.329666138,150.021881104,158.0078125
icdg01ztq_flt.fits,F125W,1,0.0,2,6,2014-04-11,08:29:01,88.435623,77151.609375,187.23097229,0.668697357178,134.938568115,172.696472168,139.873443604,169.432815552
icdg01zuq_flt.fits,F125W,1,0.0,2,6,2014-04-11,08:30:48,88.435623,77519.328125,187.099990845,0.637232780457,134.936035156,172.692764282,139.916412354,169.446868896
icdg01zvq_flt.fits,F125W,1,0.0,2,6,2014-04-11,08:32:35,88.435623,77712.3125,182.934326172,0.605745315552,134.929840088,172.698974609,139.8984375,169.454681396
icdg01zzq_flt.fits,F125W,1,0.0,3,8,2014-04-11,08:40:31,88.435623,77464.21875,182.302505493,0.661156654358,145.052597046,172.661270142,150.01171875,169.396881104
icdg02aeq_flt.fits,F125W,2,1.0,0,0,2014-04-11,09:43:25,88.435623,77856.40625,193.613922119,0.855810165405,141.66027832,159.124588013,144.909378052,153.836715698
icdg02afq_flt.fits,F125W,2,1.0,0,0,2014-04-11,09:45:12,88.435623,77966.765625,191.726257324,0.798256874084,141.656829834,159.121414185,144.905471802,153.8203125
icdg02agq_flt.fits,F125W,2,1.0,0,0,2014-04-11,09:46:59,88.435623,77903.359375,188.581375122,0.754537582397,141.653640747,159.124023438,144.893753052,153.832809448
icdg02alq_flt.fits,F125W,2,1.0,1,2,2014-04-11,09:54:55,88.435623,77275.921875,191.625915527,0.67333316803,151.798339844,159.074371338,154.984375,153.765625
icdg02anq_flt.fits,F125W,2,1.0,1,2,2014-04-11,09:56:42,88.435623,78013.1640625,193.060256958,0.633099555969,151.795288086,159.064208984,154.96484375,153.764846802
icdg02aoq_flt.fits,F125W,2,1.0,1,2,2014-04-11,09:58:29,88.435623,77859.296875,199.774719238,0.646967887878,151.788696289,159.063232422,154.978118896,153.76171875
icdg02arq_flt.fits,F125W,2,1.0,2,4,2014-04-11,10:04:39,88.435623,78386.8125,197.631546021,0.622005462646,141.617355347,170.427230835,144.858596802,165.021087646
icdg02asq_flt.fits,F125W,2,1.0,2,4,2014-04-11,10:06:26,88.435623,78473.703125,195.786437988,0.622422218323,141.617752075,170.432556152,144.852340698,165.00390625
icdg02atq_flt.fits,F125W,2,1.0,2,4,2014-04-11,10:08:13,88.435623,78469.0546875,195.994064331,0.60534286499,141.603851318,170.423690796,144.852340698,165.006256104
