FILENAME,FILTER,ORBIT,POSANGLE,DITHER,EXPOSURESET,OBSDATE,OBSTIME,EXPOTIME,FLUXA,FLUXB,SKY,PRIMARY_X,PRIMARY_Y,SECONDARY_X,SECONDARY_Y
icdg02axq_flt.fits,F125W,2,1.0,3,6,2014-04-11,10:16:09,88.435623,76600.34375,187.54476928710938,0.7841873168945312,151.67654418945312,170.30776977539062,154.89608764648438,164.93515014648438
icdg02ayq_flt.fits,F125W,2,1.0,3,6,2014-04-11,10:17:56,88.435623,77863.40625,189.32986450195312,0.5403232574462891,151.67738342285156,170.31842041015625,154.8914031982422,164.93124389648438
icdg03baq_flt.fits,F125W,3,0.0,0,0,2014-04-11,11:19:03,88.435623,78356.4375,184.61880493164062,0.7072086334228516,134.90029907226562,161.3887481689453,139.9031219482422,158.07421875
icdg03bbq_flt.fits,F125W,3,0.0,0,0,2014-04-11,11:20:50,88.435623,79230.0390625,181.76527404785156,0.5801944732666016,134.90029907226562,161.38519287109375,139.89688110351562,158.0749969482422
icdg03bcq_flt.fits,F125W,3,0.0,0,0,2014-04-11,11:22:37,88.435623,79397.640625,185.38116455078125,0.4649524688720703,134.89959716796875,161.38381958007812,139.89999389648438,158.09219360351562
icdg03bhq_flt.fits,F125W,3,0.0,1,2,2014-04-11,11:30:33,88.435623,78980.78125,192.05421447753906,0.5774116516113281,145.01890563964844,161.3184051513672,149.98983764648438,158.0031280517578
icdg03biq_flt.fits,F125W,3,0.0,1,2,2014-04-11,11:32:20,88.435623,79095.453125,187.50753784179688,0.5080223083496094,145.010498046875,161.31715393066406,149.9796905517578,158.00234985351562
icdg03bjq_flt.fits,F125W,3,0.0,1,2,2014-04-11,11:34:07,88.435623,79349.828125,185.5372314453125,0.5082149505615234,145.0135040283203,161.31881713867188,149.9640655517578,157.99844360351562
icdg03bmq_flt.fits,F125W,3,0.0,2,4,2014-04-11,11:40:17,88.435623,78439.984375,173.77008056640625,0.7617969512939453,134.83836364746094,172.6761016845703,139.82421875,169.4148406982422
icdg03bnq_flt.fits,F125W,3,0.0,2,4,2014-04-11,11:42:04,88.435623,77997.234375,175.953857421875,0.8206348419189453,134.83119201660156,172.678955078125,139.8234405517578,169.4296875
icdg03boq_flt.fits,F125W,3,0.0,2,4,2014-04-11,11:43:51,88.435623,78628.9140625,176.54322814941406,0.6298160552978516,134.8260955810547,172.6734619140625,139.8328094482422,169.4140625
icdg03bsq_flt.fits,F125W,3,0.0,3,6,2014-04-11,11:51:47,88.435623,78914.2578125,178.10845947265625,0.5980472564697266,144.96253967285156,172.64744567871094,149.9609375,169.38827514648438
icdg03btq_flt.fits,F125W,3,0.0,3,6,2014-04-11,11:53:34,88.435623,78851.6796875,178.41543579101562,0.5238933563232422,144.9628143310547,172.64230346679688,149.96875,169.3898468017578
icdg03buq_flt.fits,F125W,3,0.0,3,6,2014-04-11,11:55:21,88.435623,78921.546875,179.20416259765625,0.5811042785644531,144.96441650390625,172.64720153808594,149.97030639648438,169.40859985351562
icdg04bzq_flt.fits,F125W,4,1.0,0,0,2014-04-11,12:54:41,88.435623,76824.9453125,175.7292938232422,1.08294677734375,141.58273315429688,159.02427673339844,144.83047485351562,153.76016235351562
icdg04c0q_flt.fits,F125W,4,1.0,0,0,2014-04-11,12:56:28,88.435623,76771.96875,180.34555053710938,0.9765300750732422,141.58070373535156,159.0186309814453,144.82656860351562,153.75390625
icdg04c1q_flt.fits,F125W,4,1.0,0,0,2014-04-11,12:58:15,88.435623,76889.75,175.369140625,0.9222126007080078,141.58163452148438,159.01007080078125,144.80859375,153.75546264648438
icdg04c6q_flt.fits,F125W,4,1.0,1,2,2014-04-11,13:06:11,88.435623,75914.203125,175.4300079345703,0.8324184417724609,151.7261962890625,158.9545440673828,154.8984375,153.6671905517578
icdg04c7q_flt.fits,F125W,4,1.0,1,2,2014-04-11,13:07:58,88.435623,76379.25,179.66041564941406,0.8137702941894531,151.72323608398438,158.9490203857422,154.890625,153.69296264648438
icdg04c8q_flt.fits,F125W,4,1.0,1,2,2014-04-11,13:09:45,88.435623,76723.453125,187.20901489257812,0.6837501525878906,151.71836853027344,158.94436645507812,154.89608764648438,153.6882781982422
icdg04cbq_flt.fits,F125W,4,1.0,2,4,2014-04-11,13:15:55,88.435623,79022.359375,171.8129119873047,0.7720737457275391,141.53526306152344,170.31924438476562,144.80233764648438,164.9601593017578
icdg04ccq_flt.fits,F125W,4,1.0,2,4,2014-04-11,13:17:42,88.435623,79255.1328125,176.23666381835938,0.7846851348876953,141.52455139160156,170.31558227539062,144.7976531982422,164.93359375
icdg04cdq_flt.fits,F125W,4,1.0,2,4,2014-04-11,13:19:29,88.435623,78811.25,180.5391845703125,0.8010520935058594,141.52525329589844,170.31683349609375,144.76797485351562,164.89999389648438
icdg04chq_flt.fits,F125W,4,1.0,3,6,2014-04-11,13:27:25,88.435623,77008.375,184.60821533203125,0.6747512817382812,151.6568603515625,170.2637939453125,154.88125610351562,164.89999389648438
icdg04ciq_flt.fits,F125W,4,1.0,3,6,2014-04-11,13:29:12,88.435623,77323.515625,182.52627563476562,0.6870384216308594,151.65943908691406,170.26979064941406,154.8640594482422,164.90390014648438
icdg04cjq_flt.fits,F125W,4,1.0,3,6,2014-04-11,13:30:59,88.435623,77348.546875,181.2477569580078,0.7158946990966797,151.65750122070312,170.27459716796875,154.8445281982422,164.9031219482422
icdg05coq_flt.fits,F125W,5,0.0,0,0,2014-04-11,14:31:14,88.435623,77548.265625,181.0424041748047,0.8851776123046875,134.85675048828125,161.3461456298828,139.87655639648438,158.0460968017578
icdg05cpq_flt.fits,F125W,5,0.0,0,0,2014-04-11,14:33:01,88.435623,77760.4375,180.8052978515625,0.7641429901123047,134.8550262451172,161.34307861328125,139.86172485351562,158.0359344482422
icdg05cqq_flt.fits,F125W,5,0.0,0,0,2014-04-11,14:34:48,88.435623,77987.4375,180.96902465820312,0.6920566558837891,134.8542938232422,161.33773803710938,139.86172485351562,158.0320281982422
icdg05cvq_flt.fits,F125W,5,0.0,1,2,2014-04-11,14:42:44,88.435623,78768.3125,184.33203125,0.40134620666503906,144.98170471191406,161.26797485351562,149.93203735351562,158.0
icdg05cwq_flt.fits,F125W,5,0.0,1,2,2014-04-11,14:44:31,88.435623,78883.4296875,181.3015899658203,0.46865272521972656,144.97622680664062,161.27590942382812,149.9343719482422,157.984375
icdg05cxq_flt.fits,F125W,5,0.0,1,2,2014-04-11,14:46:18,88.435623,79541.7734375,175.15850830078125,0.32080650329589844,144.97933959960938,161.2752685546875,149.98046875,157.9921875
icdg05d0q_flt.fits,F125W,5,0.0,2,4,2014-04-11,14:52:28,88.435623,76942.546875,173.90679931640625,0.90087890625,134.7875518798828,172.63479614257812,139.7421875,169.38671875
icdg05d1q_flt.fits,F125W,5,0.0,2,4,2014-04-11,14:54:15,88.435623,76764.84375,174.26181030273438,1.0579242706298828,134.78359985351562,172.63714599609375,139.7421875,169.36874389648438
icdg05d2q_flt.fits,F125W,5,0.0,2,4,2014-04-11,14:56:02,88.435623,77664.15625,172.95880126953125,0.7924365997314453,134.7758331298828,172.6298370361328,139.7781219482422,169.3914031982422
icdg05d6q_flt.fits,F125W,5,0.0,3,6,2014-04-11,15:03:58,88.435623,78592.953125,174.23062133789062,0.5649776458740234,144.91854858398438,172.59869384765625,149.91952514648438,169.32577514648438
icdg05d7q_flt.fits,F125W,5,0.0,3,6,2014-04-11,15:05:45,88.435623,78766.2890625,175.7587890625,0.7108535766601562,144.91970825195312,172.60023498535156,149.9015655517578,169.3351593017578
icdg05d8q_flt.fits,F125W,5,0.0,3,6,2014-04-11,15:07:32,88.435623,79050.09375,177.62973022460938,0.5396938323974609,144.92242431640625,172.6012420654297,149.9250030517578,169.33984375
icdg06ddq_flt.fits,F125W,6,1.0,0,0,2014-04-11,16:11:33,88.435623,76275.4296875,175.5728302001953,0.8660793304443359,141.54718017578125,158.9689178466797,144.75936889648438,153.6984405517578
icdg06deq_flt.fits,F125W,6,1.0,0,0,2014-04-11,16:13:20,88.435623,77091.65625,172.34852600097656,0.7302284240722656,141.54100036621094,158.95993041992188,144.76953125,153.6960906982422
icdg06dfq_flt.fits,F125W,6,1.0,0,0,2014-04-11,16:15:07,88.435623,77172.2421875,169.62420654296875,0.6581630706787109,141.53237915039062,158.95895385742188,144.7664031982422,153.6906280517578
icdg06dkq_flt.fits,F125W,6,1.0,1,2,2014-04-11,16:23:03,88.435623,76669.0390625,177.63571166992188,0.7188854217529297,151.6697540283203,158.9186248779297,154.89999389648438,153.65234375
icdg06dlq_flt.fits,F125W,6,1.0,1,2,2014-04-11,16:24:50,88.435623,76583.203125,182.42266845703125,0.7420406341552734,151.66671752929688,158.9114227294922,154.8835906982422,153.64688110351562
icdg06dmq_flt.fits,F125W,6,1.0,1,2,2014-04-11,16:26:37,88.435623,75511.53125,185.13653564453125,0.9056282043457031,151.65811157226562,158.89373779296875,154.8312530517578,153.63046264648438
icdg06dpq_flt.fits,F125W,6,1.0,2,4,2014-04-11,16:32:47,88.435623,78642.875,178.05673217773438,0.8064861297607422,141.48316955566406,170.28518676757812,144.7296905517578,164.9171905517578
icdg06dqq_flt.fits,F125W,6,1.0,2,4,2014-04-11,16:34:34,88.435623,78822.4921875,176.4832763671875,0.7160301208496094,141.48086547851562,170.2783966064453,144.74765014648438,164.89999389648438
icdg06drq_flt.fits,F125W,6,1.0,2,4,2014-04-11,16:36:21,88.435623,78774.03125,174.0482635498047,0.8145542144775391,141.47970581054688,170.2799835205078,144.7234344482422,164.9140625
icdg06dvq_flt.fits,F125W,6,1.0,3,6,2014-04-11,16:44:17,88.435623,76877.0625,185.4917755126953,0.7694644927978516,151.6154022216797,170.25460815429688,154.8312530517578,164.90078735351562
icdg06dwq_flt.fits,F125W,6,1.0,3,6,2014-04-11,16:46:04,88.435623,77430.28125,181.50411987304688,0.7220287322998047,151.61483764648438,170.26295471191406,154.8507843017578,164.9015655517578
icdg06dxq_flt.fits,F125W,6,1.0,3,6,2014-04-11,16:47:51,88.435623,77377.1328125,179.95480346679688,0.8233909606933594,151.61990356445312,170.2648162841797,154.85546875,164.9031219482422
