FILENAME,FILTER,ORBIT,POSANGLE,DITHER,EXPOSURESET,OBSDATE,OBSTIME,EXPOTIME,FLUXA,FLUXB,SKY,PRIMARY_X,PRIMARY_Y,SECONDARY_X,SECONDARY_Y,CHISQ
icdg01a2q_flt.fits,F160W,1,0.0,3,1,2014-04-11,08:44:11,88.435623,63268.09375,305.45037841796875,0.30164051055908203,144.97311401367188,172.83103942871094,149.9601593017578,169.57968139648438,0.9293962717056274
icdg01a3q_flt.fits,F160W,1,0.0,3,1,2014-04-11,08:45:58,88.435623,63637.59765625,310.0861511230469,0.26833534240722656,144.9700164794922,172.83348083496094,149.953125,169.59609985351562,1.0248976945877075
icdg01zgq_flt.fits,F160W,1,0.0,0,3,2014-04-11,08:13:14,88.435623,63247.39453125,309.5541687011719,0.31806468963623047,134.8817901611328,161.5430908203125,139.88671875,158.3046875,1.3645000457763672
icdg01ziq_flt.fits,F160W,1,0.0,0,3,2014-04-11,08:15:01,88.435623,63231.16796875,320.57421875,0.3157835006713867,134.88034057617188,161.54505920410156,139.8820343017578,158.3046875,1.1852368116378784
icdg01zjq_flt.fits,F160W,1,0.0,0,3,2014-04-11,08:16:48,88.435623,63234.828125,310.39227294921875,0.3281230926513672,134.87327575683594,161.5417022705078,139.87344360351562,158.29843139648438,1.2490493059158325
icdg01zrq_flt.fits,F160W,1,0.0,1,5,2014-04-11,08:24:44,88.435623,62880.7421875,314.7283630371094,0.29983043670654297,145.0164794921875,161.49273681640625,149.96249389648438,158.2421875,1.0700215101242065
icdg01zsq_flt.fits,F160W,1,0.0,1,5,2014-04-11,08:26:31,88.435623,63170.95703125,319.8673400878906,0.2864055633544922,145.0085906982422,161.4905548095703,149.9406280517578,158.26406860351562,0.9689170718193054
icdg01zwq_flt.fits,F160W,1,0.0,2,7,2014-04-11,08:34:28,88.435623,63482.015625,312.5689392089844,0.2914237976074219,134.80349731445312,172.8671875,139.8273468017578,169.6171875,1.5359987020492554
icdg01zxq_flt.fits,F160W,1,0.0,2,7,2014-04-11,08:36:15,88.435623,63876.578125,314.8146057128906,0.27789783477783203,134.79574584960938,172.8730926513672,139.8203125,169.63906860351562,1.3561930656433105
icdg01zyq_flt.fits,F160W,1,0.0,2,7,2014-04-11,08:38:02,88.435623,63868.24609375,316.4178161621094,0.28302955627441406,134.7990264892578,172.8754119873047,139.8289031982422,169.6281280517578,1.358761191368103
icdg02ahq_flt.fits,F160W,2,1.0,0,1,2014-04-11,09:48:52,88.435623,63800.81640625,317.9576416015625,0.3558492660522461,141.57957458496094,159.26632690429688,144.796875,153.9421844482422,0.8991740942001343
icdg02ajq_flt.fits,F160W,2,1.0,0,1,2014-04-11,09:50:39,88.435623,63646.55859375,320.24334716796875,0.3643932342529297,141.57427978515625,159.26441955566406,144.7859344482422,153.9460906982422,0.8943126201629639
icdg02akq_flt.fits,F160W,2,1.0,0,1,2014-04-11,09:52:26,88.435623,63712.51953125,318.32470703125,0.35431766510009766,141.57440185546875,159.25921630859375,144.7960968017578,153.93124389648438,0.8981382250785828
icdg02apq_flt.fits,F160W,2,1.0,1,3,2014-04-11,10:00:22,88.435623,62867.12890625,327.5190734863281,0.347015380859375,151.68109130859375,159.22503662109375,154.8625030517578,153.88046264648438,0.860386312007904
icdg02aqq_flt.fits,F160W,2,1.0,1,3,2014-04-11,10:02:09,88.435623,63215.328125,322.0049743652344,0.3259153366088867,151.6719970703125,159.2052764892578,154.8796844482422,153.87655639648438,0.8699654340744019
icdg02auq_flt.fits,F160W,2,1.0,2,5,2014-04-11,10:10:06,88.435623,63472.42578125,312.25067138671875,0.3862161636352539,141.51275634765625,170.53684997558594,144.75546264648438,165.2140655517578,0.8841818571090698
icdg02avq_flt.fits,F160W,2,1.0,2,5,2014-04-11,10:11:53,88.435623,64211.58203125,314.81927490234375,0.2854423522949219,141.5084991455078,170.53915405273438,144.73046875,165.2296905517578,0.7721310257911682
