icdg04cbq_drz.fits      72108.4      150.242      160.432 13:15:55 F125W
icdg04ccq_drz.fits      72619.6      150.220      160.418 13:17:42 F125W
icdg04cdq_drz.fits      71996.6      150.207      160.439 13:19:29 F125W
icdg04ceq_drz.fits      56948.4      150.076      160.664 13:21:22 F160W
icdg04cfq_drz.fits      57179.0      150.075      160.690 13:23:09 F160W
icdg04cgq_drz.fits      57125.9      150.069      160.669 13:24:56 F160W
icdg04chq_drz.fits      71353.2      160.710      160.395 13:27:25 F125W
icdg04ciq_drz.fits      70274.8      160.712      160.396 13:29:12 F125W
icdg04cjq_drz.fits      71232.9      160.704      160.387 13:30:59 F125W
icdg04ckq_drz.fits      55560.2      160.733      160.578 13:32:52 F160W
icdg04clq_drz.fits      56366.5      160.725      160.534 13:34:39 F160W
icdg04cmq_drz.fits      55404.1      160.708      160.557 13:36:26 F160W
icdg05011_drz.fits      66287.0      143.004      152.012 14:33:01 F125W
icdg05021_drz.fits      42153.6      142.886      151.945 14:40:15 F160W
icdg05031_drz.fits      61290.9      153.719      152.045 14:46:18 F125W
icdg05041_drz.fits      56939.3      153.652      152.331 14:49:58 F160W
icdg05051_drz.fits      67498.4      143.048      162.766 14:56:02 F125W
icdg05061_drz.fits      52083.6      142.965      162.935 14:59:42 F160W
icdg05071_drz.fits      65356.9      153.729      162.704 15:03:58 F125W
icdg05081_drz.fits      53080.1      153.676      162.839 15:12:59 F160W
icdg05coq_drz.fits      70417.7      143.041      152.081 14:31:14 F125W
icdg05cpq_drz.fits      72130.0      143.039      152.086 14:33:01 F125W
icdg05cqq_drz.fits      71896.3      143.037      152.089 14:34:48 F125W
icdg05crq_drz.fits      56302.8      142.939      152.302 14:36:41 F160W
icdg05ctq_drz.fits      56643.2      142.940      152.279 14:38:28 F160W
icdg05cuq_drz.fits      56448.8      142.932      152.280 14:40:15 F160W
icdg05cvq_drz.fits      70155.5      153.737      151.982 14:42:44 F125W
icdg05cwq_drz.fits      69472.3      153.729      151.974 14:44:31 F125W
icdg05cxq_drz.fits      70777.9      153.728      151.975 14:46:18 F125W
icdg05cyq_drz.fits      55814.1      153.674      152.197 14:48:11 F160W
icdg05czq_drz.fits      55786.0      153.667      152.198 14:49:58 F160W
icdg05d0q_drz.fits      72045.7      143.080      162.778 14:52:28 F125W
icdg05d1q_drz.fits      72197.7      143.069      162.775 14:54:15 F125W
icdg05d2q_drz.fits      71590.9      143.057      162.758 14:56:02 F125W
icdg05d3q_drz.fits      56079.3      142.949      162.904 14:57:55 F160W
icdg05d4q_drz.fits      55577.5      142.935      162.904 14:59:42 F160W
icdg05d5q_drz.fits      56349.1      142.951      162.915 15:01:29 F160W
icdg05d6q_drz.fits      69114.1      153.732      162.683 15:03:58 F125W
icdg05d7q_drz.fits      70660.6      153.734      162.667 15:05:45 F125W
icdg05d8q_drz.fits      69339.9      153.733      162.699 15:07:32 F125W
icdg05d9q_drz.fits      56062.0      153.674      162.806 15:09:25 F160W
icdg05daq_drz.fits      56045.9      153.677      162.809 15:11:12 F160W
icdg05dbq_drz.fits      55762.1      153.678      162.810 15:12:59 F160W
icdg06011_drz.fits      49273.4      149.717      149.879 16:13:20 F125W
icdg06021_drz.fits      48778.0      150.018      149.990 16:18:47 F160W
icdg06031_drz.fits      42950.8      160.499      149.747 16:26:37 F125W
icdg06041_drz.fits      52883.1      160.616      149.927 16:30:17 F160W
icdg06051_drz.fits      66440.6      150.095      160.428 16:34:34 F125W
icdg06061_drz.fits      47324.2      149.980      160.684 16:41:48 F160W
icdg06071_drz.fits      65538.8      160.723      160.391 16:46:04 F125W
icdg06081_drz.fits      51356.2      160.635      160.565 16:49:44 F160W
icdg06ddq_drz.fits      70606.2      150.197      149.862 16:11:33 F125W
icdg06deq_drz.fits      71483.9      150.166      149.851 16:13:20 F125W
icdg06dfq_drz.fits      71252.6      150.169      149.855 16:15:07 F125W
icdg06dgq_drz.fits      56976.8      150.016      150.004 16:17:00 F160W
icdg06diq_drz.fits      56078.2      149.986      150.004 16:18:47 F160W
icdg06djq_drz.fits      56565.0      149.974      149.989 16:20:34 F160W
icdg06dkq_drz.fits      70150.3      160.739      149.737 16:23:03 F125W
icdg06dlq_drz.fits      70109.4      160.742      149.729 16:24:50 F125W
icdg06dmq_drz.fits      72724.3      160.739      149.722 16:26:37 F125W
icdg06dnq_drz.fits      56192.9      160.659      149.892 16:28:30 F160W
