FILENAME,FILTER,ORBIT,POSANGLE,DITHER,EXPOSURESET,OBSDATE,OBSTIME,EXPOTIME,FLUXA,FLUXERRA,FLUXB,FLUXERRB,SKY,PRIMARY_X,PRIMARY_Y,SECONDARY_X,SECONDARY_Y,CHISQ
icdg01zzq_flt.fits,F125W,1,0.0,3,8,2014-04-11,08:40:31,88.435623,79302.6640625,71.29814910888672,182.38394165039062,2.46028733253479,0.6403341293334961,145.06431579589844,172.69876098632812,150.0164031982422,169.41015625,42.872554779052734
icdg02aeq_flt.fits,F125W,2,1.0,0,0,2014-04-11,09:43:25,88.435623,75788.8203125,66.16056060791016,213.39138793945312,2.657444477081299,1.096066951751709,141.69308471679688,159.1652069091797,144.9132843017578,153.8390655517578,65.34331512451172
icdg02afq_flt.fits,F125W,2,1.0,0,0,2014-04-11,09:45:12,88.435623,76450.171875,66.85468292236328,208.8577880859375,2.6561148166656494,0.9960684776306152,141.6904296875,159.15423583984375,144.90390014648438,153.8328094482422,61.90544128417969
icdg02agq_flt.fits,F125W,2,1.0,0,0,2014-04-11,09:46:59,88.435623,76218.265625,67.24740600585938,206.05589294433594,2.637838840484619,0.9664278030395508,141.69192504882812,159.1552734375,144.89453125,153.8406219482422,63.29242706298828
icdg02alq_flt.fits,F125W,2,1.0,1,2,2014-04-11,09:54:55,88.435623,77658.2421875,67.18204498291016,199.8216552734375,2.5635735988616943,0.7769622802734375,151.81552124023438,159.10797119140625,154.93515014648438,153.75546264648438,66.65715026855469
icdg02anq_flt.fits,F125W,2,1.0,1,2,2014-04-11,09:56:42,88.435623,78289.921875,68.21736907958984,203.25401306152344,2.574058771133423,0.7461142539978027,151.81326293945312,159.10560607910156,154.90390014648438,153.7414093017578,71.37577819824219
icdg02aoq_flt.fits,F125W,2,1.0,1,2,2014-04-11,09:58:29,88.435623,78132.6875,67.87312316894531,209.72630310058594,2.591071605682373,0.7590937614440918,151.8082275390625,159.1069793701172,154.92733764648438,153.7390594482422,74.23786163330078
icdg02arq_flt.fits,F125W,2,1.0,2,4,2014-04-11,10:04:39,88.435623,76755.9921875,70.02679443359375,210.99813842773438,2.6890008449554443,0.8181767463684082,141.6407928466797,170.42724609375,144.86483764648438,165.0398406982422,47.405452728271484
icdg02asq_flt.fits,F125W,2,1.0,2,4,2014-04-11,10:06:26,88.435623,77256.3984375,68.9252700805664,208.2841033935547,2.673672914505005,0.7875838279724121,141.6458740234375,170.4341278076172,144.85702514648438,165.02108764648438,48.131805419921875
icdg02atq_flt.fits,F125W,2,1.0,2,4,2014-04-11,10:08:13,88.435623,77360.03125,70.20272064208984,208.8934326171875,2.6734399795532227,0.7613763809204102,141.629638671875,170.43150329589844,144.85781860351562,165.0187530517578,48.39778137207031
icdg02axq_flt.fits,F125W,2,1.0,3,6,2014-04-11,10:16:09,88.435623,73616.328125,64.01179504394531,218.17013549804688,2.6666886806488037,0.9971551895141602,151.7413787841797,170.379638671875,154.95156860351562,165.01797485351562,57.96128845214844
icdg02ayq_flt.fits,F125W,2,1.0,3,6,2014-04-11,10:17:56,88.435623,74225.4609375,65.16102600097656,219.27536010742188,2.676786422729492,0.9672150611877441,151.74769592285156,170.3856201171875,154.93984985351562,165.0281219482422,55.98102569580078
icdg03baq_flt.fits,F125W,3,0.0,0,0,2014-04-11,11:19:03,88.435623,75900.1484375,68.79756164550781,198.73516845703125,2.491955280303955,1.1240510940551758,134.96046447753906,161.4832763671875,139.92813110351562,158.1484375,47.05274963378906
icdg03bbq_flt.fits,F125W,3,0.0,0,0,2014-04-11,11:20:50,88.435623,75960.015625,67.75997161865234,200.1243133544922,2.5050418376922607,1.0251398086547852,134.95733642578125,161.47425842285156,139.89688110351562,158.1414031982422,46.699153900146484
icdg03bcq_flt.fits,F125W,3,0.0,0,0,2014-04-11,11:22:37,88.435623,75317.390625,68.2911148071289,207.5130615234375,2.5678155422210693,1.0083088874816895,134.95350646972656,161.46896362304688,139.89688110351562,158.1281280517578,45.983299255371094
icdg03bhq_flt.fits,F125W,3,0.0,1,2,2014-04-11,11:30:33,88.435623,74752.9375,65.65117645263672,213.37777709960938,2.6522116661071777,1.0037293434143066,145.08531188964844,161.39654541015625,150.0,158.0515594482422,43.836795806884766
icdg03biq_flt.fits,F125W,3,0.0,1,2,2014-04-11,11:32:20,88.435623,75023.6953125,66.88394927978516,206.62847900390625,2.6264796257019043,0.9446544647216797,145.08238220214844,161.39292907714844,149.9929656982422,158.0539093017578,43.4131965637207
icdg03bjq_flt.fits,F125W,3,0.0,1,2,2014-04-11,11:34:07,88.435623,75086.4921875,66.15153503417969,205.60531616210938,2.623666524887085,0.9070019721984863,145.08303833007812,161.3985137939453,149.98983764648438,158.0554656982422,43.910743713378906
icdg03bmq_flt.fits,F125W,3,0.0,2,4,2014-04-11,11:40:17,88.435623,79577.0234375,70.87106323242188,186.61630249023438,2.5105111598968506,0.652428150177002,134.90164184570312,172.74874877929688,139.8507843017578,169.47265625,42.574851989746094
icdg03bnq_flt.fits,F125W,3,0.0,2,4,2014-04-11,11:42:04,88.435623,79604.421875,70.52035522460938,187.99700927734375,2.5114638805389404,0.6528549194335938,134.89212036132812,172.74691772460938,139.8562469482422,169.4851531982422,41.907588958740234
icdg03boq_flt.fits,F125W,3,0.0,2,4,2014-04-11,11:43:51,88.435623,79699.859375,70.9926986694336,188.97410583496094,2.5159428119659424,0.6069674491882324,134.8878173828125,172.7469024658203,139.8546905517578,169.4718780517578,41.696861267089844
icdg03bsq_flt.fits,F125W,3,0.0,3,6,2014-04-11,11:51:47,88.435623,79143.90625,69.8857192993164,191.3214111328125,2.4764182567596436,0.6804671287536621,145.0156707763672,172.70681762695312,149.99374389648438,169.4445343017578,40.653236389160156
icdg03btq_flt.fits,F125W,3,0.0,3,6,2014-04-11,11:53:34,88.435623,79580.15625,71.95528411865234,189.2805633544922,2.479320526123047,0.6520795822143555,145.01905822753906,172.71261596679688,150.0,169.44766235351562,40.75457763671875
icdg03buq_flt.fits,F125W,3,0.0,3,6,2014-04-11,11:55:21,88.435623,79905.0625,72.33189392089844,189.8939666748047,2.477391481399536,0.637941837310791,145.0214385986328,172.71986389160156,150.0070343017578,169.4640655517578,41.244598388671875
icdg04bzq_flt.fits,F125W,4,1.0,0,0,2014-04-11,12:54:41,88.435623,76743.484375,67.76773834228516,203.53277587890625,2.6153929233551025,1.1033940315246582,141.66867065429688,159.14068603515625,144.88906860351562,153.796875,74.36283111572266
icdg04c0q_flt.fits,F125W,4,1.0,0,0,2014-04-11,12:56:28,88.435623,77060.8515625,68.187744140625,206.86517333984375,2.6369307041168213,1.007232666015625,141.66741943359375,159.1319122314453,144.87890625,153.7937469482422,71.95075988769531
icdg04c1q_flt.fits,F125W,4,1.0,0,0,2014-04-11,12:58:15,88.435623,77535.375,67.77178955078125,200.456787109375,2.614560604095459,0.9273595809936523,141.66912841796875,159.12490844726562,144.8671875,153.7882843017578,74.64752197265625
icdg04c6q_flt.fits,F125W,4,1.0,1,2,2014-04-11,13:06:11,88.435623,78269.9140625,68.2217025756836,193.76341247558594,2.5501394271850586,0.7792816162109375,151.7933807373047,159.06625366210938,154.9132843017578,153.69375610351562,70.31104278564453
icdg04c7q_flt.fits,F125W,4,1.0,1,2,2014-04-11,13:07:58,88.435623,78094.59375,67.96526336669922,201.44508361816406,2.5758216381073,0.7523989677429199,151.7919921875,159.0654296875,154.88436889648438,153.7195281982422,67.56342315673828
icdg04c8q_flt.fits,F125W,4,1.0,1,2,2014-04-11,13:09:45,88.435623,78410.75,68.17542266845703,208.3407440185547,2.6064987182617188,0.7124419212341309,151.7894744873047,159.0599822998047,154.8984375,153.7140655517578,69.21346282958984
icdg04cbq_flt.fits,F125W,4,1.0,2,4,2014-04-11,13:15:55,88.435623,76799.6875,69.55550384521484,203.49420166015625,2.6629743576049805,0.8162417411804199,141.62745666503906,170.39971923828125,144.87265014648438,165.01718139648438,53.244850158691406
icdg04ccq_flt.fits,F125W,4,1.0,2,4,2014-04-11,13:17:42,88.435623,77030.421875,70.0804443359375,208.00743103027344,2.68906831741333,0.8182229995727539,141.6167449951172,170.3921356201172,144.8585968017578,165.0046844482422,50.292781829833984
icdg04cdq_flt.fits,F125W,4,1.0,2,4,2014-04-11,13:19:29,88.435623,76385.4375,68.12874603271484,211.5816650390625,2.6841413974761963,0.8037862777709961,141.61431884765625,170.39028930664062,144.83047485351562,164.98281860351562,53.38321304321289
icdg04chq_flt.fits,F125W,4,1.0,3,6,2014-04-11,13:27:25,88.435623,73163.3046875,63.57441711425781,216.34300231933594,2.6679234504699707,1.0482416152954102,151.73263549804688,170.33645629882812,154.9539031982422,164.99453735351562,60.58021926879883
icdg04ciq_flt.fits,F125W,4,1.0,3,6,2014-04-11,13:29:12,88.435623,75052.3203125,65.13076782226562,206.967529296875,2.6001641750335693,0.9289131164550781,151.73521423339844,170.34402465820312,154.89999389648438,164.98281860351562,54.16122817993164
icdg04cjq_flt.fits,F125W,4,1.0,3,6,2014-04-11,13:30:59,88.435623,74777.5078125,64.51394653320312,207.60533142089844,2.5990242958068848,0.9394736289978027,151.73484802246094,170.34959411621094,154.8859405517578,164.9914093017578,55.82444381713867
icdg05coq_flt.fits,F125W,5,0.0,0,0,2014-04-11,14:31:14,88.435623,74865.8515625,66.5990219116211,199.48434448242188,2.5380492210388184,1.18211030960083,134.92002868652344,161.42662048339844,139.88046264648438,158.1015625,48.60064697265625
icdg05cpq_flt.fits,F125W,5,0.0,0,0,2014-04-11,14:33:01,88.435623,75174.9140625,66.59224700927734,198.991455078125,2.534301996231079,1.068399429321289,134.91673278808594,161.42276000976562,139.86874389648438,158.0945281982422,47.83270263671875
icdg05cqq_flt.fits,F125W,5,0.0,0,0,2014-04-11,14:34:48,88.435623,75122.921875,66.64726257324219,200.5912628173828,2.5491440296173096,0.9904251098632812,134.916015625,161.41195678710938,139.8664093017578,158.08828735351562,47.65919494628906
icdg05cvq_flt.fits,F125W,5,0.0,1,2,2014-04-11,14:42:44,88.435623,74239.921875,65.43357849121094,203.03036499023438,2.616391897201538,1.023508071899414,145.0465545654297,161.34844970703125,149.96328735351562,158.0281219482422,46.02309036254883
icdg05cwq_flt.fits,F125W,5,0.0,1,2,2014-04-11,14:44:31,88.435623,74789.546875,66.73621368408203,200.13404846191406,2.6056764125823975,0.948512077331543,145.04107666015625,161.34857177734375,149.9695281982422,158.01327514648438,40.70131301879883
icdg05cxq_flt.fits,F125W,5,0.0,1,2,2014-04-11,14:46:18,88.435623,74520.9765625,66.25191497802734,198.27801513671875,2.5863606929779053,0.9490084648132324,145.040283203125,161.3463592529297,149.97109985351562,158.0148468017578,42.71957778930664
icdg05d0q_flt.fits,F125W,5,0.0,2,4,2014-04-11,14:52:28,88.435623,78667.453125,70.67735290527344,186.28369140625,2.541130304336548,0.7315998077392578,134.854736328125,172.7066650390625,139.7726593017578,169.43203735351562,42.63449478149414
icdg05d1q_flt.fits,F125W,5,0.0,2,4,2014-04-11,14:54:15,88.435623,79291.8359375,70.22174835205078,184.75894165039062,2.526055335998535,0.6995630264282227,134.85313415527344,172.70668029785156,139.78125,169.4296875,44.125492095947266
icdg05d2q_flt.fits,F125W,5,0.0,2,4,2014-04-11,14:56:02,88.435623,78892.953125,70.09040069580078,186.84803771972656,2.5390563011169434,0.6655726432800293,134.84458923339844,172.708740234375,139.7882843017578,169.44375610351562,43.714759826660156
icdg05d6q_flt.fits,F125W,5,0.0,3,6,2014-04-11,15:03:58,88.435623,78048.828125,70.55325317382812,186.78443908691406,2.451659679412842,0.7504572868347168,144.97557067871094,172.67135620117188,149.9617156982422,169.3898468017578,43.067047119140625
icdg05d7q_flt.fits,F125W,5,0.0,3,6,2014-04-11,15:05:45,88.435623,80396.6015625,72.24214172363281,184.8372344970703,2.4176559448242188,0.570981502532959,144.9712677001953,172.66976928710938,149.97265625,169.3984375,42.4858512878418
icdg05d8q_flt.fits,F125W,5,0.0,3,6,2014-04-11,15:07:32,88.435623,80411.34375,72.46119689941406,185.1255340576172,2.4124813079833984,0.5636916160583496,144.97633361816406,172.6754608154297,149.99063110351562,169.3953094482422,41.57095718383789
icdg06ddq_flt.fits,F125W,6,1.0,0,0,2014-04-11,16:11:33,88.435623,77998.109375,69.2302017211914,198.02854919433594,2.629990577697754,0.8171830177307129,141.62921142578125,159.07984924316406,144.81015014648438,153.7335968017578,70.73587036132812
icdg06deq_flt.fits,F125W,6,1.0,0,0,2014-04-11,16:13:20,88.435623,78501.1875,68.12619018554688,194.66195678710938,2.6314706802368164,0.7546401023864746,141.62380981445312,159.0685272216797,144.81875610351562,153.72811889648438,66.59557342529297
icdg06dfq_flt.fits,F125W,6,1.0,0,0,2014-04-11,16:15:07,88.435623,78484.640625,68.83122253417969,192.7522735595703,2.627462863922119,0.7226943969726562,141.6206512451172,159.0706787109375,144.81484985351562,153.7234344482422,69.75282287597656
icdg06dkq_flt.fits,F125W,6,1.0,1,2,2014-04-11,16:23:03,88.435623,77686.34375,68.36396789550781,198.7548370361328,2.5967981815338135,0.7962689399719238,151.7439727783203,159.0155029296875,154.8703155517578,153.68905639648438,59.365962982177734
icdg06dlq_flt.fits,F125W,6,1.0,1,2,2014-04-11,16:24:50,88.435623,77470.515625,68.13623809814453,203.2550811767578,2.61871600151062,0.8034706115722656,151.73780822753906,158.99969482421875,154.8640594482422,153.68359375,60.411685943603516
icdg06dmq_flt.fits,F125W,6,1.0,1,2,2014-04-11,16:26:37,88.435623,77728.1875,67.55321502685547,204.66244506835938,2.625089168548584,0.7505269050598145,151.73233032226562,158.9906005859375,154.85546875,153.6710968017578,62.35171890258789
icdg06dpq_flt.fits,F125W,6,1.0,2,4,2014-04-11,16:32:47,88.435623,76016.125,68.46419525146484,210.31661987304688,2.697096824645996,0.8489975929260254,141.56520080566406,170.36643981933594,144.79922485351562,164.99374389648438,50.73576354980469
icdg06dqq_flt.fits,F125W,6,1.0,2,4,2014-04-11,16:34:34,88.435623,76644.140625,68.29331970214844,206.871337890625,2.6852314472198486,0.8066253662109375,141.568359375,170.36199951171875,144.81484985351562,164.9656219482422,55.66199493408203
icdg06drq_flt.fits,F125W,6,1.0,2,4,2014-04-11,16:36:21,88.435623,76453.7109375,67.9919204711914,206.04437255859375,2.686481237411499,0.8130040168762207,141.56643676757812,170.36436462402344,144.7921905517578,164.9914093017578,54.999568939208984
icdg06dvq_flt.fits,F125W,6,1.0,3,6,2014-04-11,16:44:17,88.435623,72990.625,62.5721549987793,218.55221557617188,2.6788113117218018,1.032137393951416,151.6896209716797,170.32647705078125,154.9140625,164.99374389648438,60.71949005126953
icdg06dwq_flt.fits,F125W,6,1.0,3,6,2014-04-11,16:46:04,88.435623,74675.6796875,64.64264678955078,206.9034881591797,2.599621057510376,0.9193806648254395,151.69375610351562,170.3262481689453,154.875,164.97811889648438,54.61899948120117
icdg06dxq_flt.fits,F125W,6,1.0,3,6,2014-04-11,16:47:51,88.435623,74759.65625,65.00626373291016,207.39678955078125,2.5967187881469727,0.9274082183837891,151.70350646972656,170.3374786376953,154.88671875,164.9812469482422,57.53593444824219
