FILENAME,FILTER,ORBIT,POSANGLE,DITHER,EXPOSURESET,OBSDATE,OBSTIME,EXPOTIME,FLUXA,FLUXB,SKY,PRIMARY_X,PRIMARY_Y,SECONDARY_X,SECONDARY_Y,CHISQ
icdg01a1q_flt.fits,F125W,1,0.0,3,0,2014-04-11,08:42:18,88.435623,77384.015625,190.8144989013672,0.592071533203125,145.0554962158203,172.67169189453125,150.03280639648438,169.39218139648438,1.328885793685913
icdg01zdq_flt.fits,F125W,1,0.0,0,2,2014-04-11,08:07:47,88.435623,76400.234375,197.47007751464844,0.8730335235595703,135.0009765625,161.39161682128906,139.9875030517578,158.0710906982422,1.6246603727340698
icdg01zeq_flt.fits,F125W,1,0.0,0,2,2014-04-11,08:09:34,88.435623,77067.921875,194.6758270263672,0.765467643737793,134.99899291992188,161.38612365722656,139.99374389648438,158.05313110351562,1.2860863208770752
icdg01zfq_flt.fits,F125W,1,0.0,0,2,2014-04-11,08:11:21,88.435623,77335.8515625,194.17196655273438,0.70806884765625,134.9976348876953,161.38328552246094,139.9757843017578,158.05859375,1.5319770574569702
icdg01znq_flt.fits,F125W,1,0.0,1,4,2014-04-11,08:19:17,88.435623,77461.984375,192.72218322753906,0.5909175872802734,145.1204376220703,161.32388305664062,150.0460968017578,158.0007781982422,1.397301197052002
icdg01zpq_flt.fits,F125W,1,0.0,1,4,2014-04-11,08:21:04,88.435623,77498.890625,197.6859893798828,0.5979204177856445,145.09066772460938,161.3289794921875,150.08047485351562,158.02108764648438,0.9984821081161499
icdg01zqq_flt.fits,F125W,1,0.0,1,4,2014-04-11,08:22:51,88.435623,77807.671875,194.43429565429688,0.5601949691772461,145.0952911376953,161.33224487304688,150.015625,158.00234985351562,1.0097668170928955
icdg01ztq_flt.fits,F125W,1,0.0,2,6,2014-04-11,08:29:01,88.435623,76836.6953125,189.01490783691406,0.6870918273925781,134.93869018554688,172.69496154785156,139.8625030517578,169.4296875,1.656982421875
icdg01zuq_flt.fits,F125W,1,0.0,2,6,2014-04-11,08:30:48,88.435623,77254.046875,188.0912322998047,0.6442890167236328,134.93618774414062,172.6940155029297,139.9093780517578,169.4453125,1.2306581735610962
icdg01zvq_flt.fits,F125W,1,0.0,2,6,2014-04-11,08:32:35,88.435623,77474.71875,184.34828186035156,0.6112098693847656,134.93017578125,172.69677734375,139.8859405517578,169.4523468017578,1.5630429983139038
icdg01zzq_flt.fits,F125W,1,0.0,3,8,2014-04-11,08:40:31,88.435623,77188.8515625,182.9223175048828,0.6275815963745117,145.05262756347656,172.66458129882812,150.0187530517578,169.39999389648438,1.3901199102401733
icdg02aeq_flt.fits,F125W,2,1.0,0,0,2014-04-11,09:43:25,88.435623,77839.671875,194.61602783203125,0.8530645370483398,141.65782165527344,159.12156677246094,144.91952514648438,153.84921264648438,0.9306141138076782
icdg02afq_flt.fits,F125W,2,1.0,0,0,2014-04-11,09:45:12,88.435623,77952.5859375,191.9498291015625,0.7930431365966797,141.65626525878906,159.11795043945312,144.9093780517578,153.8312530517578,0.8163703680038452
icdg02agq_flt.fits,F125W,2,1.0,0,0,2014-04-11,09:46:59,88.435623,77874.765625,188.81687927246094,0.7496814727783203,141.65277099609375,159.1184844970703,144.89453125,153.8484344482422,0.8516107201576233
icdg02alq_flt.fits,F125W,2,1.0,1,2,2014-04-11,09:54:55,88.435623,77221.6171875,192.38973999023438,0.6840028762817383,151.79693603515625,159.06558227539062,154.9929656982422,153.7781219482422,1.2515294551849365
icdg02anq_flt.fits,F125W,2,1.0,1,2,2014-04-11,09:56:42,88.435623,77989.90625,193.37852478027344,0.6336345672607422,151.79397583007812,159.05712890625,154.9609375,153.76718139648438,0.8883532285690308
icdg02aoq_flt.fits,F125W,2,1.0,1,2,2014-04-11,09:58:29,88.435623,77810.96875,200.22743225097656,0.6454257965087891,151.78695678710938,159.0570068359375,154.98593139648438,153.77108764648438,0.8378462791442871
