FILENAME,FILTER,ORBIT,POSANGLE,DITHER,EXPOSURESET,OBSDATE,OBSTIME,EXPOTIME,FLUXA,FLUXB,SKY,PRIMARY_X,PRIMARY_Y,SECONDARY_X,SECONDARY_Y
icdg01a2q_flt.fits,F160W,1,0.0,3,1,2014-04-11,08:44:11,88.435623,63375.015625,304.313262939,0.348841667175,144.988052368,172.824005127,149.948440552,169.564056396
icdg01a3q_flt.fits,F160W,1,0.0,3,1,2014-04-11,08:45:58,88.435623,63748.3164062,308.197570801,0.316292762756,144.987197876,172.830383301,149.947662354,169.575775146
icdg01zgq_flt.fits,F160W,1,0.0,0,3,2014-04-11,08:13:14,88.435623,63243.7304688,312.428039551,0.328392982483,134.887954712,161.548461914,139.869537354,158.3125
icdg01ziq_flt.fits,F160W,1,0.0,0,3,2014-04-11,08:15:01,88.435623,63232.625,324.090759277,0.324273109436,134.886611938,161.549484253,139.858596802,158.313278198
icdg01zjq_flt.fits,F160W,1,0.0,0,3,2014-04-11,08:16:48,88.435623,63227.5117188,313.64074707,0.344288825989,134.881744385,161.545837402,139.853118896,158.307815552
icdg01zrq_flt.fits,F160W,1,0.0,1,5,2014-04-11,08:24:44,88.435623,63328.265625,315.445404053,0.308800697327,145.009765625,161.486434937,149.956253052,158.237503052
icdg01zsq_flt.fits,F160W,1,0.0,1,5,2014-04-11,08:26:31,88.435623,63623.6171875,319.615753174,0.296545028687,145.004699707,161.482772827,149.940628052,158.260162354
icdg01zwq_flt.fits,F160W,1,0.0,2,7,2014-04-11,08:34:28,88.435623,63936.34375,306.650390625,0.243871688843,134.812316895,172.876159668,139.817962646,169.6015625
icdg01zxq_flt.fits,F160W,1,0.0,2,7,2014-04-11,08:36:15,88.435623,64343.375,309.597503662,0.22629070282,134.8019104,172.880950928,139.801559448,169.635162354
icdg01zyq_flt.fits,F160W,1,0.0,2,7,2014-04-11,08:38:02,88.435623,64041.5078125,313.201934814,0.284624099731,134.794372559,172.881469727,139.817962646,169.632034302
icdg02ahq_flt.fits,F160W,2,1.0,0,1,2014-04-11,09:48:52,88.435623,63765.7148438,319.052398682,0.366498947144,141.571121216,159.266662598,144.782806396,153.938278198
icdg02ajq_flt.fits,F160W,2,1.0,0,1,2014-04-11,09:50:39,88.435623,63609.984375,320.528839111,0.371635437012,141.568557739,159.25994873,144.77734375,153.94140625
icdg02akq_flt.fits,F160W,2,1.0,0,1,2014-04-11,09:52:26,88.435623,63686.5546875,318.68069458,0.363610267639,141.570053101,159.248733521,144.780471802,153.9296875
icdg02apq_flt.fits,F160W,2,1.0,1,3,2014-04-11,10:00:22,88.435623,63144.4023438,327.924621582,0.395169258118,151.676086426,159.226211548,154.853912354,153.875
icdg02aqq_flt.fits,F160W,2,1.0,1,3,2014-04-11,10:02:09,88.435623,63472.5,323.216674805,0.373099327087,151.669555664,159.215164185,154.87109375,153.877349854
icdg02auq_flt.fits,F160W,2,1.0,2,5,2014-04-11,10:10:06,88.435623,63583.96875,310.468933105,0.380162239075,141.520736694,170.544403076,144.766403198,165.213287354
icdg02avq_flt.fits,F160W,2,1.0,2,5,2014-04-11,10:11:53,88.435623,64425.8476562,312.731658936,0.277284622192,141.512374878,170.546432495,144.736724854,165.221878052
icdg02awq_flt.fits,F160W,2,1.0,2,5,2014-04-11,10:13:40,88.435623,64227.5976562,306.305450439,0.287327766418,141.517486572,170.546630859,144.7421875,165.19921875
icdg02azq_flt.fits,F160W,2,1.0,3,7,2014-04-11,10:19:49,88.435623,63512.53125,315.928039551,0.361120223999,151.642288208,170.514053345,154.857818604,165.200775146
icdg02b0q_flt.fits,F160W,2,1.0,3,7,2014-04-11,10:21:36,88.435623,63322.7890625,318.685546875,0.402750015259,151.643447876,170.515228271,154.874221802,165.201568604
icdg03bdq_flt.fits,F160W,3,0.0,0,1,2014-04-11,11:24:30,88.435623,63541.3007812,320.623779297,0.37907409668,134.817947388,161.574020386,139.813278198,158.321868896
icdg03bfq_flt.fits,F160W,3,0.0,0,1,2014-04-11,11:26:17,88.435623,63649.4335938,322.534576416,0.386038780212,134.810653687,161.573394775,139.8125,158.3359375
icdg03bgq_flt.fits,F160W,3,0.0,0,1,2014-04-11,11:28:04,88.435623,63843.875,318.02557373,0.328664779663,134.803863525,161.570419312,139.826568604,158.3125
