8.3757,0.0093591
9.6888,0.011536
8.0611,0.0091675
8.8785,0.0096335
10.363,0.0083624
9.0943,0.0099695
9.1998,0.011902
10.395,0.010351
6.8155,0.0086024
9.205,0.015009
10.148,0.0093284
11.318,0.0046607
8.1549,0.0093192
10.018,0.0084597
9.1315,0.01128
7.6688,0.0094258
8.9318,0.012319
17.958,0.0076753
10.638,0.0088533
8.4086,0.0089475
23.638,0.0084523
8.0462,0.010835
8.6294,0.0075764
7.8997,0.006264
7.8948,0.010249
8.2395,0.010301
10.727,0.0087609
8.8182,0.013246
9.5438,0.010242
13.404,0.0094342
11.276,0.0079131
11.276,0.0091631
9.2835,0.0098189
8.5389,0.011755
12.052,0.0061375
9.2407,0.0086315
9.7961,0.0082829
9.9629,0.010223
9.2986,0.0099672
8.8395,0.0099285
9.3694,0.010417
9.4725,0.010025
14.618,0.00733
8.6335,0.0096021
8.8242,0.0050098
8.1443,0.010794
8.3574,0.013711
11.309,0.011234
8.1937,0.0079545
9.0892,0.0088399
9.9051,0.010418
9.742,0.008781
10.638,0.010907
8.035,0.011567
9.4198,0.0078259
9.1398,0.0084586
8.6717,0.013165
11.034,0.0096308
13.324,0.0077216
8.6564,0.01152
9.7518,0.0089196
8.899,0.012607
10.081,0.0085548
12.463,0.0075168
9.0775,0.011661
9.1417,0.0098524
7.8605,0.0093683
10.318,0.0097695
8.683,0.0081648
8.7274,0.010366
9.81,0.012337
10.491,0.011455
9.0366,0.0091388
10.296,0.011303
9.2188,0.010314
8.0432,0.010513
8.2607,0.0082677
8.5348,0.011402
8.6056,0.011685
10.738,0.008523
9.7302,0.0068058
11.804,0.0070283
8.2929,0.011057
7.9754,0.0068658
7.7982,0.0079321
10.905,0.0066554
10.908,0.0086188
8.2459,0.01037
9.0655,0.017077
9.4359,0.0085687
8.0739,0.009135
9.6891,0.0072675
9.2957,0.014079
14.151,0.0083918
10.071,0.0078096
7.7606,0.0098902
15.386,0.0063479
8.4661,0.0089636
8.731,0.0096373
8.5779,0.0099189
10.038,0.0081307
8.4681,0.0079954
13.002,0.0069195
9.3219,0.011639
9.981,0.0084641
11.974,0.010269
8.2172,0.0086384
11.365,0.012754
8.7789,0.0092178
8.0216,0.0062124
7.8372,0.0073328
8.7308,0.0090014
9.0112,0.0063217
8.2826,0.0096306
9.9404,0.013431
9.3704,0.0076401
7.8823,0.013688
9.379,0.0055063
10.397,0.0083463
8.3735,0.0083691
10.124,0.010716
8.9488,0.0094511
7.6711,0.014864
9.6482,0.011617
7.3331,0.0086423
7.9673,0.008715
9.2076,0.010179
8.5193,0.010211
10.199,0.0095343
7.7391,0.011478
8.829,0.0069978
8.3348,0.010278
10.916,0.0081962
10.418,0.010182
8.986,0.012176
8.3606,0.0087981
8.1194,0.0060959
8.5738,0.011661
10.365,0.0081703
9.9621,0.0088635
10.333,0.010217
10.244,0.0081698
9.6554,0.0059013
7.2674,0.008185
9.0312,0.01126
8.8786,0.01013
9.4578,0.013351
9.5713,0.0074836
13.346,0.009227
9.083,0.010332
8.76,0.01393
9.6354,0.0094347
9.6395,0.0087846
14.736,0.0067279
14.387,0.0070808
14.684,0.008031
9.5673,0.0088386
8.252,0.013074
12.837,0.0093617
13.371,0.0040506
8.9606,0.011768
11.596,0.0074034
7.3408,0.011674
10.768,0.011409
9.7144,0.010298
10.012,0.0068794
11.28,0.010078
8.2227,0.010535
10.855,0.0070598
9.4608,0.011863
9.5131,0.0073741
7.8123,0.012525
9.3178,0.0095078
9.201,0.010851
7.903,0.009315
9.8794,0.0082866
8.3568,0.012934
11.078,0.0069113
9.1842,0.011222
10.597,0.0068533
8.6887,0.014787
8.9037,0.0087965
9.5899,0.0086234
11.744,0.0078311
8.7644,0.011913
8.4433,0.01254
9.862,0.010539
9.7389,0.0098095
8.5054,0.010071
9.5386,0.0077476
9.9721,0.012095
9.4867,0.011549
12.086,0.010793
12.715,0.0070105
31.402,0.012452
9.1094,0.0078838
7.9766,0.0051629
11.593,0.0053651
9.0188,0.012835
8.8733,0.011386
10.117,0.0085368
8.471,0.0095975
10.687,0.011222
8.8035,0.011235
8.3504,0.0055743
8.6238,0.011279
8.6024,0.011727
10.293,0.010782
11.488,0.010078
8.8751,0.008752
7.6605,0.0074509
8.324,0.0056726
10.237,0.0055456
7.7979,0.010304
8.4833,0.0083081
8.0409,0.0097986
8.3647,0.0061384
10.369,0.0074528
8.3261,0.0081529
15.44,0.0079571
8.6492,0.0054662
9.6653,0.0098554
9.3237,0.012703
9.1663,0.01234
9.6074,0.0074121
11.348,0.0095699
8.134,0.010026
10.511,0.0067842
8.6127,0.010207
10.118,0.0066361
10.076,0.011962
9.173,0.0098545
8.5036,0.0085846
8.2973,0.009528
8.8936,0.012133
8.0245,0.006496
8.7726,0.0090447
9.1603,0.010193
8.2066,0.010656
8.968,0.0089768
10.057,0.0068268
7.2907,0.0053068
7.5671,0.010077
11.469,0.010487
6.0995,0.0064659
8.0036,0.0075218
8.5219,0.01372
9.0603,0.0076769
12.084,0.011203
8.703,0.0070008
8.7842,0.0037604
18.89,0.0086294
8.0383,0.0095079
9.3231,0.007766
9.7423,0.010583
10.692,0.01055
10.442,0.014885
11.687,0.0057977
10.049,0.0094904
14.165,0.0074462
8.7015,0.0091567
8.4606,0.0075833
8.9423,0.010475
16.758,0.008509
10.382,0.014494
8.021,0.0083232
12.017,0.0091973
11.348,0.010506
8.8593,0.011609
10.98,0.011781
12.108,0.0097518
10.662,0.0092437
9.883,0.008219
9.1626,0.011245
8.7472,0.011844
9.3966,0.01082
8.5923,0.0072632
9.5109,0.0093528
9.7256,0.0090369
8.7264,0.013005
7.9749,0.012678
10.68,0.012374
8.0712,0.0082501
11.202,0.0081227
9.2469,0.0087579
10.263,0.010179
10.805,0.0096062
8.5461,0.010108
10.735,0.011771
10.621,0.011958
