FILENAME,FILTER,ORBIT,POSANGLE,DITHER,EXPOSURESET,OBSDATE,OBSTIME,EXPOTIME,FLUXA,FLUXB,SKY,PRIMARY_X,PRIMARY_Y,SECONDARY_X,SECONDARY_Y
icdg01a1q_flt.fits,F125W,1,0.0,3,0,2014-04-11,08:42:18,88.435623,77634.125,190.219070435,0.638233184814,145.044326782,172.666870117,150.032028198,169.399993896
icdg01zdq_flt.fits,F125W,1,0.0,0,2,2014-04-11,08:07:47,88.435623,76402.4609375,195.777526855,0.890988349915,135.004867554,161.390991211,139.962493896,158.061721802
icdg01zeq_flt.fits,F125W,1,0.0,0,2,2014-04-11,08:09:34,88.435623,77023.5390625,193.321105957,0.780902862549,135.000671387,161.382415771,139.96484375,158.053131104
icdg01zfq_flt.fits,F125W,1,0.0,0,2,2014-04-11,08:11:21,88.435623,77317.53125,192.487884521,0.725018501282,135.000045776,161.381744385,139.954681396,158.061721802
icdg01znq_flt.fits,F125W,1,0.0,1,4,2014-04-11,08:19:17,88.435623,77546.0,189.263031006,0.588710784912,145.118362427,161.32774353,150.050003052,158.012496948
icdg01zpq_flt.fits,F125W,1,0.0,1,4,2014-04-11,08:21:04,88.435623,77512.1875,197.288467407,0.606607437134,145.100097656,161.329559326,150.05859375,158.014068604
icdg01zqq_flt.fits,F125W,1,0.0,1,4,2014-04-11,08:22:51,88.435623,77871.3125,192.517471313,0.567240715027,145.103393555,161.331237793,150.032806396,158.00390625
icdg01ztq_flt.fits,F125W,1,0.0,2,6,2014-04-11,08:29:01,88.435623,77368.640625,181.509521484,0.637164115906,134.977630615,172.681625366,139.9140625,169.4375
icdg01zuq_flt.fits,F125W,1,0.0,2,6,2014-04-11,08:30:48,88.435623,77483.6015625,187.136611938,0.641605377197,134.925888062,172.68182373,139.91015625,169.446090698
icdg01zvq_flt.fits,F125W,1,0.0,2,6,2014-04-11,08:32:35,88.435623,77915.421875,178.54574585,0.575539588928,134.96421814,172.683364868,139.9375,169.44921875
