FILENAME,FILTER,ORBIT,POSANGLE,DITHER,EXPOSURESET,OBSDATE,OBSTIME,EXPOTIME,FLUXA,FLUXB,SKY,PRIMARY_X,PRIMARY_Y,SECONDARY_X,SECONDARY_Y,CHISQ
icdg01a1q_flt.fits,F125W,1,0.0,3,0,2014-04-11,08:42:18,88.435623,77234.5078125,191.29837036132812,0.6015625,145.05397033691406,172.67138671875,150.0242156982422,169.3835906982422,1.4405443668365479
icdg01zdq_flt.fits,F125W,1,0.0,0,2,2014-04-11,08:07:47,88.435623,76391.1328125,193.20555114746094,0.8725090026855469,134.99949645996094,161.3909912109375,139.98593139648438,158.0828094482422,1.712431788444519
icdg01zeq_flt.fits,F125W,1,0.0,0,2,2014-04-11,08:09:34,88.435623,77059.734375,190.39703369140625,0.7649736404418945,134.9974822998047,161.38552856445312,139.9921875,158.0632781982422,1.3920735120773315
icdg01zfq_flt.fits,F125W,1,0.0,0,2,2014-04-11,08:11:21,88.435623,77337.078125,189.6424560546875,0.7067289352416992,134.99618530273438,161.38259887695312,139.98202514648438,158.06875610351562,1.6169893741607666
icdg01znq_flt.fits,F125W,1,0.0,1,4,2014-04-11,08:19:17,88.435623,77351.0625,194.72572326660156,0.5944147109985352,145.1205291748047,161.3239288330078,150.04843139648438,157.98828125,1.5241543054580688
icdg01zpq_flt.fits,F125W,1,0.0,1,4,2014-04-11,08:21:04,88.435623,77391.25,199.62745666503906,0.6009740829467773,145.09078979492188,161.32901000976562,150.08358764648438,158.0085906982422,1.0795841217041016
icdg01zqq_flt.fits,F125W,1,0.0,1,4,2014-04-11,08:22:51,88.435623,77698.203125,196.36666870117188,0.5635824203491211,145.09523010253906,161.33229064941406,150.0187530517578,157.98983764648438,1.093698501586914
icdg01ztq_flt.fits,F125W,1,0.0,2,6,2014-04-11,08:29:01,88.435623,76847.96875,188.24142456054688,0.6871366500854492,134.9388885498047,172.69369506835938,139.87265014648438,169.4226531982422,1.722808837890625
icdg01zuq_flt.fits,F125W,1,0.0,2,6,2014-04-11,08:30:48,88.435623,77271.0859375,187.18212890625,0.6439332962036133,134.93699645996094,172.69375610351562,139.92422485351562,169.43905639648438,1.2997442483901978
icdg01zvq_flt.fits,F125W,1,0.0,2,6,2014-04-11,08:32:35,88.435623,77498.0703125,182.8635711669922,0.6104927062988281,134.93104553222656,172.6959686279297,139.90780639648438,169.4453125,1.6242763996124268
icdg01zzq_flt.fits,F125W,1,0.0,3,8,2014-04-11,08:40:31,88.435623,77038.71875,183.52032470703125,0.6370353698730469,145.05023193359375,172.66482543945312,150.01016235351562,169.3914031982422,1.4969614744186401
icdg02aeq_flt.fits,F125W,2,1.0,0,0,2014-04-11,09:43:25,88.435623,77828.84375,194.6387481689453,0.8520984649658203,141.65884399414062,159.12518310546875,144.9187469482422,153.84609985351562,0.9712386727333069
icdg02afq_flt.fits,F125W,2,1.0,0,0,2014-04-11,09:45:12,88.435623,77938.09375,192.0655975341797,0.7922649383544922,141.656982421875,159.1221923828125,144.91015625,153.8289031982422,0.8766945600509644
icdg02agq_flt.fits,F125W,2,1.0,0,0,2014-04-11,09:46:59,88.435623,77860.96875,188.83587646484375,0.7490949630737305,141.65374755859375,159.12203979492188,144.9015655517578,153.84609985351562,0.9224250316619873
icdg02alq_flt.fits,F125W,2,1.0,1,2,2014-04-11,09:54:55,88.435623,77069.125,192.4291534423828,0.6929073333740234,151.79754638671875,159.06251525878906,154.9992218017578,153.77499389648438,1.3693795204162598
icdg02anq_flt.fits,F125W,2,1.0,1,2,2014-04-11,09:56:42,88.435623,77835.328125,193.4371795654297,0.6426725387573242,151.7938690185547,159.05482482910156,154.96640014648438,153.76406860351562,0.9813796877861023
icdg02aoq_flt.fits,F125W,2,1.0,1,2,2014-04-11,09:58:29,88.435623,77655.390625,200.38682556152344,0.6544103622436523,151.7875213623047,159.0547332763672,154.9921875,153.76797485351562,0.9617510437965393
icdg02arq_flt.fits,F125W,2,1.0,2,4,2014-04-11,10:04:39,88.435623,78376.203125,196.64572143554688,0.6235189437866211,141.61602783203125,170.42459106445312,144.86172485351562,165.0476531982422,1.2433183193206787
icdg02asq_flt.fits,F125W,2,1.0,2,4,2014-04-11,10:06:26,88.435623,78473.15625,193.9293975830078,0.6146974563598633,141.61587524414062,170.428466796875,144.8601531982422,165.015625,0.9428994059562683
icdg02atq_flt.fits,F125W,2,1.0,2,4,2014-04-11,10:08:13,88.435623,78533.8125,193.96250915527344,0.5953712463378906,141.60440063476562,170.420654296875,144.85311889648438,165.0109405517578,1.0161889791488647
icdg02axq_flt.fits,F125W,2,1.0,3,6,2014-04-11,10:16:09,88.435623,77078.1328125,205.30397033691406,0.6256895065307617,151.73788452148438,170.3837890625,154.9421844482422,165.0164031982422,1.2857977151870728
