FILENAME,FILTER,ORBIT,POSANGLE,DITHER,EXPOSURESET,OBSDATE,OBSTIME,EXPOTIME,FLUXA,FLUXERRA,FLUXERRB,FLUXB,SKY,PRIMARY_X,PRIMARY_Y,SECONDARY_X,SECONDARY_Y,CHISQ
icdg04c4q_flt.fits,F160W,4,1.0,0,1,2014-04-11,13:01:55,88.435623,64912.7890625,115.1501235961914,3.298947334289551,323.7876281738281,0.3853168487548828,141.56109619140625,159.2300262451172,144.77188110351562,153.8992156982422,0.7472601532936096
icdg04c5q_flt.fits,F160W,4,1.0,0,1,2014-04-11,13:03:42,88.435623,64948.32421875,115.13153839111328,3.304003953933716,323.16278076171875,0.35933685302734375,141.56048583984375,159.22390747070312,144.77890014648438,153.90234375,0.8849706053733826
icdg04c9q_flt.fits,F160W,4,1.0,1,3,2014-04-11,13:11:38,88.435623,64380.921875,115.35465240478516,3.348057985305786,330.3456115722656,0.2980222702026367,151.657958984375,159.18923950195312,154.8601531982422,153.8359375,0.7479712963104248
icdg04caq_flt.fits,F160W,4,1.0,1,3,2014-04-11,13:13:25,88.435623,64005.21484375,115.20295715332031,3.3344552516937256,328.76318359375,0.3574228286743164,151.660888671875,159.18228149414062,154.84609985351562,153.82266235351562,0.774399995803833
icdg04ceq_flt.fits,F160W,4,1.0,2,5,2014-04-11,13:21:22,88.435623,64813.0390625,111.79621124267578,3.3691980838775635,319.9894104003906,0.33080005645751953,141.49620056152344,170.48789978027344,144.7414093017578,165.1609344482422,0.7303556799888611
icdg04cfq_flt.fits,F160W,4,1.0,2,5,2014-04-11,13:23:09,88.435623,65030.49609375,111.90303802490234,3.3633642196655273,322.1461486816406,0.31072235107421875,141.49246215820312,170.49862670898438,144.7218780517578,165.14218139648438,0.7082147598266602
icdg04cgq_flt.fits,F160W,4,1.0,2,5,2014-04-11,13:24:56,88.435623,64875.9609375,111.87728881835938,3.367889881134033,319.036376953125,0.3411903381347656,141.49192810058594,170.49032592773438,144.7218780517578,165.14999389648438,0.6880893707275391
icdg04ckq_flt.fits,F160W,4,1.0,3,7,2014-04-11,13:32:52,88.435623,64743.1015625,113.45828247070312,3.2546942234039307,325.3788757324219,0.29587554931640625,151.61334228515625,170.4634552001953,154.83828735351562,165.15469360351562,0.7381764054298401
icdg04clq_flt.fits,F160W,4,1.0,3,7,2014-04-11,13:34:39,88.435623,64748.08203125,113.47553253173828,3.2405779361724854,321.3237609863281,0.2667274475097656,151.61215209960938,170.46810913085938,154.85391235351562,165.15625,0.8748946189880371
icdg04cmq_flt.fits,F160W,4,1.0,3,7,2014-04-11,13:36:26,88.435623,64839.16796875,113.45503997802734,3.2412381172180176,323.8892822265625,0.25752735137939453,151.61537170410156,170.47390747070312,154.85311889648438,165.15234375,0.7753235697746277
icdg05crq_flt.fits,F160W,5,0.0,0,1,2014-04-11,14:36:41,88.435623,64801.25390625,114.98926544189453,3.2667975425720215,314.32659912109375,0.3522796630859375,134.78424072265625,161.5452423095703,139.7742156982422,158.28359985351562,0.939803957939148
icdg05ctq_flt.fits,F160W,5,0.0,0,1,2014-04-11,14:38:28,88.435623,64942.765625,115.09571075439453,3.309624433517456,324.5359191894531,0.35669994354248047,134.78134155273438,161.53807067871094,139.7578125,158.2687530517578,0.8862165212631226
icdg05cuq_flt.fits,F160W,5,0.0,0,1,2014-04-11,14:40:15,88.435623,64789.40234375,115.06668090820312,3.3057756423950195,328.85308837890625,0.31987571716308594,134.77487182617188,161.53884887695312,139.76327514648438,158.2726593017578,0.8868977427482605
icdg05cyq_flt.fits,F160W,5,0.0,1,3,2014-04-11,14:48:11,88.435623,64624.265625,115.83185577392578,3.3097684383392334,323.2383117675781,0.3025703430175781,144.9191436767578,161.47679138183594,149.8562469482422,158.2109375,0.9452707767486572
icdg05czq_flt.fits,F160W,5,0.0,1,3,2014-04-11,14:49:58,88.435623,64863.40234375,115.95308685302734,3.293872833251953,316.8612976074219,0.32119178771972656,144.90760803222656,161.47250366210938,149.8406219482422,158.203125,1.0606974363327026
icdg05d3q_flt.fits,F160W,5,0.0,2,5,2014-04-11,14:57:55,88.435623,65163.421875,115.88652801513672,3.268935203552246,310.7745361328125,0.30706119537353516,134.71246337890625,172.8461151123047,139.71484375,169.59375,0.8553590774536133
icdg05d4q_flt.fits,F160W,5,0.0,2,5,2014-04-11,14:59:42,88.435623,65333.0078125,116.13748168945312,3.271360158920288,314.58917236328125,0.28574180603027344,134.70855712890625,172.8489990234375,139.71875,169.58828735351562,0.8596919178962708
icdg05d5q_flt.fits,F160W,5,0.0,2,5,2014-04-11,15:01:29,88.435623,65302.91796875,116.04584503173828,3.3128883838653564,321.21539306640625,0.27356910705566406,134.71331787109375,172.8508758544922,139.7117156982422,169.59609985351562,0.853827714920044
icdg05d9q_flt.fits,F160W,5,0.0,3,7,2014-04-11,15:09:25,88.435623,65048.0859375,117.44701385498047,3.2322211265563965,312.64892578125,0.2502889633178711,144.89039611816406,172.8018341064453,149.87344360351562,169.55233764648438,0.85317462682724
icdg05daq_flt.fits,F160W,5,0.0,3,7,2014-04-11,15:11:12,88.435623,64765.26171875,117.43891906738281,3.246255874633789,315.7573547363281,0.2961568832397461,144.89186096191406,172.80410766601562,149.87109375,169.5578155517578,0.8749556541442871
icdg05dbq_flt.fits,F160W,5,0.0,3,7,2014-04-11,15:12:59,88.435623,65036.48046875,117.45291137695312,3.2536258697509766,318.1387023925781,0.2492828369140625,144.89280700683594,172.80477905273438,149.87344360351562,169.5632781982422,1.1003029346466064
icdg06dgq_flt.fits,F160W,6,1.0,0,1,2014-04-11,16:17:00,88.435623,64265.98828125,114.85057830810547,3.3022751808166504,322.9957275390625,0.3750495910644531,141.52247619628906,159.19671630859375,144.73593139648438,153.86483764648438,0.9157867431640625
icdg06diq_flt.fits,F160W,6,1.0,0,1,2014-04-11,16:18:47,88.435623,64596.19140625,114.9655532836914,3.287750482559204,317.80621337890625,0.3555612564086914,141.51548767089844,159.1912384033203,144.7218780517578,153.85311889648438,1.1656687259674072
icdg06djq_flt.fits,F160W,6,1.0,0,1,2014-04-11,16:20:34,88.435623,64705.52734375,114.86600494384766,3.311622142791748,321.1832275390625,0.3236370086669922,141.5133514404297,159.1833953857422,144.71719360351562,153.85781860351562,1.0792574882507324
icdg06dnq_flt.fits,F160W,6,1.0,1,3,2014-04-11,16:28:30,88.435623,64424.57421875,115.35563659667969,3.3490540981292725,326.06341552734375,0.3172893524169922,151.6080322265625,159.1383514404297,154.81484985351562,153.79843139648438,1.0188422203063965
icdg06doq_flt.fits,F160W,6,1.0,1,3,2014-04-11,16:30:17,88.435623,64257.65625,114.92395782470703,3.348572254180908,331.4651184082031,0.27682018280029297,151.599609375,159.1356964111328,154.8039093017578,153.78359985351562,1.1856929063796997
icdg06dsq_flt.fits,F160W,6,1.0,2,5,2014-04-11,16:38:14,88.435623,64767.4140625,114.41899108886719,3.3621304035186768,315.02911376953125,0.3373136520385742,141.45285034179688,170.464111328125,144.6828155517578,165.1218719482422,0.8585600256919861
icdg06dtq_flt.fits,F160W,6,1.0,2,5,2014-04-11,16:40:01,88.435623,64835.2890625,113.94047546386719,3.374216318130493,318.35882568359375,0.34160804748535156,141.45367431640625,170.47613525390625,144.66952514648438,165.13436889648438,0.8743919134140015
icdg06duq_flt.fits,F160W,6,1.0,2,5,2014-04-11,16:41:48,88.435623,64915.3359375,114.44281005859375,3.381662368774414,318.0479736328125,0.3013172149658203,141.45343017578125,170.4681396484375,144.6796875,165.12109375,0.8061369061470032
icdg06dyq_flt.fits,F160W,6,1.0,3,7,2014-04-11,16:49:44,88.435623,64668.86328125,112.85626983642578,3.2274856567382812,317.6253356933594,0.2809438705444336,151.5821533203125,170.4595184326172,154.8249969482422,165.1320343017578,0.7405592799186707
icdg06dzq_flt.fits,F160W,6,1.0,3,7,2014-04-11,16:51:31,88.435623,64581.26953125,112.79714965820312,3.258983612060547,329.5039367675781,0.3065319061279297,151.58749389648438,170.4605255126953,154.8359375,165.1359405517578,0.7292796969413757
icdg06e0q_flt.fits,F160W,6,1.0,3,7,2014-04-11,16:53:18,88.435623,64716.8984375,112.92622375488281,3.2527472972869873,321.3096618652344,0.2678089141845703,151.58950805664062,170.4604034423828,154.8195343017578,165.1476593017578,0.7931247353553772
