FILENAME,FILTER,ORBIT,POSANGLE,DITHER,EXPOSURESET,OBSDATE,OBSTIME,EXPOTIME,FLUXA,FLUXB,SKY,PRIMARY_X,PRIMARY_Y,SECONDARY_X,SECONDARY_Y
icdg01a2q_flt.fits,F160W,1,0.0,3,1,2014-04-11,08:44:11,88.435623,63398.5351562,304.093261719,0.342796325684,144.97946167,172.828689575,149.950775146,169.572662354
icdg01a3q_flt.fits,F160W,1,0.0,3,1,2014-04-11,08:45:58,88.435623,63761.9960938,308.481079102,0.310772895813,144.977828979,172.831176758,149.946868896,169.588287354
icdg01zgq_flt.fits,F160W,1,0.0,0,3,2014-04-11,08:13:14,88.435623,63253.2148438,312.414825439,0.3273229599,134.886398315,161.544555664,139.864059448,158.303131104
icdg01ziq_flt.fits,F160W,1,0.0,0,3,2014-04-11,08:15:01,88.435623,63252.1210938,323.443023682,0.322263717651,134.884262085,161.546356201,139.859375,158.303909302
icdg01zjq_flt.fits,F160W,1,0.0,0,3,2014-04-11,08:16:48,88.435623,63244.5820312,313.533630371,0.342119216919,134.874710083,161.541137695,139.853118896,158.299224854
icdg01zrq_flt.fits,F160W,1,0.0,1,5,2014-04-11,08:24:44,88.435623,63256.390625,313.688903809,0.339570045471,145.02305603,161.494247437,149.956253052,158.235153198
icdg01zsq_flt.fits,F160W,1,0.0,1,5,2014-04-11,08:26:31,88.435623,63518.3984375,318.662139893,0.330697059631,145.015640259,161.490585327,149.9375,158.254684448
icdg01zwq_flt.fits,F160W,1,0.0,2,7,2014-04-11,08:34:28,88.435623,63941.515625,307.376556396,0.240291595459,134.820907593,172.867553711,139.821090698,169.606246948
icdg01zxq_flt.fits,F160W,1,0.0,2,7,2014-04-11,08:36:15,88.435623,64336.8085938,310.425354004,0.224866867065,134.812072754,172.873916626,139.807037354,169.626556396
icdg01zyq_flt.fits,F160W,1,0.0,2,7,2014-04-11,08:38:02,88.435623,64052.328125,313.175140381,0.282248497009,134.806091309,172.874450684,139.824996948,169.622650146
icdg02ahq_flt.fits,F160W,2,1.0,0,1,2014-04-11,09:48:52,88.435623,63711.1757812,319.238311768,0.365867614746,141.578933716,159.272125244,144.786712646,153.939056396
icdg02ajq_flt.fits,F160W,2,1.0,0,1,2014-04-11,09:50:39,88.435623,63553.75,320.484191895,0.371335029602,141.575592041,159.269317627,144.778900146,153.935150146
icdg02akq_flt.fits,F160W,2,1.0,0,1,2014-04-11,09:52:26,88.435623,63622.1523438,319.130615234,0.3645362854,141.577087402,159.262023926,144.782028198,153.9296875
icdg02apq_flt.fits,F160W,2,1.0,1,3,2014-04-11,10:00:22,88.435623,63130.40625,328.81741333,0.395887374878,151.682342529,159.231689453,154.856246948,153.876556396
icdg02aqq_flt.fits,F160W,2,1.0,1,3,2014-04-11,10:02:09,88.435623,63483.3671875,322.360321045,0.372312545776,151.672683716,159.206573486,154.872650146,153.870315552
icdg02auq_flt.fits,F160W,2,1.0,2,5,2014-04-11,10:10:06,88.435623,63690.5078125,309.95401001,0.369336128235,141.511352539,170.537384033,144.756256104,165.203903198
icdg02avq_flt.fits,F160W,2,1.0,2,5,2014-04-11,10:11:53,88.435623,64421.2734375,313.080749512,0.273373603821,141.507675171,170.540176392,144.733596802,165.228118896
icdg02awq_flt.fits,F160W,2,1.0,2,5,2014-04-11,10:13:40,88.435623,64230.8828125,306.246429443,0.282890319824,141.510452271,170.541168213,144.737503052,165.186721802
icdg02azq_flt.fits,F160W,2,1.0,3,7,2014-04-11,10:19:49,88.435623,63561.0351562,314.725952148,0.352973937988,151.628219604,170.507797241,154.860931396,165.184371948
icdg02b0q_flt.fits,F160W,2,1.0,3,7,2014-04-11,10:21:36,88.435623,63354.1171875,318.520965576,0.396187782288,151.630157471,170.508987427,154.8671875,165.192962646
icdg03bdq_flt.fits,F160W,3,0.0,0,1,2014-04-11,11:24:30,88.435623,63452.6953125,321.450042725,0.381488800049,134.826538086,161.58026123,139.811721802,158.318756104
icdg03bfq_flt.fits,F160W,3,0.0,0,1,2014-04-11,11:26:17,88.435623,63578.546875,322.1378479,0.387366294861,134.821594238,161.579650879,139.818756104,158.331253052
icdg03bgq_flt.fits,F160W,3,0.0,0,1,2014-04-11,11:28:04,88.435623,63829.390625,317.995849609,0.327125549316,134.816375732,161.575897217,139.825775146,158.3046875
icdg03bkq_flt.fits,F160W,3,0.0,1,3,2014-04-11,11:36:00,88.435623,64001.203125,319.423034668,0.309400558472,144.954040527,161.514755249,149.942184448,158.267974854
icdg03blq_flt.fits,F160W,3,0.0,1,3,2014-04-11,11:37:47,88.435623,64564.7851562,318.096466064,0.270237922668,144.95149231,161.511367798,149.90234375,158.271881104
icdg03bpq_flt.fits,F160W,3,0.0,2,5,2014-04-11,11:45:44,88.435623,64193.6953125,317.549530029,0.285033226013,134.753707886,172.886932373,139.776565552,169.629684448
icdg03bqq_flt.fits,F160W,3,0.0,2,5,2014-04-11,11:47:31,88.435623,64233.2851562,314.607788086,0.326871871948,134.749404907,172.891952515,139.758590698,169.63671875
icdg03brq_flt.fits,F160W,3,0.0,2,5,2014-04-11,11:49:18,88.435623,64460.0117188,309.462982178,0.277216911316,134.755340576,172.892242432,139.7578125,169.632034302
icdg03bvq_flt.fits,F160W,3,0.0,3,7,2014-04-11,11:57:14,88.435623,64339.0078125,299.898284912,0.300057411194,144.930664062,172.839355469,149.917190552,169.582809448
icdg03bwq_flt.fits,F160W,3,0.0,3,7,2014-04-11,11:59:01,88.435623,64300.7734375,309.471069336,0.273654937744,144.926589966,172.844528198,149.928909302,169.589065552
icdg03bxq_flt.fits,F160W,3,0.0,3,7,2014-04-11,12:00:48,88.435623,64161.8476562,315.7684021,0.300187110901,144.931427002,172.847564697,149.900787354,169.607818604
