FILENAME,FILTER,ORBIT,POSANGLE,DITHER,EXPOSURESET,OBSDATE,OBSTIME,EXPOTIME,FLUXA,FLUXB,SKY,PRIMARY_X,PRIMARY_Y,SECONDARY_X,SECONDARY_Y
icdg01a1q_flt.fits,F125W,1,0.0,3,0,2014-04-11,08:42:18,88.435623,77801.46875,189.730712891,0.460138320923,145.059173584,172.709060669,149.535934448,169.764068604
icdg01zdq_flt.fits,F125W,1,0.0,0,2,2014-04-11,08:07:47,88.435623,77036.125,196.15145874,0.570369720459,135.007995605,161.355834961,139.469528198,158.358596802
icdg01zeq_flt.fits,F125W,1,0.0,0,2,2014-04-11,08:09:34,88.435623,77560.5859375,193.973480225,0.489971160889,135.00302124,161.348815918,139.469528198,158.354690552
icdg01zfq_flt.fits,F125W,1,0.0,0,2,2014-04-11,08:11:21,88.435623,78044.1953125,193.612701416,0.387363433838,135.000839233,161.349716187,139.459381104,158.352340698
icdg01znq_flt.fits,F125W,1,0.0,1,4,2014-04-11,08:19:17,88.435623,77741.546875,190.328582764,0.460977554321,145.107421875,161.297271729,149.547653198,158.303131104
icdg01zpq_flt.fits,F125W,1,0.0,1,4,2014-04-11,08:21:04,88.435623,77954.515625,193.756164551,0.390144348145,145.104003906,161.297531128,149.561721802,158.32421875
icdg01zqq_flt.fits,F125W,1,0.0,1,4,2014-04-11,08:22:51,88.435623,78505.28125,189.477813721,0.287288665771,145.104949951,161.299194336,149.539840698,158.307815552
icdg01ztq_flt.fits,F125W,1,0.0,2,6,2014-04-11,08:29:01,88.435623,78033.0,186.475906372,0.290201187134,134.949508667,172.725372314,139.41015625,169.792190552
icdg01zuq_flt.fits,F125W,1,0.0,2,6,2014-04-11,08:30:48,88.435623,78258.0859375,188.1902771,0.265956878662,134.93838501,172.724014282,139.448440552,169.800003052
icdg01zvq_flt.fits,F125W,1,0.0,2,6,2014-04-11,08:32:35,88.435623,78443.6640625,182.80770874,0.239831924438,134.929046631,172.731018066,139.439849854,169.803909302
icdg01zzq_flt.fits,F125W,1,0.0,3,8,2014-04-11,08:40:31,88.435623,77413.3828125,181.11100769,0.568141937256,145.062744141,172.70501709,149.522659302,169.77734375
icdg02aeq_flt.fits,F125W,2,1.0,0,0,2014-04-11,09:43:25,88.435623,78288.4453125,191.837936401,0.643922805786,141.696212769,159.098022461,144.62109375,154.349212646
icdg02afq_flt.fits,F125W,2,1.0,0,0,2014-04-11,09:45:12,88.435623,78425.484375,189.816040039,0.583349227905,141.695114136,159.095626831,144.608596802,154.342971802
icdg02agq_flt.fits,F125W,2,1.0,0,0,2014-04-11,09:46:59,88.435623,78395.59375,186.18611145,0.538135528564,141.693496704,159.095123291,144.602340698,154.350784302
icdg02alq_flt.fits,F125W,2,1.0,1,2,2014-04-11,09:54:55,88.435623,77341.0,189.426025391,0.604698181152,151.810058594,159.049377441,154.681243896,154.294525146
icdg02anq_flt.fits,F125W,2,1.0,1,2,2014-04-11,09:56:42,88.435623,78186.203125,190.057281494,0.515892028809,151.807785034,159.027481079,154.657028198,154.283599854
icdg02aoq_flt.fits,F125W,2,1.0,1,2,2014-04-11,09:58:29,88.435623,78015.0,196.220947266,0.55055809021,151.804321289,159.023376465,154.676559448,154.282028198
icdg02arq_flt.fits,F125W,2,1.0,2,4,2014-04-11,10:04:39,88.435623,78697.140625,196.493331909,0.350292205811,141.642349243,170.474105835,144.567962646,165.629684448
icdg02asq_flt.fits,F125W,2,1.0,2,4,2014-04-11,10:06:26,88.435623,78990.421875,193.710067749,0.295753479004,141.646652222,170.477096558,144.5625,165.603912354
icdg02atq_flt.fits,F125W,2,1.0,2,4,2014-04-11,10:08:13,88.435623,78914.25,193.628234863,0.311557769775,141.625732422,170.467437744,144.563278198,165.600006104
icdg02axq_flt.fits,F125W,2,1.0,3,6,2014-04-11,10:16:09,88.435623,77460.625,194.282653809,0.568702697754,151.754653931,170.410888672,154.646881104,165.5859375
icdg02ayq_flt.fits,F125W,2,1.0,3,6,2014-04-11,10:17:56,88.435623,78036.90625,197.141784668,0.426628112793,151.752380371,170.415298462,154.640625,165.598434448
icdg03baq_flt.fits,F125W,3,0.0,0,0,2014-04-11,11:19:03,88.435623,78206.8125,193.008758545,0.687005996704,134.960464478,161.395782471,139.45703125,158.40625
icdg03bbq_flt.fits,F125W,3,0.0,0,0,2014-04-11,11:20:50,88.435623,78501.4921875,192.510421753,0.550607681274,134.958892822,161.393798828,139.439849854,158.399993896
icdg03bcq_flt.fits,F125W,3,0.0,0,0,2014-04-11,11:22:37,88.435623,78579.515625,196.279663086,0.478530883789,134.956634521,161.393188477,139.44140625,158.410934448
icdg03bhq_flt.fits,F125W,3,0.0,1,2,2014-04-11,11:30:33,88.435623,78787.515625,198.99546814,0.547918319702,145.08140564,161.318405151,149.538284302,158.345306396
icdg03biq_flt.fits,F125W,3,0.0,1,2,2014-04-11,11:32:20,88.435623,78837.3203125,194.135147095,0.488819122314,145.07144165,161.317932129,149.530471802,158.350006104
icdg03bjq_flt.fits,F125W,3,0.0,1,2,2014-04-11,11:34:07,88.435623,79206.96875,192.537475586,0.390462875366,145.074432373,161.319595337,149.530471802,158.346099854
icdg03bmq_flt.fits,F125W,3,0.0,2,4,2014-04-11,11:40:17,88.435623,78563.34375,186.602966309,0.368328094482,134.90007019,172.757354736,139.395309448,169.818756104
icdg03bnq_flt.fits,F125W,3,0.0,2,4,2014-04-11,11:42:04,88.435623,78671.515625,187.996337891,0.401243209839,134.896026611,172.762542725,139.39453125,169.821868896
icdg03boq_flt.fits,F125W,3,0.0,2,4,2014-04-11,11:43:51,88.435623,79258.1796875,188.281188965,0.21856880188,134.892501831,172.753936768,139.40234375,169.810150146
icdg03bsq_flt.fits,F125W,3,0.0,3,6,2014-04-11,11:51:47,88.435623,78338.75,188.868804932,0.493618011475,145.005508423,172.720092773,149.495315552,169.796875
icdg03btq_flt.fits,F125W,3,0.0,3,6,2014-04-11,11:53:34,88.435623,78582.65625,187.999664307,0.448602676392,145.006561279,172.715744019,149.498443604,169.793746948
icdg03buq_flt.fits,F125W,3,0.0,3,6,2014-04-11,11:55:21,88.435623,78769.0078125,189.168304443,0.44193649292,145.006607056,172.719848633,149.502349854,169.802337646
