FILENAME,FILTER,ORBIT,POSANGLE,DITHER,EXPOSURESET,OBSDATE,OBSTIME,EXPOTIME,FLUXA,FLUXB,SKY,PRIMARY_X,PRIMARY_Y,SECONDARY_X,SECONDARY_Y,CHISQ
icdg01a2q_flt.fits,F160W,1,0.0,3,1,2014-04-11,08:44:11,88.435623,63269.9765625,305.4460144042969,0.30213069915771484,144.97311401367188,172.83103942871094,149.9601593017578,169.57968139648438,0.9271265268325806
icdg01a3q_flt.fits,F160W,1,0.0,3,1,2014-04-11,08:45:58,88.435623,63637.5234375,310.08551025390625,0.2683277130126953,144.9700164794922,172.83348083496094,149.953125,169.59609985351562,1.0248966217041016
icdg01zgq_flt.fits,F160W,1,0.0,0,3,2014-04-11,08:13:14,88.435623,63247.5,309.56597900390625,0.3180971145629883,134.8817901611328,161.5430908203125,139.88671875,158.3046875,1.3640875816345215
icdg01ziq_flt.fits,F160W,1,0.0,0,3,2014-04-11,08:15:01,88.435623,63231.34375,320.5819091796875,0.3157930374145508,134.88034057617188,161.54505920410156,139.8820343017578,158.3046875,1.185038685798645
icdg01zjq_flt.fits,F160W,1,0.0,0,3,2014-04-11,08:16:48,88.435623,63235.6328125,310.4221496582031,0.3283357620239258,134.87327575683594,161.5417022705078,139.87344360351562,158.29843139648438,1.24378502368927
icdg01zrq_flt.fits,F160W,1,0.0,1,5,2014-04-11,08:24:44,88.435623,62892.6171875,314.7293395996094,0.3010578155517578,145.0164794921875,161.49273681640625,149.96249389648438,158.2421875,1.0565822124481201
icdg01zsq_flt.fits,F160W,1,0.0,1,5,2014-04-11,08:26:31,88.435623,63177.3984375,319.8770751953125,0.2872476577758789,145.0085906982422,161.4905548095703,149.9406280517578,158.26406860351562,0.9641430974006653
icdg01zwq_flt.fits,F160W,1,0.0,2,7,2014-04-11,08:34:28,88.435623,63486.83203125,312.5155029296875,0.29140281677246094,134.80349731445312,172.8671875,139.8273468017578,169.6171875,1.5240254402160645
icdg01zxq_flt.fits,F160W,1,0.0,2,7,2014-04-11,08:36:15,88.435623,63878.140625,314.79278564453125,0.27786731719970703,134.79574584960938,172.8730926513672,139.8203125,169.63906860351562,1.3550105094909668
icdg01zyq_flt.fits,F160W,1,0.0,2,7,2014-04-11,08:38:02,88.435623,63869.88671875,316.398681640625,0.2830333709716797,134.7990264892578,172.8754119873047,139.8289031982422,169.6281280517578,1.3574297428131104
icdg02ahq_flt.fits,F160W,2,1.0,0,1,2014-04-11,09:48:52,88.435623,63800.42578125,317.9558410644531,0.3558998107910156,141.57957458496094,159.26632690429688,144.796875,153.9421844482422,0.8987303376197815
icdg02ajq_flt.fits,F160W,2,1.0,0,1,2014-04-11,09:50:39,88.435623,63646.64453125,320.2613525390625,0.3643474578857422,141.57427978515625,159.26441955566406,144.7859344482422,153.9460906982422,0.8882356882095337
icdg02akq_flt.fits,F160W,2,1.0,0,1,2014-04-11,09:52:26,88.435623,63712.50390625,318.3257141113281,0.3543100357055664,141.57440185546875,159.25921630859375,144.7960968017578,153.93124389648438,0.8981204628944397
icdg02apq_flt.fits,F160W,2,1.0,1,3,2014-04-11,10:00:22,88.435623,62868.7265625,327.51812744140625,0.34726619720458984,151.68109130859375,159.22503662109375,154.8625030517578,153.88046264648438,0.8600096106529236
icdg02aqq_flt.fits,F160W,2,1.0,1,3,2014-04-11,10:02:09,88.435623,63211.04296875,322.00262451171875,0.32519054412841797,151.6719970703125,159.2052764892578,154.8796844482422,153.87655639648438,0.8667386770248413
icdg02auq_flt.fits,F160W,2,1.0,2,5,2014-04-11,10:10:06,88.435623,63470.125,312.2669982910156,0.3863964080810547,141.51275634765625,170.53684997558594,144.75546264648438,165.2140655517578,0.8825624585151672
icdg02avq_flt.fits,F160W,2,1.0,2,5,2014-04-11,10:11:53,88.435623,64211.9765625,314.822265625,0.28542137145996094,141.5084991455078,170.53915405273438,144.73046875,165.2296905517578,0.7720887660980225
icdg02awq_flt.fits,F160W,2,1.0,2,5,2014-04-11,10:13:40,88.435623,64020.44140625,307.8069152832031,0.29668521881103516,141.51022338867188,170.5406951904297,144.73983764648438,165.1875,0.8622384071350098
icdg02azq_flt.fits,F160W,2,1.0,3,7,2014-04-11,10:19:49,88.435623,63359.28125,315.88128662109375,0.3170642852783203,151.6285858154297,170.5075225830078,154.86328125,165.1921844482422,0.9205477833747864
icdg02b0q_flt.fits,F160W,2,1.0,3,7,2014-04-11,10:21:36,88.435623,63175.71875,318.9027404785156,0.3561124801635742,151.62901306152344,170.5075225830078,154.87890625,165.20156860351562,0.7438139915466309
icdg03bdq_flt.fits,F160W,3,0.0,0,1,2014-04-11,11:24:30,88.435623,63509.6796875,321.5496826171875,0.37293529510498047,134.82644653320312,161.581298828125,139.8054656982422,158.32656860351562,0.7775591611862183
icdg03bfq_flt.fits,F160W,3,0.0,0,1,2014-04-11,11:26:17,88.435623,63640.05078125,321.13909912109375,0.3797149658203125,134.822998046875,161.57962036132812,139.8132781982422,158.3406219482422,0.8470920920372009
icdg03bgq_flt.fits,F160W,3,0.0,0,1,2014-04-11,11:28:04,88.435623,63816.9921875,318.0186767578125,0.32127952575683594,134.81765747070312,161.57626342773438,139.8203125,158.3117218017578,0.7546374201774597
icdg03bkq_flt.fits,F160W,3,0.0,1,3,2014-04-11,11:36:00,88.435623,63717.77734375,317.28729248046875,0.2744712829589844,144.9654541015625,161.5193634033203,149.91952514648438,158.25546264648438,0.9575896859169006
icdg03blq_flt.fits,F160W,3,0.0,1,3,2014-04-11,11:37:47,88.435623,63956.7734375,318.5884704589844,0.2796344757080078,144.95542907714844,161.51397705078125,149.89218139648438,158.26953125,0.8604281544685364
icdg03bpq_flt.fits,F160W,3,0.0,2,5,2014-04-11,11:45:44,88.435623,64132.9453125,318.2784118652344,0.2786989212036133,134.7539520263672,172.88510131835938,139.7765655517578,169.6218719482422,0.664066731929779
icdg03bqq_flt.fits,F160W,3,0.0,2,5,2014-04-11,11:47:31,88.435623,64149.49609375,316.0950622558594,0.3210592269897461,134.7484130859375,172.8897247314453,139.7578125,169.63827514648438,0.809046745300293
icdg03brq_flt.fits,F160W,3,0.0,2,5,2014-04-11,11:49:18,88.435623,64378.0703125,310.919677734375,0.27327728271484375,134.75355529785156,172.89041137695312,139.75625610351562,169.6328125,0.785496711730957
icdg03bvq_flt.fits,F160W,3,0.0,3,7,2014-04-11,11:57:14,88.435623,64072.33984375,300.9256591796875,0.26961708068847656,144.92759704589844,172.8402099609375,149.91952514648438,169.5867156982422,0.6955124735832214
icdg03bwq_flt.fits,F160W,3,0.0,3,7,2014-04-11,11:59:01,88.435623,64068.71875,308.1321105957031,0.24073123931884766,144.92706298828125,172.84494018554688,149.9406280517578,169.5929718017578,0.6827607154846191
icdg03bxq_flt.fits,F160W,3,0.0,3,7,2014-04-11,12:00:48,88.435623,63910.07421875,314.9676818847656,0.2705841064453125,144.9314422607422,172.84747314453125,149.9070281982422,169.61172485351562,0.7048880457878113
