file name,orbit,exposure,filter,date-obs,time-obs,angle,dither
icdg12yfq_flt.fits,12,70,F160W,2013-10-17,00:20:22,129.0002,10
icdg12ygq_flt.fits,12,70,F160W,2013-10-17,00:20:55,129.0002,10
icdg12yhq_flt.fits,12,70,F160W,2013-10-17,00:21:28,129.0002,10
icdg12yiq_flt.fits,12,70,F160W,2013-10-17,00:22:01,129.0002,10
icdg12yjq_flt.fits,12,71,F125W,2013-10-17,00:22:40,129.0002,11
icdg12ykq_flt.fits,12,71,F125W,2013-10-17,00:23:28,129.0002,11
icdg12ylq_flt.fits,12,71,F125W,2013-10-17,00:24:16,129.0002,11
icdg12ymq_flt.fits,12,71,F125W,2013-10-17,00:25:04,129.0002,11
icdg12ynq_flt.fits,12,72,F160W,2013-10-17,00:25:58,129.0002,12
icdg12yoq_flt.fits,12,72,F160W,2013-10-17,00:26:31,129.0002,12
icdg12ypq_flt.fits,12,72,F160W,2013-10-17,00:27:04,129.0002,12
icdg12yqq_flt.fits,12,72,F160W,2013-10-17,00:27:37,129.0002,12
icdg12yrq_flt.fits,12,72,F160W,2013-10-17,00:28:10,129.0002,12
icdg12ysq_flt.fits,12,73,F125W,2013-10-17,00:28:49,129.0002,13
icdg12ytq_flt.fits,12,73,F125W,2013-10-17,00:29:37,129.0002,13
icdg12yuq_flt.fits,12,73,F125W,2013-10-17,00:30:25,129.0002,13
icdg12yvq_flt.fits,12,73,F125W,2013-10-17,00:31:13,129.0002,13
