FILENAME,FILTER,ORBIT,POSANG,DITHER,EXPOSURE_SET,OBS_DATE,OBS_TIME,EXPOSURE_TIME,XOFF,YOFF,XCENTER,YCENTER,PSF_ID,PSF_AMPLITUTE,SKY_LEVEL,SKY_SIGMA,FLUX,FLUXERR,XFWHM,YFWHM
icdg09t8q_myfits.fits,F160W,9,101.0,3,7,2013-10-16,19:28:36,14.970785,10.197273254394531,11.310203552246094,104.8551025390625,219.6315460205078,13.0,0.9950600266456604,-0.00759749673306942,2.1333253383636475,8923.7314453125,23.57591438293457,1.38348388671875,1.6260740756988525
icdg09t9q_myfits.fits,F160W,9,101.0,3,7,2013-10-16,19:29:09,14.970785,10.219528198242188,11.312858581542969,104.8567123413086,219.63656616210938,13.0,0.9933550357818604,-0.027767116203904152,2.1186535358428955,8959.853515625,23.67888069152832,1.3762218952178955,1.6202448606491089
icdg09taq_myfits.fits,F160W,9,101.0,3,7,2013-10-16,19:29:42,14.970785,10.214706420898438,11.318557739257812,104.85948181152344,219.63441467285156,13.0,0.9931899905204773,-0.0322888158261776,2.1224567890167236,8939.3056640625,23.62908363342285,1.3832148313522339,1.6287221908569336
icdg09tbq_myfits.fits,F160W,9,101.0,3,7,2013-10-16,19:30:15,14.970785,10.207435607910156,11.322784423828125,104.85652923583984,219.63131713867188,13.0,0.9947299957275391,0.007396049331873655,2.158372640609741,8929.982421875,23.661558151245117,1.387568473815918,1.6284829378128052
icdg09tcq_myfits.fits,F160W,9,101.0,3,7,2013-10-16,19:30:48,14.970785,10.22906494140625,11.311027526855469,104.85806274414062,219.62884521484375,13.0,0.9950600266456604,0.012501602992415428,2.1142067909240723,8935.7177734375,23.59123992919922,1.382832407951355,1.6324150562286377
icdg09tdq_myfits.fits,F125W,9,101.0,0,8,2013-10-16,19:32:04,29.663755,0.0804290771484375,0.04491424560546875,94.8510971069336,208.128173828125,5.0,0.9984700083732605,-0.010115072131156921,1.7499982118606567,8733.8486328125,16.719961166381836,1.2945702075958252,1.3562099933624268
icdg09teq_myfits.fits,F125W,9,101.0,0,8,2013-10-16,19:32:52,29.663755,0.08457183837890625,0.05792236328125,94.84523010253906,208.1290740966797,5.0,1.0003399848937988,-0.010393388569355011,1.7114243507385254,8967.234375,16.74859046936035,1.2929292917251587,1.3609843254089355
icdg09tfq_myfits.fits,F125W,9,101.0,0,8,2013-10-16,19:33:40,29.663755,0.08617401123046875,0.0526885986328125,94.84766387939453,208.13037109375,5.0,1.0003399848937988,-0.002647890243679285,1.7655839920043945,8811.29296875,16.764083862304688,1.2908040285110474,1.3566147089004517
icdg09tgq_myfits.fits,F125W,9,101.0,0,8,2013-10-16,19:34:28,29.663755,0.0832366943359375,0.0679473876953125,94.84867095947266,208.131103515625,5.0,1.0005600452423096,-0.020682092756032944,1.735288381576538,8793.8603515625,16.763816833496094,1.2908720970153809,1.3563096523284912
icdg09thq_myfits.fits,F160W,9,101.0,0,9,2013-10-16,19:35:22,14.970785,0.11426544189453125,0.109649658203125,94.75395202636719,208.298583984375,13.0,0.9900000095367432,-0.04220738634467125,2.161823272705078,9028.572265625,23.681928634643555,1.4649559259414673,1.5510846376419067
icdg09tiq_myfits.fits,F160W,9,101.0,0,9,2013-10-16,19:35:55,14.970785,0.112640380859375,0.1080169677734375,94.75592041015625,208.30357360839844,13.0,0.9910449981689453,-0.02765033394098282,2.204005718231201,9100.40234375,23.72334098815918,1.4622787237167358,1.554887294769287
icdg09tjq_myfits.fits,F160W,9,101.0,0,9,2013-10-16,19:36:28,14.970785,0.15204620361328125,0.1421051025390625,94.77411651611328,208.331787109375,13.0,0.9924200177192688,0.002390265231952071,2.2112085819244385,9128.1416015625,23.78571128845215,1.4477219581604004,1.5872300863265991
