file ID,filter,orbit,Pos Angle,dither,exposure set,obs date,obs time,exposure time,XCENTER,YCENTER
icdg11x2q,F160W,11,101.0,0,11,2013-10-16,22:51:26,14.970785000000001,100.0,213.0
icdg11x3q,F160W,11,101.0,0,11,2013-10-16,22:51:59,14.970785000000001,100.0,213.0
icdg11x4q,F160W,11,101.0,0,11,2013-10-16,22:52:32,14.970785000000001,100.0,213.0
icdg11x5q,F125W,11,101.0,0,12,2013-10-16,22:53:11,29.663755,100.0,213.0
icdg11x6q,F125W,11,101.0,0,12,2013-10-16,22:53:59,29.663755,100.0,213.0
icdg11x7q,F125W,11,101.0,0,12,2013-10-16,22:54:47,29.663755,100.0,213.0
icdg11x8q,F125W,11,101.0,0,12,2013-10-16,22:55:35,29.663755,100.0,213.0
icdg12xaq,F125W,12,129.0,0,0,2013-10-16,23:51:55,29.663755,134.0,227.0
icdg12xbq,F125W,12,129.0,0,0,2013-10-16,23:52:43,29.663755,134.0,227.0
icdg12xcq,F125W,12,129.0,0,0,2013-10-16,23:53:31,29.663755,134.0,227.0
icdg12xdq,F125W,12,129.0,0,0,2013-10-16,23:54:19,29.663755,134.0,227.0
icdg12xeq,F160W,12,129.0,0,1,2013-10-16,23:55:13,14.970785000000001,134.0,227.0
icdg12xfq,F160W,12,129.0,0,1,2013-10-16,23:55:46,14.970785000000001,134.0,227.0
icdg12xgq,F160W,12,129.0,0,1,2013-10-16,23:56:19,14.970785000000001,134.0,227.0
icdg12xhq,F160W,12,129.0,0,1,2013-10-16,23:56:52,14.970785000000001,134.0,227.0
icdg12xiq,F160W,12,129.0,0,1,2013-10-16,23:57:25,14.970785000000001,134.0,227.0
icdg12xjq,F125W,12,129.0,0,2,2013-10-16,23:58:04,29.663755,134.0,227.0
icdg12xkq,F125W,12,129.0,0,2,2013-10-16,23:58:52,29.663755,134.0,227.0
icdg12xlq,F125W,12,129.0,0,2,2013-10-16,23:59:40,29.663755,134.0,227.0
icdg12xmq,F125W,12,129.0,0,2,2013-10-17,00:00:28,29.663755,134.0,227.0
icdg12xnq,F160W,12,129.0,0,3,2013-10-17,00:01:22,14.970785000000001,134.0,227.0
icdg12xoq,F160W,12,129.0,0,3,2013-10-17,00:01:55,14.970785000000001,134.0,227.0
icdg12xpq,F160W,12,129.0,0,3,2013-10-17,00:02:28,14.970785000000001,134.0,227.0
icdg12xqq,F160W,12,129.0,0,3,2013-10-17,00:03:01,14.970785000000001,134.0,227.0
icdg12xrq,F160W,12,129.0,0,3,2013-10-17,00:03:34,14.970785000000001,134.0,227.0
icdg12xsq,F125W,12,129.0,0,4,2013-10-17,00:04:13,29.663755,134.0,227.0
icdg12xtq,F125W,12,129.0,0,4,2013-10-17,00:05:01,29.663755,134.0,227.0
icdg12xuq,F125W,12,129.0,0,4,2013-10-17,00:05:49,29.663755,134.0,227.0
icdg12xvq,F125W,12,129.0,0,4,2013-10-17,00:06:37,29.663755,134.0,227.0
icdg12xwq,F160W,12,129.0,0,5,2013-10-17,00:07:31,14.970785000000001,134.0,227.0
icdg12xxq,F160W,12,129.0,0,5,2013-10-17,00:08:04,14.970785000000001,134.0,227.0
icdg12xyq,F160W,12,129.0,0,5,2013-10-17,00:08:37,14.970785000000001,134.0,227.0
icdg12xzq,F160W,12,129.0,0,5,2013-10-17,00:09:10,14.970785000000001,134.0,227.0
icdg12y0q,F160W,12,129.0,0,5,2013-10-17,00:09:43,14.970785000000001,134.0,227.0
icdg12y1q,F125W,12,129.0,0,6,2013-10-17,00:10:22,29.663755,134.0,227.0
icdg12y2q,F125W,12,129.0,0,6,2013-10-17,00:11:10,29.663755,134.0,227.0
icdg12y3q,F125W,12,129.0,0,6,2013-10-17,00:11:58,29.663755,134.0,227.0
icdg12y4q,F125W,12,129.0,0,6,2013-10-17,00:12:46,29.663755,134.0,227.0
icdg12y5q,F160W,12,129.0,0,7,2013-10-17,00:13:40,14.970785000000001,134.0,227.0
icdg12y6q,F160W,12,129.0,0,7,2013-10-17,00:14:13,14.970785000000001,134.0,227.0
icdg12y7q,F160W,12,129.0,0,7,2013-10-17,00:14:46,14.970785000000001,134.0,227.0
icdg12y8q,F160W,12,129.0,0,7,2013-10-17,00:15:19,14.970785000000001,134.0,227.0
icdg12y9q,F160W,12,129.0,0,7,2013-10-17,00:15:52,14.970785000000001,134.0,227.0
icdg12yaq,F125W,12,129.0,0,8,2013-10-17,00:16:31,29.663755,134.0,227.0
icdg12ybq,F125W,12,129.0,0,8,2013-10-17,00:17:19,29.663755,134.0,227.0
icdg12ycq,F125W,12,129.0,0,8,2013-10-17,00:18:07,29.663755,134.0,227.0
icdg12ydq,F125W,12,129.0,0,8,2013-10-17,00:18:55,29.663755,134.0,227.0
icdg12yeq,F160W,12,129.0,0,9,2013-10-17,00:19:49,14.970785000000001,134.0,227.0
icdg12yfq,F160W,12,129.0,0,9,2013-10-17,00:20:22,14.970785000000001,134.0,227.0
icdg12ygq,F160W,12,129.0,0,9,2013-10-17,00:20:55,14.970785000000001,134.0,227.0
icdg12yhq,F160W,12,129.0,0,9,2013-10-17,00:21:28,14.970785000000001,134.0,227.0
icdg12yiq,F160W,12,129.0,0,9,2013-10-17,00:22:01,14.970785000000001,134.0,227.0
icdg12yjq,F125W,12,129.0,0,10,2013-10-17,00:22:40,29.663755,134.0,227.0
icdg12ykq,F125W,12,129.0,0,10,2013-10-17,00:23:28,29.663755,134.0,227.0
icdg12ylq,F125W,12,129.0,0,10,2013-10-17,00:24:16,29.663755,134.0,227.0
icdg12ymq,F125W,12,129.0,0,10,2013-10-17,00:25:04,29.663755,134.0,227.0
icdg12ynq,F160W,12,129.0,0,11,2013-10-17,00:25:58,14.970785000000001,134.0,227.0
icdg12yoq,F160W,12,129.0,0,11,2013-10-17,00:26:31,14.970785000000001,134.0,227.0
icdg12ypq,F160W,12,129.0,0,11,2013-10-17,00:27:04,14.970785000000001,134.0,227.0
icdg12yqq,F160W,12,129.0,0,11,2013-10-17,00:27:37,14.970785000000001,134.0,227.0
icdg12yrq,F160W,12,129.0,0,11,2013-10-17,00:28:10,14.970785000000001,134.0,227.0
icdg12ysq,F125W,12,129.0,0,12,2013-10-17,00:28:49,29.663755,134.0,227.0
icdg12ytq,F125W,12,129.0,0,12,2013-10-17,00:29:37,29.663755,134.0,227.0
icdg12yuq,F125W,12,129.0,0,12,2013-10-17,00:30:25,29.663755,134.0,227.0
icdg12yvq,F125W,12,129.0,0,12,2013-10-17,00:31:13,29.663755,134.0,227.0
