FILENAME,FILTER,ORBIT,POSANG,DITHER,EXPOSURE_SET,EXPOSURE_TIME,XOFF,YOFF,XCENTER,YCENTER,PSF_ID,PSF_AMPLITUTE,SKY_LEVEL,SKY_SIGMA,FLUX,FLUXERR,XFWHM,YFWHM
icdg07p3q_flt.fits,F125W,7,101.0,0,0,29.663755,0.0,0.0,94.78208923339844,208.0749664306641,174.0,0.998580038547516,-0.19246943295001984,1.5192837715148926,8168.19189453125,21.41683387756348,1.3611619472503662,1.3733141422271729
icdg07p4q_flt.fits,F125W,7,101.0,0,0,29.663755,0.00392913818359375,-0.037872314453125,94.77735900878906,208.0774383544922,186.0,0.9986900091171264,-0.17050623893737793,1.590429186820984,8182.2294921875,21.83403968811035,1.368108868598938,1.3712846040725708
icdg07p5q_flt.fits,F125W,7,101.0,0,0,29.663755,-0.0057373046875,-0.006011962890625,94.78044128417969,208.07388305664062,186.0,0.9991300106048584,-0.17716898024082184,1.5374070405960083,8234.8974609375,21.571491241455078,1.3559637069702148,1.3605296611785889
icdg07p6q_flt.fits,F125W,7,101.0,0,0,29.663755,-0.0043487548828125,-0.032196044921875,94.76519775390624,208.0616455078125,186.0,0.9990200400352478,-0.17996881902217865,1.5736145973205566,8240.318359375,21.782060623168945,1.3743120431900024,1.373529314994812
icdg07pcq_flt.fits,F125W,7,101.0,1,2,29.663755,10.117218017578123,-0.0610198974609375,104.8858642578125,208.0491485595703,96.0,0.9995700120925904,-0.17531415820121765,1.5363914966583252,8048.8359375,21.419828414916992,1.287050485610962,1.3341498374938965
icdg07pdq_flt.fits,F125W,7,101.0,1,2,29.663755,10.105209350585938,-0.0511016845703125,104.88407135009766,208.04872131347656,96.0,0.9996799826622008,-0.1502193957567215,1.519175410270691,8128.671875,21.38509750366211,1.2840970754623413,1.3395705223083496
icdg07peq_flt.fits,F125W,7,101.0,1,2,29.663755,10.117233276367188,-0.0491485595703125,104.88473510742188,208.04949951171875,112.0,0.999459981918335,-0.09986016154289246,1.5467873811721802,8168.66015625,21.5729923248291,1.2865550518035889,1.3333896398544312
icdg07pfq_flt.fits,F125W,7,101.0,1,2,29.663755,10.111549377441406,-0.0633087158203125,104.86715698242188,208.0269927978516,96.0,0.9995700120925904,-0.15143950283527374,1.5218154191970823,8149.0185546875,21.416019439697266,1.2861799001693726,1.33208167552948
icdg07plq_flt.fits,F125W,7,101.0,2,4,29.663755,0.01979827880859375,11.275398254394533,94.7936782836914,219.3336944580078,301.0,0.9991300106048584,-0.1721939742565155,1.4986639022827148,8035.4697265625,21.195852279663086,1.4344708919525146,1.7003366947174072
icdg07pmq_flt.fits,F125W,7,101.0,2,4,29.663755,0.009002685546875,11.26348114013672,94.78878784179688,219.32546997070312,69.0,0.9991300106048584,0.015316729433834553,1.5528744459152222,8193.6181640625,21.627155303955078,1.4244127273559568,1.6765912771224976
icdg07pnq_flt.fits,F125W,7,101.0,2,4,29.663755,-0.00762939453125,11.268302917480467,94.78648376464844,219.32652282714844,70.0,0.9996799826622008,-0.0166261475533247,1.5819789171218872,8213.69921875,21.80956268310547,1.4280341863632202,1.6820591688156128
icdg07poq_flt.fits,F125W,7,101.0,2,4,29.663755,0.04384613037109375,11.249275207519533,94.7837142944336,219.3168029785156,301.0,1.0002299547195437,-0.2049558013677597,1.5086959600448608,8129.7197265625,21.32692146301269,1.4304929971694946,1.6723999977111816
icdg07puq_flt.fits,F125W,7,101.0,3,6,29.663755,10.123390197753906,11.239532470703123,104.88053894042969,219.30807495117188,301.0,0.9992399811744691,-0.2656494081020355,1.497449278831482,8173.8447265625,21.298826217651367,1.3587101697921753,1.6033999919891355
icdg07pvq_flt.fits,F125W,7,101.0,3,6,29.663755,10.126869201660156,11.226325988769533,104.88580322265624,219.290771484375,301.0,0.996820032596588,-0.26914215087890625,1.5278778076171875,8163.67431640625,21.461788177490234,1.3548433780670166,1.5772843360900881
icdg07pwq_flt.fits,F125W,7,101.0,3,6,29.663755,10.114837646484377,11.242721557617188,104.8882064819336,219.2900695800781,301.0,0.9978100061416626,-0.2330170273780823,1.565540790557861,8183.7978515625,21.691930770874023,1.3515799045562744,1.5688428878784182
icdg07pxq_flt.fits,F125W,7,101.0,3,6,29.663755,10.132438659667967,11.237754821777344,104.89398193359376,219.2891998291016,301.0,0.9971500039100648,-0.2260448485612869,1.5835121870040894,8193.4423828125,21.802743911743164,1.3442565202713013,1.5611732006072998
icdg07q3q_flt.fits,F125W,7,101.0,2,8,29.663755,0.06255340576171875,11.255821228027344,94.8177719116211,219.3394927978516,301.0,0.9988000392913818,-0.16963613033294678,1.5035244226455688,8160.24853515625,21.322046279907227,1.414054274559021,1.6821597814559937
icdg07q4q_flt.fits,F125W,7,101.0,2,8,29.663755,0.088714599609375,11.277435302734375,94.8206024169922,219.34164428710938,301.0,0.9990200400352478,-0.15569068491458893,1.5041748285293581,8172.7265625,21.33555030822754,1.406347393989563,1.6778666973114014
icdg07q5q_flt.fits,F125W,7,101.0,2,8,29.663755,0.01976776123046875,11.29132080078125,94.83068084716795,219.36355590820312,69.0,0.9997900128364564,0.056606072932481766,1.572265863418579,8226.9560546875,21.763978958129886,1.4001771211624146,1.7033909559249878
icdg07q6q_flt.fits,F125W,7,101.0,2,8,29.663755,0.08087921142578125,11.255104064941406,94.81926727294922,219.33721923828125,301.0,0.9992399811744691,-0.14972257614135742,1.4756327867507937,8163.6875,21.16946220397949,1.4116803407669067,1.6765766143798828
