FILENAME,FILTER,ORBIT,POSANG,DITHER,EXPOSURE_SET,OBS_DATE,OBS_TIME,EXPOSURE_TIME,FIELD10,FIELD11,XOFF,YOFF,XCENTER,YCENTER,PSF_ID,PSF_AMPLITUTE,SKY_LEVEL,SKY_SIGMA,FLUX,FLUXERR,XFWHM,YFWHM
icdg10u0q_myfits.fits,F125W,10,129.0,0,0,2013-10-16,20:40:40,29.663755,15.8975830078125,8.265274047851562,15.897575378417969,8.2652587890625,129.19723510742188,222.09146118164062,0.0,0.9923099875450134,-0.06519244611263275,1.5511595010757446,8178.58349609375,21.60565185546875,1.4680007696151733,1.4111961126327515
icdg10u1q_myfits.fits,F125W,10,129.0,0,0,2013-10-16,20:41:28,29.663755,15.903305053710938,8.269996643066406,15.903305053710938,8.270004272460938,129.18612670898438,222.1006622314453,0.0,0.9928600192070007,-0.04544666409492493,1.5897467136383057,8176.056640625,21.82532501220703,1.4559181928634644,1.4040546417236328
icdg10u2q_myfits.fits,F125W,10,129.0,0,0,2013-10-16,20:42:16,29.663755,15.895004272460938,8.270843505859375,15.894996643066406,8.270828247070312,129.18519592285156,222.0952606201172,0.0,0.9923099875450134,-0.04104644060134888,1.5935165882110596,8213.7451171875,21.876205444335938,1.454476237297058,1.4133976697921753
icdg10u3q_myfits.fits,F125W,10,129.0,0,0,2013-10-16,20:43:04,29.663755,15.895721435546875,8.260429382324219,15.895721435546875,8.260421752929688,129.18138122558594,222.096923828125,0.0,0.9927499890327454,-0.05971362441778183,1.588645339012146,8214.6611328125,21.848758697509766,1.4436392784118652,1.3984025716781616
icdg10u4q_myfits.fits,F160W,10,129.0,0,1,2013-10-16,20:43:58,14.970785000000001,15.991004943847654,8.310165405273438,15.991004943847656,8.310165405273438,129.10867309570312,222.2753448486328,2.0,0.9945099949836731,0.03027060627937317,2.12113356590271,8348.6552734375,30.24888038635254,1.3880974054336548,1.5212913751602173
icdg10u5q_myfits.fits,F160W,10,129.0,0,1,2013-10-16,20:44:31,14.970785000000001,15.977294921875,8.298324584960938,15.977294921875,8.298324584960938,129.10855102539062,222.2745819091797,2.0,0.9972600340843201,-0.013516409322619438,2.140686273574829,8329.06640625,30.336523056030273,1.3942418098449707,1.5257878303527832
icdg10u6q_myfits.fits,F160W,10,129.0,0,1,2013-10-16,20:45:04,14.970785000000001,15.97906494140625,8.304336547851562,15.97906494140625,8.3043212890625,129.10157775878906,222.27713012695312,2.0,0.9927499890327454,-0.003888032864779234,2.0888848304748535,8301.89453125,30.018136978149414,1.3954713344573975,1.5265216827392578
icdg10u7q_myfits.fits,F160W,10,129.0,0,1,2013-10-16,20:45:37,14.970785000000001,15.993927001953125,8.299659729003906,15.993927001953125,8.299659729003906,129.10704040527344,222.27731323242188,2.0,0.9971500039100647,-0.005702463909983635,2.1029245853424072,8297.2451171875,30.090730667114258,1.398958683013916,1.5301153659820557
icdg10u8q_myfits.fits,F160W,10,129.0,0,1,2013-10-16,20:46:10,14.970785000000001,15.967140197753904,8.293815612792969,15.967140197753906,8.293830871582031,129.10374450683594,222.27444458007812,2.0,0.9930800199508667,-0.007888932712376118,2.0996100902557373,8343.5947265625,30.123775482177734,1.3965582847595215,1.5247043371200562
icdg10u9q_myfits.fits,F125W,10,129.0,0,2,2013-10-16,20:46:49,29.663755,15.88555145263672,8.264884948730469,15.88555908203125,8.264900207519531,129.18087768554688,222.10595703125,0.0,0.9906600117683411,-0.037722788751125336,1.599927544593811,8211.2109375,21.911388397216797,1.4555308818817139,1.4177780151367188
icdg10uaq_myfits.fits,F125W,10,129.0,0,2,2013-10-16,20:47:37,29.663755,15.901611328125,8.276473999023438,15.901618957519531,8.2764892578125,129.16806030273438,222.10125732421875,0.0,0.9930800199508667,-0.06619374454021454,1.601683259010315,8178.65576171875,21.896528244018555,1.4351741075515747,1.4094600677490234
icdg10ubq_myfits.fits,F125W,10,129.0,0,2,2013-10-16,20:48:25,29.663755,15.89434051513672,8.279220581054688,15.894332885742188,8.279212951660156,129.17526245117188,222.10501098632812,0.0,0.9906600117683411,-0.06051797792315483,1.6532444953918457,8205.4560546875,22.219146728515625,1.4443949460983276,1.4172872304916382
icdg10ucq_myfits.fits,F125W,10,129.0,0,2,2013-10-16,20:49:13,29.663755,15.882339477539062,8.249313354492188,15.882339477539062,8.249305725097656,129.1737823486328,222.10240173339844,0.0,0.9918699860572815,-0.062485918402671814,1.6145609617233276,8214.1328125,21.99871253967285,1.4360848665237427,1.4085227251052856
icdg10udq_myfits.fits,F160W,10,129.0,0,3,2013-10-16,20:50:07,14.970785000000001,15.990684509277346,8.313217163085938,15.990684509277344,8.313232421875,129.10153198242188,222.27630615234375,2.0,0.9924200177192688,-0.03805768862366676,2.0745773315429688,8347.30859375,29.989849090576172,1.3909791707992554,1.5203288793563843
icdg10ueq_myfits.fits,F160W,10,129.0,0,3,2013-10-16,20:50:40,14.970785000000001,15.973236083984375,8.298835754394531,15.973236083984375,8.298835754394531,129.0984649658203,222.2831573486328,2.0,0.9958299994468689,-0.03157682716846466,2.0701870918273926,8331.408203125,29.948017120361328,1.3886375427246094,1.5387251377105713
icdg10ufq_myfits.fits,F160W,10,129.0,0,3,2013-10-16,20:51:13,14.970785000000001,15.97064971923828,8.300605773925781,15.970649719238281,8.300590515136719,129.0982666015625,222.281982421875,2.0,0.995169997215271,-0.03854982182383537,2.1045289039611816,8332.2783203125,30.138486862182617,1.3851945400238037,1.5247975587844849
icdg10ugq_myfits.fits,F160W,10,129.0,0,3,2013-10-16,20:51:46,14.970785000000001,15.97809600830078,8.322868347167969,15.978096008300781,8.322860717773438,129.0992431640625,222.2769012451172,2.0,0.9947299957275391,-0.06365597993135452,2.1259167194366455,8318.0419921875,30.241750717163086,1.390506625175476,1.5357946157455444
icdg10uhq_myfits.fits,F160W,10,129.0,0,3,2013-10-16,20:52:19,14.970785000000001,15.958839416503904,8.32830810546875,15.958839416503906,8.328315734863281,129.10536193847656,222.2800750732422,2.0,0.9965999722480774,-0.03966785967350006,2.134049654006958,8347.3212890625,30.31947898864746,1.3880856037139893,1.536585807800293
icdg10uiq_myfits.fits,F125W,10,129.0,0,4,2013-10-16,20:52:58,29.663755,15.926910400390625,8.301719665527344,15.926918029785156,8.301742553710938,129.17059326171875,222.1095733642578,0.0,0.9900000095367432,-0.05325987935066223,1.5825213193893433,8199.486328125,21.80170440673828,1.442006230354309,1.428637146949768
icdg10ujq_myfits.fits,F125W,10,129.0,0,4,2013-10-16,20:53:46,29.663755,15.914390563964846,8.299842834472656,15.914382934570312,8.299842834472656,129.17144775390625,222.10719299316406,0.0,0.9914299845695496,-0.07542401552200317,1.624953031539917,8207.8515625,22.05459976196289,1.4384602308273315,1.424670696258545
icdg10ukq_myfits.fits,F125W,10,129.0,0,4,2013-10-16,20:54:34,29.663755,15.891448974609375,8.276161193847656,15.891441345214844,8.276145935058594,129.1708526611328,222.1084747314453,0.0,0.9928600192070007,-0.06765218079090118,1.6460378170013428,8217.310546875,22.18562126159668,1.4393162727355957,1.4229998588562012
icdg10ulq_myfits.fits,F125W,10,129.0,0,4,2013-10-16,20:55:22,29.663755,15.87738037109375,8.274551391601562,15.87738037109375,8.274551391601562,129.17098999023438,222.10836791992188,0.0,0.9925299882888794,-0.06835898756980896,1.6188260316848755,8237.2294921875,22.041261672973633,1.437553882598877,1.421698808670044
icdg10umq_myfits.fits,F160W,10,129.0,0,5,2013-10-16,20:56:16,14.970785000000001,15.983802795410154,8.330253601074219,15.983802795410156,8.330253601074219,129.09552001953125,222.27987670898438,2.0,0.9926400184631348,-0.02930915541946888,2.1295762062072754,8323.0556640625,30.267724990844727,1.3840396404266357,1.526505708694458
icdg10unq_myfits.fits,F160W,10,129.0,0,5,2013-10-16,20:56:49,14.970785000000001,15.981582641601562,8.316978454589844,15.981575012207031,8.316986083984375,129.10247802734375,222.280029296875,2.0,0.995169997215271,-0.03467302396893501,2.114482879638672,8397.2333984375,30.265533447265625,1.3925275802612305,1.539332628250122
icdg10uoq_myfits.fits,F160W,10,129.0,0,5,2013-10-16,20:57:22,14.970785000000001,15.969131469726562,8.324722290039062,15.969131469726562,8.324737548828125,129.10487365722656,222.28407287597656,2.0,0.9930800199508667,-0.06537347286939621,2.1666855812072754,8342.72265625,30.49772071838379,1.3857355117797852,1.5406813621520996
icdg10upq_myfits.fits,F160W,10,129.0,0,5,2013-10-16,20:57:55,14.970785000000001,15.978713989257812,8.339302062988281,15.978713989257812,8.339302062988281,129.1040802001953,222.29273986816406,2.0,0.9909899830818176,-0.04432206600904465,2.083559036254883,8336.3857421875,30.02711296081543,1.3897173404693604,1.554202675819397
icdg10uqq_myfits.fits,F160W,10,129.0,0,5,2013-10-16,20:58:28,14.970785000000001,15.986068725585938,8.325775146484375,15.986068725585938,8.325775146484375,129.1002197265625,222.2862091064453,2.0,0.9986900091171265,-0.055458784103393555,2.102205514907837,8336.599609375,30.130393981933594,1.395188331604004,1.5557633638381958
icdg10urq_myfits.fits,F125W,10,129.0,0,6,2013-10-16,20:59:07,29.663755,15.921310424804688,8.293296813964844,15.921302795410156,8.293304443359375,129.17703247070312,222.1087188720703,0.0,0.9916499853134155,-0.04244035854935646,1.6227917671203613,8163.12060546875,22.007726669311523,1.4482197761535645,1.4336997270584106
icdg10usq_myfits.fits,F125W,10,129.0,0,6,2013-10-16,20:59:55,29.663755,15.906082153320312,8.307205200195312,15.906089782714844,8.307228088378906,129.1896514892578,222.09686279296875,0.0,0.9900000095367432,-0.022912558168172836,1.623689889907837,8215.6845703125,22.053197860717773,1.4617652893066406,1.4277878999710083
icdg10utq_myfits.fits,F125W,10,129.0,0,6,2013-10-16,21:00:43,29.663755,15.885467529296875,8.338638305664062,15.885467529296875,8.338615417480469,129.1466827392578,222.15367126464844,0.0,0.9920899868011475,-0.0920153558254242,1.6654483079910278,8203.7177734375,22.290098190307617,1.416935920715332,1.4513404369354248
icdg10uuq_myfits.fits,F125W,10,129.0,0,6,2013-10-16,21:01:31,29.663755,15.917465209960938,8.311454772949219,15.917457580566406,8.311431884765625,129.18780517578125,222.110595703125,0.0,0.9926400184631348,-0.0717022567987442,1.6643503904342651,8204.5751953125,22.28423309326172,1.4521543979644775,1.4331283569335938
icdg10uvq_myfits.fits,F160W,10,129.0,0,7,2013-10-16,21:02:25,14.970785000000001,15.979957580566404,8.330078125,15.979957580566406,8.330101013183594,129.10105895996094,222.3123016357422,2.0,0.9900000095367432,-0.059112079441547394,2.125279664993286,8370.158203125,30.295700073242188,1.3936342000961304,1.5845638513565063
icdg10uwq_myfits.fits,F160W,10,129.0,0,7,2013-10-16,21:02:58,14.970785000000001,15.99005126953125,8.3306884765625,15.99005126953125,8.3306884765625,129.11129760742188,222.301513671875,2.0,0.9924200177192688,-0.03845123574137688,2.11639404296875,8364.9970703125,30.240558624267578,1.3941084146499634,1.5597965717315674
icdg10uxq_myfits.fits,F160W,10,129.0,0,7,2013-10-16,21:03:31,14.970785000000001,15.993659973144533,8.3551025390625,15.993659973144531,8.3551025390625,129.10369873046875,222.30764770507812,2.0,0.9927499890327454,-0.049149878323078156,2.108865261077881,8319.9248046875,30.148868560791016,1.3945778608322144,1.5797773599624634
icdg10uyq_myfits.fits,F160W,10,129.0,0,7,2013-10-16,21:04:04,14.970785000000001,15.980148315429688,8.352798461914062,15.980148315429688,8.352790832519531,129.1049041748047,222.31353759765625,2.0,0.9930800199508667,-0.0523686558008194,2.089886426925659,8318.865234375,30.042545318603516,1.3981046676635742,1.5726767778396606
icdg10uzq_myfits.fits,F160W,10,129.0,0,7,2013-10-16,21:04:37,14.970785000000001,15.98711395263672,8.351982116699219,15.987113952636719,8.351982116699219,129.1114044189453,222.30528259277344,2.0,0.9917600154876709,-0.05773450806736946,2.122286796569824,8386.65625,30.297225952148438,1.3976538181304932,1.5678008794784546
icdg10v0q_myfits.fits,F125W,10,129.0,0,8,2013-10-16,21:05:16,29.663755,15.903083801269533,8.315185546875,15.903091430664062,8.315208435058594,129.18252563476562,222.13548278808594,0.0,0.9948400259017944,-0.08757931739091873,1.6136857271194458,8152.35986328125,21.946218490600586,1.4530069828033447,1.449038028717041
icdg10v1q_myfits.fits,F125W,10,129.0,0,8,2013-10-16,21:06:04,29.663755,15.913345336914062,8.306831359863281,15.913337707519531,8.306808471679688,129.1812744140625,222.1321563720703,0.0,0.9925299882888794,-0.07711246609687805,1.6404850482940674,8193.529296875,22.134830474853516,1.4511990547180176,1.44465172290802
icdg10v2q_myfits.fits,F125W,10,129.0,0,8,2013-10-16,21:06:52,29.663755,15.926383972167967,8.321037292480469,15.926383972167969,8.321037292480469,129.18240356445312,222.1371612548828,0.0,0.9923099875450134,-0.08760999888181686,1.637388825416565,8198.0478515625,22.12005615234375,1.4447194337844849,1.4400396347045898
icdg10v3q_myfits.fits,F125W,10,129.0,0,8,2013-10-16,21:07:40,29.663755,15.94921875,8.332260131835938,15.949226379394531,8.332275390625,129.18374633789062,222.13031005859375,0.0,0.9923099875450134,-0.02636845037341118,1.6466264724731445,8206.513671875,22.18088722229004,1.4599552154541016,1.4457954168319702
icdg10v4q_myfits.fits,F160W,10,129.0,0,9,2013-10-16,21:08:34,14.970785000000001,15.995834350585938,8.361198425292969,15.995834350585938,8.361190795898438,129.1099090576172,222.3167266845703,2.0,0.9922000169754028,-0.08221487700939178,2.085293769836426,8313.25390625,30.01094627380371,1.390815258026123,1.584452509880066
icdg10v5q_myfits.fits,F160W,10,129.0,0,9,2013-10-16,21:09:07,14.970785000000001,15.98223114013672,8.337577819824219,15.982231140136719,8.337577819824219,129.10757446289062,222.31553649902344,2.0,0.9946200251579285,-0.04646855965256691,2.1160600185394287,8308.162109375,30.175865173339844,1.3893697261810303,1.5791010856628418
icdg10v6q_myfits.fits,F160W,10,129.0,0,9,2013-10-16,21:09:40,14.970785000000001,16.016975402832028,8.374443054199219,16.016983032226562,8.37445068359375,129.11337280273438,222.3397216796875,2.0,0.9935200214385986,-0.05227002874016762,2.115321397781372,8383.7431640625,30.255298614501953,1.4094499349594116,1.6127477884292603
icdg10v7q_myfits.fits,F160W,10,129.0,0,9,2013-10-16,21:10:13,14.970785000000001,16.005844116210938,8.360183715820312,16.005844116210938,8.360183715820312,129.09979248046875,222.32000732421875,2.0,0.9963799715042114,-0.11433614790439606,2.112602472305298,8318.43359375,30.16798973083496,1.3874001502990723,1.5924174785614014
icdg10v8q_myfits.fits,F160W,10,129.0,0,9,2013-10-16,21:10:46,14.970785000000001,16.007270812988278,8.361892700195312,16.00727081298828,8.361900329589844,129.12008666992188,222.3253936767578,2.0,0.9924200177192688,-0.043898340314626694,2.1266028881073,8326.3193359375,30.254718780517578,1.402185082435608,1.5985404253005981
icdg10v9q_myfits.fits,F125W,10,129.0,0,10,2013-10-16,21:11:25,29.663755,15.926719665527346,8.3162841796875,15.926727294921875,8.316299438476562,129.18763732910156,222.13954162597656,0.0,0.9937400221824646,-0.0721692368388176,1.6491285562515259,8182.748046875,22.177589416503906,1.45768141746521,1.4576727151870728
icdg10vaq_myfits.fits,F125W,10,129.0,0,10,2013-10-16,21:12:13,29.663755,15.960037231445312,8.348159790039062,15.960044860839844,8.348175048828125,129.1854248046875,222.14712524414062,0.0,0.9942899942398071,-0.07022777944803238,1.607229232788086,8193.005859375,21.939807891845703,1.4590140581130981,1.4626309871673584
