FILENAME,FILTER,ORBIT,POSANG,DITHER,EXPOSURE_SET,OBS_DATE,OBS_TIME,EXPOSURE_TIME,XOFF,YOFF,XCENTER,YCENTER,PSF_ID,PSF_AMPLITUTE,SKY_LEVEL,SKY_SIGMA,FLUX,FLUXERR,XFWHM,YFWHM,CONTAMINATED
icdg07p3q_noramp.fits,F125W,7,101.0,0,0,2013-10-16,15:53:47,29.663755,0.0,0.0,94.78509521484375,208.07212829589844,70.0,0.9943673014640808,-0.12122473120689392,1.7625397443771362,8297.0654296875,28.067581176757812,1.3561657667160034,1.3658690452575684,0.0
icdg07p4q_noramp.fits,F125W,7,101.0,0,0,2013-10-16,15:54:35,29.663755,0.00420379638671875,-0.0383453369140625,94.77803039550781,208.0775604248047,70.0,0.9971746802330017,-0.09564946591854095,1.7661961317062378,8339.953125,28.094276428222656,1.357153296470642,1.3630872964859009,0.0
icdg07p5q_noramp.fits,F125W,7,101.0,0,0,2013-10-16,15:55:23,29.663755,-0.0057373046875,-0.0059814453125,94.77935791015625,208.0760955810547,70.0,1.0003060102462769,-0.14345167577266693,1.7854262590408325,8364.4365234375,27.218088150024414,1.3535600900650024,1.3623837232589722,0.0
icdg07p6q_noramp.fits,F125W,7,101.0,0,0,2013-10-16,15:56:11,29.663755,-0.0041961669921875,-0.0323944091796875,94.7780990600586,208.07766723632812,70.0,1.0012754201889038,-0.13945046067237854,1.7785773277282715,8360.2626953125,29.076601028442383,1.3632287979125977,1.372784972190857,0.0
icdg07p7q_noramp.fits,F160W,7,101.0,0,1,2013-10-16,15:57:05,14.970785,0.0,0.0,94.66261291503906,208.2202606201172,101.0,1.0061143636703491,-0.23513776063919067,2.3753483295440674,8420.9228515625,39.74702072143555,1.610097885131836,1.5109394788742065,0.0
icdg07p8q_noramp.fits,F160W,7,101.0,0,1,2013-10-16,15:57:38,14.970785,-0.002227783203125,0.00160980224609375,94.66062927246094,208.21632385253906,98.0,0.9988744258880615,-0.22470885515213013,2.4279685020446777,8522.083984375,39.807865142822266,1.6238539218902588,1.5137114524841309,0.0
icdg07p9q_noramp.fits,F160W,7,101.0,0,1,2013-10-16,15:58:11,14.970785,0.00696563720703125,0.00481414794921875,94.65239715576172,208.22308349609375,101.0,1.0068467855453491,-0.27920249104499817,2.4221041202545166,8427.583984375,39.82662582397461,1.621198058128357,1.5195435285568237,0.0
icdg07paq_noramp.fits,F160W,7,101.0,0,1,2013-10-16,15:58:44,14.970785,0.00862884521484375,-0.007293701171875,94.65079498291016,208.22576904296875,101.0,1.0059255361557007,-0.3152063190937042,2.414571523666382,8438.1611328125,39.811317443847656,1.6403979063034058,1.5250356197357178,0.0
icdg07pbq_noramp.fits,F160W,7,101.0,0,1,2013-10-16,15:59:17,14.970785,-0.0067291259765625,0.00621795654296875,94.65882110595703,208.22264099121094,99.0,1.0092060565948486,-0.2871730923652649,2.436220645904541,8370.1494140625,39.80706787109375,1.6244816780090332,1.526576280593872,0.0
icdg07pcq_noramp.fits,F125W,7,101.0,1,2,2013-10-16,16:00:32,29.663755,10.106796264648438,-0.0346527099609375,104.88148498535156,208.04571533203125,70.0,1.0107126235961914,-0.3152458369731903,1.710144281387329,8211.7021484375,29.448381423950195,1.2795863151550293,1.3242586851119995,1.0
icdg07pdq_noramp.fits,F125W,7,101.0,1,2,2013-10-16,16:01:20,29.663755,10.094352722167969,-0.0240936279296875,104.88363647460938,208.05088806152344,70.0,1.012652039527893,-0.2807381749153137,1.6972944736480713,8251.3193359375,29.495943069458008,1.2751753330230713,1.323188304901123,1.0
icdg07peq_noramp.fits,F125W,7,101.0,1,2,2013-10-16,16:02:08,29.663755,10.106903076171875,-0.0226593017578125,104.88349914550781,208.0543670654297,70.0,1.0148038864135742,-0.3020431399345398,1.6709049940109253,8308.8525390625,29.53662109375,1.2773942947387695,1.3255587816238403,1.0
icdg07pfq_noramp.fits,F125W,7,101.0,1,2,2013-10-16,16:02:56,29.663755,10.1011962890625,-0.037261962890625,104.88514709472656,208.0518798828125,70.0,1.0150717496871948,-0.27202433347702026,1.714665174484253,8279.3642578125,30.052167892456055,1.2953746318817139,1.3485441207885742,1.0
icdg07pgq_noramp.fits,F160W,7,101.0,1,3,2013-10-16,16:03:50,14.970785,10.133110046386719,0.0007781982421875,104.79300689697266,208.19583129882812,73.0,1.0044299364089966,-0.18264804780483246,2.469459295272827,8434.03125,41.58287811279297,1.4136626720428467,1.4528636932373047,1.0
icdg07phq_noramp.fits,F160W,7,101.0,1,3,2013-10-16,16:04:23,14.970785,10.128959655761719,0.00598907470703125,104.79350280761719,208.19422912597656,73.0,1.0046764612197876,-0.16648174822330475,2.3779072761535645,8422.970703125,39.770057678222656,1.429354190826416,1.4661535024642944,1.0
icdg07piq_noramp.fits,F160W,7,101.0,1,3,2013-10-16,16:04:56,14.970785,10.127540588378906,0.0062408447265625,104.79595184326172,208.19569396972656,73.0,1.004635214805603,-0.1473756581544876,2.417553663253784,8407.6943359375,39.770835876464844,1.4223272800445557,1.4595389366149902,1.0
icdg07pjq_noramp.fits,F160W,7,101.0,1,3,2013-10-16,16:05:29,14.970785,10.1434326171875,0.0123291015625,104.79896545410156,208.19273376464844,73.0,1.0060248374938965,-0.23784945905208588,2.4382078647613525,8482.2578125,39.906822204589844,1.418426275253296,1.4590609073638916,1.0
icdg07pkq_noramp.fits,F160W,7,101.0,1,3,2013-10-16,16:06:02,14.970785,10.141036987304688,0.012451171875,104.79706573486328,208.2004852294922,73.0,1.0095229148864746,-0.22169555723667145,2.4396889209747314,8422.3759765625,39.8697395324707,1.4095460176467896,1.4584168195724487,1.0
icdg07plq_noramp.fits,F125W,7,101.0,2,4,2013-10-16,16:07:18,29.663755,0.02190399169921875,11.270256042480469,94.79472351074219,219.34188842773438,67.0,0.9901183843612671,0.037269968539476395,1.8643088340759277,8207.705078125,27.15957260131836,1.4257819652557373,1.6998764276504517,0.0
icdg07pmq_noramp.fits,F125W,7,101.0,2,4,2013-10-16,16:08:06,29.663755,0.0111236572265625,11.258377075195312,94.78922271728516,219.3226318359375,320.0,0.9941844940185547,-0.17768007516860962,1.7345231771469116,8231.2607421875,27.02164077758789,1.423635482788086,1.673535704612732,0.0
icdg07pnq_noramp.fits,F125W,7,101.0,2,4,2013-10-16,16:08:54,29.663755,-0.005523681640625,11.263229370117188,94.78910827636719,219.32394409179688,320.0,0.993341863155365,-0.17051851749420166,1.7070475816726685,8282.12890625,27.335552215576172,1.4217493534088135,1.675245761871338,0.0
icdg07poq_noramp.fits,F125W,7,101.0,2,4,2013-10-16,16:09:42,29.663755,0.04601287841796875,11.244125366210938,94.78761291503906,219.31900024414062,70.0,0.994091808795929,0.02331857942044735,1.865845799446106,8226.9931640625,26.49508285522461,1.4247159957885742,1.669667363166809,0.0
