FILENAME,FILTER,ORBIT,POSANG,DITHER,EXPOSURE_SET,OBS_DATE,OBS_TIME,EXPOSURE_TIME,FIELD10,FIELD11,XOFF,YOFF,XCENTER,YCENTER,PSF_ID,PSF_AMPLITUTE,SKY_LEVEL,SKY_SIGMA,FLUX,FLUXERR,XFWHM,YFWHM
icdg10u0q_myfits.fits,F125W,10,129.0,0,0,2013-10-16,20:40:40,29.663755,15.8975830078125,8.265274047851562,0.0,0.0,129.1982421875,222.09202575683594,0.0,0.9900000095367432,-7.592398643493652,17.747419357299805,9140.8876953125,159.13348388671875,1.4723472595214844,1.414258599281311
icdg10u1q_myfits.fits,F125W,10,129.0,0,0,2013-10-16,20:41:28,29.663755,15.903305053710938,8.269996643066406,0.00571441650390625,0.004730224609375,129.18768310546875,222.0997772216797,0.0,0.9900000095367432,-7.454605579376221,17.526325225830078,9121.73046875,157.17324829101562,1.4558268785476685,1.4053415060043335
icdg10u2q_myfits.fits,F125W,10,129.0,0,0,2013-10-16,20:42:16,29.663755,15.895004272460938,8.270843505859375,-0.0025634765625,0.00557708740234375,129.18675231933594,222.0957489013672,0.0,0.9900000095367432,-7.5637078285217285,17.59691619873047,9163.447265625,157.80287170410156,1.4604747295379639,1.4172711372375488
icdg10u3q_myfits.fits,F125W,10,129.0,0,0,2013-10-16,20:43:04,29.663755,15.895721435546875,8.260429382324219,-0.001861572265625,-0.0047607421875,129.18333435058594,222.09739685058594,0.0,0.9900000095367432,-7.4479498863220215,17.508676528930664,9152.8115234375,157.02027893066406,1.4510246515274048,1.4050339460372925
icdg10u4q_myfits.fits,F160W,10,129.0,0,1,2013-10-16,20:43:58,14.970785000000001,15.991004943847654,8.310165405273438,0.0,0.0,129.11009216308594,222.27215576171875,2.0,0.9900000095367432,-6.761120796203613,15.74050235748291,9453.154296875,142.50987243652344,1.3943939208984375,1.524215579032898
icdg10u5q_myfits.fits,F160W,10,129.0,0,1,2013-10-16,20:44:31,14.970785000000001,15.977294921875,8.298324584960938,-0.0136871337890625,-0.0118255615234375,129.10897827148438,222.27264404296875,2.0,0.9900000095367432,-6.6772565841674805,15.68124008178711,9412.0322265625,141.98037719726562,1.4013683795928955,1.5318032503128052
icdg10u6q_myfits.fits,F160W,10,129.0,0,1,2013-10-16,20:45:04,14.970785000000001,15.97906494140625,8.304336547851562,-0.011962890625,-0.005828857421875,129.1014404296875,222.27554321289062,2.0,0.9900000095367432,-6.784083366394043,15.89824104309082,9413.5908203125,143.88462829589844,1.4009722471237183,1.530222773551941
icdg10u7q_myfits.fits,F160W,10,129.0,0,1,2013-10-16,20:45:37,14.970785000000001,15.993927001953125,8.299659729003906,0.00286865234375,-0.0104522705078125,129.10560607910156,222.27590942382812,2.0,0.9900000095367432,-6.863850116729736,15.507426261901855,9399.1298828125,140.45291137695312,1.4056931734085083,1.5374451875686646
icdg10u8q_myfits.fits,F160W,10,129.0,0,1,2013-10-16,20:46:10,14.970785000000001,15.967140197753904,8.293815612792969,-0.0238494873046875,-0.0163421630859375,129.10264587402344,222.271484375,2.0,0.9900000095367432,-6.793637752532959,15.625456809997559,9431.7822265625,141.49575805664062,1.4026674032211304,1.5300167798995972
icdg10u9q_myfits.fits,F125W,10,129.0,0,2,2013-10-16,20:46:49,29.663755,15.88555145263672,8.264884948730469,-0.011962890625,-7.62939453125e-05,129.1825408935547,222.1060333251953,0.0,0.9900000095367432,-7.497613430023193,17.584794998168945,9149.3291015625,157.69403076171875,1.4597408771514893,1.4222171306610107
icdg10uaq_myfits.fits,F125W,10,129.0,0,2,2013-10-16,20:47:37,29.663755,15.901611328125,8.276473999023438,0.00405120849609375,0.01123809814453125,129.17857360839844,222.1018524169922,0.0,0.9900000095367432,-7.559732437133789,17.65382957458496,9145.2421875,158.3050079345703,1.4552274942398071,1.4206733703613281
icdg10ubq_myfits.fits,F125W,10,129.0,0,2,2013-10-16,20:48:25,29.663755,15.89434051513672,8.279220581054688,-0.0032196044921875,0.0140533447265625,129.17613220214844,222.10604858398438,0.0,0.9900000095367432,-7.5513129234313965,17.661176681518555,9189.568359375,158.3748016357422,1.447905421257019,1.4218567609786987
icdg10ucq_myfits.fits,F125W,10,129.0,0,2,2013-10-16,20:49:13,29.663755,15.882339477539062,8.249313354492188,-0.015228271484375,-0.015533447265625,129.17837524414062,222.1000213623047,0.0,0.9900000095367432,-7.425534725189209,17.524702072143555,9159.482421875,157.1629180908203,1.4490532875061035,1.4206949472427368
icdg10udq_myfits.fits,F160W,10,129.0,0,3,2013-10-16,20:50:07,14.970785000000001,15.990684509277346,8.313217163085938,-0.0003662109375,0.003082275390625,129.1024932861328,222.2746124267578,2.0,0.9900000095367432,-6.902955055236816,15.917250633239746,9446.2529296875,144.0590362548828,1.3963247537612915,1.5306960344314575
icdg10ueq_myfits.fits,F160W,10,129.0,0,3,2013-10-16,20:50:40,14.970785000000001,15.973236083984375,8.298835754394531,-0.017822265625,-0.0113525390625,129.09616088867188,222.28314208984375,2.0,0.9900000095367432,-7.102716445922852,15.989229202270508,9452.0146484375,144.69203186035156,1.3960230350494385,1.5483524799346924
icdg10ufq_myfits.fits,F160W,10,129.0,0,3,2013-10-16,20:51:13,14.970785000000001,15.97064971923828,8.300605773925781,-0.020355224609375,-0.0095672607421875,129.0972442626953,222.28016662597656,2.0,0.9900000095367432,-6.77341890335083,15.700761795043945,9421.1337890625,142.1537628173828,1.3917802572250366,1.5332733392715454
icdg10ugq_myfits.fits,F160W,10,129.0,0,3,2013-10-16,20:51:46,14.970785000000001,15.97809600830078,8.322868347167969,-0.0129547119140625,0.01264190673828125,129.09811401367188,222.2752227783203,2.0,0.9900000095367432,-6.819039344787598,15.791991233825684,9409.74609375,142.95143127441406,1.398217797279358,1.5420253276824951
icdg10uhq_myfits.fits,F160W,10,129.0,0,3,2013-10-16,20:52:19,14.970785000000001,15.958839416503904,8.32830810546875,-0.03216552734375,0.01802825927734375,129.10562133789062,222.2780303955078,2.0,0.9900000095367432,-6.846153736114502,15.62296199798584,9434.072265625,141.4744110107422,1.395021915435791,1.5437142848968506
icdg10uiq_myfits.fits,F125W,10,129.0,0,4,2013-10-16,20:52:58,29.663755,15.926910400390625,8.301719665527344,0.0290374755859375,0.0365447998046875,129.17518615722656,222.10691833496094,0.0,0.9900000095367432,-7.502038478851318,17.586645126342773,9152.234375,157.71070861816406,1.4500553607940674,1.4293169975280762
icdg10ujq_myfits.fits,F125W,10,129.0,0,4,2013-10-16,20:53:46,29.663755,15.914390563964846,8.299842834472656,0.0165252685546875,0.0347442626953125,129.17347717285156,222.10658264160156,0.0,0.9900000095367432,-7.483521938323975,17.678089141845703,9174.9697265625,158.5230255126953,1.4441633224487305,1.4272198677062988
icdg10ukq_myfits.fits,F125W,10,129.0,0,4,2013-10-16,20:54:34,29.663755,15.891448974609375,8.276161193847656,-0.0061187744140625,0.0111541748046875,129.1747589111328,222.1090087890625,0.0,0.9900000095367432,-7.4813690185546875,17.63322639465332,9184.771484375,158.12673950195312,1.4458138942718506,1.42436683177948
icdg10ulq_myfits.fits,F125W,10,129.0,0,4,2013-10-16,20:55:22,29.663755,15.87738037109375,8.274551391601562,-0.02008056640625,0.0096893310546875,129.1731719970703,222.1097412109375,0.0,0.9900000095367432,-7.316169738769531,17.589366912841797,9169.3232421875,157.73663330078125,1.443878412246704,1.426959753036499
