FILENAME,FILTER,ORBIT,POSANG,DITHER,EXPOSURE_SET,OBS_DATE,OBS_TIME,EXPOSURE_TIME,XOFF,YOFF,XCENTER,YCENTER,PSF_ID,PSF_AMPLITUTE,SKY_LEVEL,SKY_SIGMA,FLUX,FLUXERR,XFWHM,YFWHM,CONTAMINATED
icdg07p3q_noramp.fits,F125W,7,101.0,0,0,2013-10-16,15:53:47,29.663755,0.0,0.0,94.78494262695312,208.07188415527344,96.0,0.9964268803596497,-0.24296268820762634,1.8267436027526855,7730.39990234375,23.70901870727539,1.355281949043274,1.3665519952774048,0.0
icdg07p4q_noramp.fits,F125W,7,101.0,0,0,2013-10-16,15:54:35,29.663755,0.00420379638671875,-0.0383453369140625,94.77788543701172,208.077392578125,96.0,0.999528706073761,-0.19191627204418182,1.826851725578308,7772.0927734375,23.745004653930664,1.356197476387024,1.3636881113052368,0.0
icdg07p5q_noramp.fits,F125W,7,101.0,0,0,2013-10-16,15:55:23,29.663755,-0.0057373046875,-0.0059814453125,94.77921295166016,208.07586669921875,96.0,1.001479148864746,-0.24393382668495178,1.821960687637329,7796.88427734375,22.64793586730957,1.3526452779769897,1.3630528450012207,0.0
icdg07p6q_noramp.fits,F125W,7,101.0,0,0,2013-10-16,15:56:11,29.663755,-0.0041961669921875,-0.0323944091796875,94.77796173095703,208.07748413085938,96.0,1.0033864974975586,-0.24395741522312164,1.8025494813919067,7809.1513671875,24.85016441345215,1.3622627258300781,1.3734071254730225,0.0
icdg07p7q_noramp.fits,F160W,7,101.0,0,1,2013-10-16,15:57:05,14.970785,0.0,0.0,94.66352844238281,208.21945190429688,99.0,1.0056289434432983,-0.2166505753993988,2.4250786304473877,8007.9521484375,30.495399475097656,1.6088672876358032,1.5100359916687012,0.0
icdg07p8q_noramp.fits,F160W,7,101.0,0,1,2013-10-16,15:57:38,14.970785,-0.002227783203125,0.00160980224609375,94.66170501708984,208.2164306640625,99.0,1.0049870014190674,-0.2291821539402008,2.418905735015869,8068.9521484375,30.58287811279297,1.6186859607696533,1.512232780456543,0.0
icdg07p9q_noramp.fits,F160W,7,101.0,0,1,2013-10-16,15:58:11,14.970785,0.00696563720703125,0.00481414794921875,94.65333557128906,208.22227478027344,99.0,1.006737232208252,-0.26573729515075684,2.4256439208984375,8000.40576171875,30.486244201660156,1.6200400590896606,1.5186067819595337,0.0
icdg07paq_noramp.fits,F160W,7,101.0,0,1,2013-10-16,15:58:44,14.970785,0.00862884521484375,-0.007293701171875,94.6517562866211,208.22491455078125,99.0,1.0063029527664185,-0.24694055318832397,2.4467613697052,8010.01318359375,30.51873016357422,1.6392836570739746,1.5241460800170898,0.0
icdg07pbq_noramp.fits,F160W,7,101.0,0,1,2013-10-16,15:59:17,14.970785,-0.0067291259765625,0.00621795654296875,94.65882110595703,208.22264099121094,99.0,1.0092060565948486,-0.2871730923652649,2.436220645904541,7949.13330078125,30.434762954711914,1.6244816780090332,1.526576280593872,0.0
icdg07pcq_noramp.fits,F125W,7,101.0,1,2,2013-10-16,16:00:32,29.663755,10.106796264648438,-0.0346527099609375,104.88148498535156,208.04571533203125,70.0,1.0107126235961914,-0.3152458369731903,1.710144281387329,7702.80126953125,24.900135040283203,1.2795863151550293,1.3242586851119995,1.0
