FILENAME,FILTER,ORBIT,POSANG,DITHER,EXPOSURE_SET,OBS_DATE,OBS_TIME,EXPOSURE_TIME,XOFF,YOFF,XCENTER,YCENTER,PSF_ID,PSF_AMPLITUTE,SKY_LEVEL,SKY_SIGMA,FLUX,FLUXERR,XFWHM,YFWHM,CONTAMINATED
icdg07p3q_noramp.fits,F125W,7,101.0,0,0,2013-10-16,15:53:47,29.663755,0.0,0.0,94.784912109375,208.0734100341797,70.0,0.9943677186965942,-0.1212335079908371,1.7625329494476318,8247.1396484375,29.876745223999023,1.3561146259307861,1.367749571800232,0.0
icdg07p4q_noramp.fits,F125W,7,101.0,0,0,2013-10-16,15:54:35,29.663755,0.0041961669921875,-0.0383453369140625,94.77786254882812,208.07888793945312,70.0,0.9971755743026733,-0.09566664695739746,1.766194224357605,8289.7998046875,29.913904190063477,1.3571058511734009,1.3649317026138306,0.0
icdg07p5q_noramp.fits,F125W,7,101.0,0,0,2013-10-16,15:55:23,29.663755,-0.0057373046875,-0.0059814453125,94.77918243408203,208.07740783691406,70.0,1.0003048181533813,-0.14369142055511475,1.7854185104370117,8314.1357421875,29.158241271972656,1.3535287380218506,1.3642476797103882,0.0
icdg07p6q_noramp.fits,F125W,7,101.0,0,0,2013-10-16,15:56:11,29.663755,-0.0041961669921875,-0.0323944091796875,94.7779312133789,208.07899475097656,70.0,1.001275658607483,-0.13945560157299042,1.7785736322402954,8310.0166015625,30.878131866455078,1.363168716430664,1.3746827840805054,0.0
icdg07p7q_noramp.fits,F160W,7,101.0,0,1,2013-10-16,15:57:05,14.970785,0.0,0.0,94.6622085571289,208.22254943847656,101.0,1.0061143636703491,-0.23530028760433197,2.3756864070892334,8373.10546875,42.91047286987305,1.610394835472107,1.5139085054397583,0.0
icdg07p8q_noramp.fits,F160W,7,101.0,0,1,2013-10-16,15:57:38,14.970785,-0.002227783203125,0.00160980224609375,94.66023254394531,208.21859741210938,98.0,0.9988747835159302,-0.22471535205841064,2.4279696941375732,8473.515625,43.151268005371094,1.6241765022277832,1.5166484117507935,0.0
icdg07p9q_noramp.fits,F160W,7,101.0,0,1,2013-10-16,15:58:11,14.970785,0.00696563720703125,0.00481414794921875,94.65194702148438,208.22544860839844,101.0,1.0068467855453491,-0.27920249104499817,2.4221041202545166,8379.8193359375,43.147640228271484,1.6216036081314087,1.5225962400436401,0.0
icdg07paq_noramp.fits,F160W,7,101.0,0,1,2013-10-16,15:58:44,14.970785,0.0086212158203125,-0.007293701171875,94.65032196044922,208.2281494140625,101.0,1.0059258937835693,-0.315205842256546,2.4145758152008057,8390.4853515625,43.10672378540039,1.6407612562179565,1.5280932188034058,0.0
icdg07pbq_noramp.fits,F160W,7,101.0,0,1,2013-10-16,15:59:17,14.970785,-0.0067291259765625,0.00621795654296875,94.65837860107422,208.22500610351562,99.0,1.0092060565948486,-0.2871730923652649,2.436220645904541,8322.5302734375,43.18007278442383,1.6248575448989868,1.529652714729309,0.0
icdg07pcq_noramp.fits,F125W,7,101.0,1,2,2013-10-16,16:00:32,29.663755,10.106796264648438,-0.0346527099609375,104.88197326660156,208.04669189453125,70.0,1.0107131004333496,-0.3152547776699066,1.7101391553878784,8173.06884765625,30.995458602905273,1.2808544635772705,1.3260525465011597,1.0
icdg07pdq_noramp.fits,F125W,7,101.0,1,2,2013-10-16,16:01:20,29.663755,10.094352722167969,-0.0240936279296875,104.88412475585938,208.05189514160156,70.0,1.0126525163650513,-0.2807459831237793,1.6972863674163818,8212.6025390625,31.002246856689453,1.2764275074005127,1.325009822845459,1.0
icdg07peq_noramp.fits,F125W,7,101.0,1,2,2013-10-16,16:02:08,29.663755,10.106903076171875,-0.0226593017578125,104.88398742675781,208.0553741455078,70.0,1.0148042440414429,-0.3020521104335785,1.6709026098251343,8269.98046875,30.963363647460938,1.2786431312561035,1.3273853063583374,1.0
icdg07pfq_noramp.fits,F125W,7,101.0,1,2,2013-10-16,16:02:56,29.663755,10.1011962890625,-0.037261962890625,104.88566589355469,208.0529327392578,70.0,1.015072226524353,-0.27203333377838135,1.714663028717041,8240.9140625,31.583049774169922,1.2966305017471313,1.350447416305542,1.0
icdg07pgq_noramp.fits,F160W,7,101.0,1,3,2013-10-16,16:03:50,14.970785,10.133110046386719,0.0007781982421875,104.79357147216797,208.19747924804688,73.0,1.004415512084961,-0.18245817720890045,2.469435453414917,8398.3974609375,44.89753723144531,1.4143400192260742,1.4549405574798584,1.0
icdg07phq_noramp.fits,F160W,7,101.0,1,3,2013-10-16,16:04:23,14.970785,10.128959655761719,0.00598907470703125,104.79408264160156,208.19589233398438,73.0,1.0046764612197876,-0.16648174822330475,2.3779072761535645,8387.3837890625,42.901092529296875,1.4300130605697632,1.4682399034500122,1.0
icdg07piq_noramp.fits,F160W,7,101.0,1,3,2013-10-16,16:04:56,14.970785,10.127540588378906,0.0062408447265625,104.79652404785156,208.19735717773438,73.0,1.004635214805603,-0.1473756581544876,2.417553663253784,8372.3681640625,43.04013442993164,1.4229981899261475,1.4616507291793823,1.0
icdg07pjq_noramp.fits,F160W,7,101.0,1,3,2013-10-16,16:05:29,14.970785,10.143424987792969,0.0123291015625,104.7995376586914,208.1944122314453,73.0,1.0060242414474487,-0.23784062266349792,2.43820858001709,8446.724609375,43.2386360168457,1.4191248416900635,1.4612025022506714,1.0
icdg07pkq_noramp.fits,F160W,7,101.0,1,3,2013-10-16,16:06:02,14.970785,10.141036987304688,0.012451171875,104.79764556884766,208.20217895507812,73.0,1.0095229148864746,-0.22169555723667145,2.4396889209747314,8387.19921875,43.20966339111328,1.4101791381835938,1.4605625867843628,1.0
