FILENAME,FILTER,ORBIT,POSANG,DITHER,EXPOSURE_SET,OBS_DATE,OBS_TIME,EXPOSURE_TIME,XOFF,YOFF,XCENTER,YCENTER,PSF_ID,PSF_AMPLITUTE,SKY_LEVEL,SKY_SIGMA,FLUX,FLUXERR,XFWHM,YFWHM,CONTAMINATED
icdg07p3q_noramp.fits,F125W,7,101.0,0,0,2013-10-16,15:53:47,29.663755,0.0,0.0,94.78491973876953,208.07342529296875,70.0,0.9980241656303406,-0.16403831541538239,1.7611721754074097,8245.1962890625,29.880699157714844,1.3561280965805054,1.3677490949630737,0.0
icdg07p4q_noramp.fits,F125W,7,101.0,0,0,2013-10-16,15:54:35,29.663755,0.0041961669921875,-0.0383453369140625,94.77787017822266,208.0789031982422,70.0,1.000666856765747,-0.13441145420074463,1.7568951845169067,8287.794921875,29.88094139099121,1.357119083404541,1.364931344985962,0.0
icdg07p5q_noramp.fits,F125W,7,101.0,0,0,2013-10-16,15:55:23,29.663755,-0.0057373046875,-0.0059814453125,94.77919006347656,208.07742309570312,70.0,1.0038657188415527,-0.18482132256031036,1.7755334377288818,8312.2041015625,29.121387481689453,1.3535422086715698,1.36424720287323,0.0
icdg07p6q_noramp.fits,F125W,7,101.0,0,0,2013-10-16,15:56:11,29.663755,-0.0041961669921875,-0.0323944091796875,94.77793884277344,208.07901000976562,70.0,1.0050626993179321,-0.1858384609222412,1.76458740234375,8308.177734375,30.825803756713867,1.3631830215454102,1.3746824264526367,0.0
icdg07p7q_noramp.fits,F160W,7,101.0,0,1,2013-10-16,15:57:05,14.970785,0.0,0.0,94.6622085571289,208.22254943847656,101.0,1.0066850185394287,-0.24962452054023743,2.372567892074585,8373.48828125,42.90188980102539,1.610403299331665,1.5139145851135254,0.0
icdg07p8q_noramp.fits,F160W,7,101.0,0,1,2013-10-16,15:57:38,14.970785,-0.002227783203125,0.00160980224609375,94.66023254394531,208.21859741210938,98.0,0.9995191693305969,-0.23221299052238464,2.420198440551758,8473.265625,43.122127532958984,1.6241878271102905,1.5166553258895874,0.0
icdg07p9q_noramp.fits,F160W,7,101.0,0,1,2013-10-16,15:58:11,14.970785,0.00696563720703125,0.00481414794921875,94.65194702148438,208.22544860839844,101.0,1.0068607330322266,-0.2770504057407379,2.417691946029663,8379.6220703125,43.127967834472656,1.6216038465499878,1.5225965976715088,0.0
icdg07paq_noramp.fits,F160W,7,101.0,0,1,2013-10-16,15:58:44,14.970785,0.0086212158203125,-0.007293701171875,94.65032196044922,208.2281494140625,101.0,1.0062894821166992,-0.3205481171607971,2.403995990753174,8390.427734375,43.06270980834961,1.6407667398452759,1.5280972719192505,0.0
icdg07pbq_noramp.fits,F160W,7,101.0,0,1,2013-10-16,15:59:17,14.970785,-0.0067291259765625,0.00621795654296875,94.65837860107422,208.22500610351562,99.0,1.0094977617263794,-0.2916480600833893,2.4269418716430664,8322.4912109375,43.14091110229492,1.6248615980148315,1.5296558141708374,0.0
icdg07pcq_noramp.fits,F125W,7,101.0,1,2,2013-10-16,16:00:32,29.663755,10.11962890625,-0.06610107421875,104.88221740722656,208.046630859375,69.0,1.0101399421691895,-0.2725728750228882,1.6777644157409668,8176.7685546875,30.852310180664062,1.280727744102478,1.3258417844772339,1.0
icdg07pdq_noramp.fits,F125W,7,101.0,1,2,2013-10-16,16:01:20,29.663755,10.107597351074219,-0.05615234375,104.88408660888672,208.05184936523438,70.0,1.0136065483093262,-0.3023524582386017,1.6695330142974854,8216.669921875,30.88901138305664,1.2764503955841064,1.3250569105148315,1.0
icdg07peq_noramp.fits,F125W,7,101.0,1,2,2013-10-16,16:02:08,29.663755,10.119613647460938,-0.05419921875,104.88423156738281,208.05531311035156,69.0,1.0142030715942383,-0.25771617889404297,1.660173773765564,8273.62109375,30.91216468811035,1.2785265445709229,1.32718026638031,1.0
icdg07pfq_noramp.fits,F125W,7,101.0,1,2,2013-10-16,16:02:56,29.663755,10.113983154296875,-0.068359375,104.88592529296875,208.0528564453125,69.0,1.0144939422607422,-0.2343587726354599,1.6969231367111206,8245.064453125,31.50265121459961,1.2964810132980347,1.3502330780029297,1.0
icdg07pgq_noramp.fits,F160W,7,101.0,1,3,2013-10-16,16:03:50,14.970785,10.144416809082031,-0.024505615234375,104.79361724853516,208.19749450683594,73.0,1.006317138671875,-0.2147696614265442,2.452172040939331,8399.6669921875,44.83815002441406,1.4143157005310059,1.454798698425293,1.0
icdg07phq_noramp.fits,F160W,7,101.0,1,3,2013-10-16,16:04:23,14.970785,10.139541625976562,-0.0176239013671875,104.79426574707031,208.1961212158203,71.0,1.0075252056121826,-0.20501963794231415,2.3795695304870605,8373.486328125,42.91225814819336,1.4287267923355103,1.4667457342147827,1.0
