FILENAME,FILTER,ORBIT,POSANG,DITHER,EXPOSURE_SET,OBS_DATE,OBS_TIME,EXPOSURE_TIME,XOFF,YOFF,XCENTER,YCENTER,PSF_ID,PSF_AMPLITUTE,SKY_LEVEL,SKY_SIGMA,FLUX,FLUXERR,XFWHM,YFWHM
icdg11w5q_myfits.fits,F125W,11,101.0,0,4,2013-10-16,22:28:35,29.663755,0.04000091552734375,-0.0578155517578125,94.8279800415039,208.0613250732422,5.0,1.0027600526809692,-0.005808684509247541,1.7252459526062012,8246.1533203125,23.948015213012695,1.308271050453186,1.3416215181350708
icdg11w6q_myfits.fits,F125W,11,101.0,0,4,2013-10-16,22:29:23,29.663755,0.06097412109375,-0.0702056884765625,94.82643127441406,208.0607452392578,5.0,1.0033100843429565,0.0017715571448206902,1.7318919897079468,8276.9990234375,24.385635375976562,1.3058772087097168,1.3355036973953247
icdg11w7q_myfits.fits,F125W,11,101.0,0,4,2013-10-16,22:30:11,29.663755,0.02794647216796875,-0.0722503662109375,94.82758331298828,208.0569305419922,5.0,1.0011099576950073,-0.016920749098062515,1.7448937892913818,8313.8369140625,24.056516647338867,1.2969260215759277,1.3325458765029907
icdg11w8q_myfits.fits,F125W,11,101.0,0,4,2013-10-16,22:30:59,29.663755,0.0441436767578125,-0.0904083251953125,94.8292465209961,208.05545043945312,7.0,1.00177001953125,-0.018653323873877525,1.6173208951950073,8246.8896484375,24.00165557861328,1.2980890274047852,1.3308557271957397
icdg11w9q_myfits.fits,F160W,11,101.0,0,5,2013-10-16,22:31:53,14.970785,0.078094482421875,-0.018951416015625,94.72792053222656,208.21018981933594,13.0,0.9926400184631348,-0.024206576868891716,2.1826729774475098,8411.0966796875,32.45481872558594,1.4917415380477905,1.4790879487991333
icdg11waq_myfits.fits,F160W,11,101.0,0,5,2013-10-16,22:32:26,14.970785,0.0756988525390625,-0.0046844482421875,94.73048400878906,208.21536254882812,13.0,0.9931349754333496,-0.010523280128836632,2.1862094402313232,8403.4541015625,31.422582626342773,1.504955530166626,1.4863545894622803
icdg11wbq_myfits.fits,F160W,11,101.0,0,5,2013-10-16,22:32:59,14.970785,0.09247589111328125,-0.0234375,94.7277603149414,208.2135772705078,13.0,0.9933000206947327,-0.03431794047355652,2.184408664703369,8383.0810546875,31.412630081176758,1.4969639778137207,1.4963678121566772
icdg11wcq_myfits.fits,F160W,11,101.0,0,5,2013-10-16,22:33:32,14.970785,0.07662200927734375,-0.0155029296875,94.73078155517578,208.21066284179688,13.0,0.9947299957275391,-0.030506795272231102,2.205272674560547,8395.908203125,31.432741165161133,1.5048781633377075,1.4864881038665771
icdg11wdq_myfits.fits,F160W,11,101.0,0,5,2013-10-16,22:34:05,14.970785,0.08266448974609375,-0.0330963134765625,94.72726440429688,208.209716796875,15.0,0.994949996471405,-0.025980597361922264,2.135324478149414,8379.3388671875,32.46232223510742,1.5047848224639893,1.4873508214950562
icdg11weq_myfits.fits,F125W,11,101.0,0,6,2013-10-16,22:34:44,29.663755,0.05547332763671875,-0.0715179443359375,94.82862091064453,208.0609130859375,5.0,1.0033100843429565,-0.044626396149396896,1.7350963354110718,8299.802734375,24.17255973815918,1.3000305891036987,1.340537667274475
icdg11wfq_myfits.fits,F125W,11,101.0,0,6,2013-10-16,22:35:32,29.663755,0.0497589111328125,-0.053375244140625,94.84344482421875,208.04234313964844,5.0,1.0033100843429565,0.0029157858807593584,1.731876254081726,8260.052734375,23.45961570739746,1.2917466163635254,1.3411948680877686
icdg11wgq_myfits.fits,F125W,11,101.0,0,6,2013-10-16,22:36:20,29.663755,0.03845977783203125,0.01787567138671875,94.81889343261719,208.09207153320312,5.0,1.00177001953125,-0.007284184452146292,1.7368278503417969,8245.9951171875,23.39643096923828,1.313467264175415,1.361729621887207
icdg11whq_myfits.fits,F125W,11,101.0,0,6,2013-10-16,22:37:08,29.663755,0.0631103515625,-0.05242919921875,94.84725189208984,208.0462188720703,5.0,1.0026500225067139,-0.07786326855421066,1.75193452835083,8265.029296875,23.48602294921875,1.2910406589508057,1.334040641784668
icdg11wiq_myfits.fits,F160W,11,101.0,0,7,2013-10-16,22:38:02,14.970785,0.0835418701171875,0.01976776123046875,94.73551177978516,208.22361755371094,13.0,0.9936299920082092,-0.049153316766023636,2.2420666217803955,8349.0732421875,31.45085334777832,1.4914778470993042,1.497429609298706
icdg11wjq_myfits.fits,F160W,11,101.0,0,7,2013-10-16,22:38:35,14.970785,0.1092987060546875,0.00238800048828125,94.74412536621094,208.22674560546875,13.0,0.991100013256073,-0.07439664006233215,2.2040905952453613,8446.0615234375,31.549421310424805,1.4864534139633179,1.4850788116455078
icdg11wkq_myfits.fits,F160W,11,101.0,0,7,2013-10-16,22:39:08,14.970785,0.09233856201171875,0.00482940673828125,94.74179077148438,208.23251342773438,13.0,0.9900000095367432,-0.059787947684526443,2.176036834716797,8381.90625,31.456005096435547,1.4991075992584229,1.5036571025848389
icdg11wlq_myfits.fits,F160W,11,101.0,0,7,2013-10-16,22:39:41,14.970785,0.10986328125,0.01251220703125,94.74459075927734,208.22991943359375,13.0,0.9900000095367432,-0.04842076078057289,2.199747085571289,8389.2041015625,31.504199981689453,1.4847381114959717,1.493975043296814
icdg11wmq_myfits.fits,F160W,11,101.0,0,7,2013-10-16,22:40:14,14.970785,0.0984954833984375,0.01619720458984375,94.74361419677734,208.2329864501953,13.0,0.9900000095367432,-0.03828929364681244,2.201620578765869,8388.3623046875,31.46728515625,1.4930918216705322,1.5159518718719482
icdg11wnq_myfits.fits,F125W,11,101.0,0,8,2013-10-16,22:40:53,29.663755,0.08802032470703125,-0.0367431640625,94.85350799560547,208.07643127441406,5.0,1.0014399290084839,-0.06589376926422119,1.7931180000305176,8295.37109375,24.247060775756836,1.2941138744354248,1.3333736658096313
icdg11woq_myfits.fits,F125W,11,101.0,0,8,2013-10-16,22:41:41,29.663755,0.0860595703125,0.006866455078125,94.8468017578125,208.07864379882812,5.0,1.0014399290084839,-0.008657979778945446,1.7602925300598145,8327.98046875,24.165475845336914,1.2942277193069458,1.3360135555267334
icdg11wpq_myfits.fits,F125W,11,101.0,0,8,2013-10-16,22:42:29,29.663755,0.08185577392578125,-0.0342254638671875,94.8500747680664,208.0855712890625,5.0,1.0029799938201904,-0.058357637375593185,1.7200982570648193,8249.591796875,23.05074119567871,1.2918202877044678,1.3323571681976318
icdg11wqq_myfits.fits,F125W,11,101.0,0,8,2013-10-16,22:43:17,29.663755,0.0869598388671875,-0.0326385498046875,94.85276794433594,208.07669067382812,5.0,1.0016599893569946,0.013800501823425293,1.7283227443695068,8308.6337890625,24.322561264038086,1.2948473691940308,1.3314690589904785
icdg11wrq_myfits.fits,F160W,11,101.0,0,9,2013-10-16,22:44:11,14.970785,0.1023712158203125,0.026153564453125,94.75189971923828,208.2340545654297,13.0,0.9944000244140625,-0.044063106179237366,2.1652939319610596,8386.126953125,31.474822998046875,1.4775645732879639,1.5000381469726562
icdg11wsq_myfits.fits,F160W,11,101.0,0,9,2013-10-16,22:44:44,14.970785,0.11922454833984375,0.0303497314453125,94.75578308105469,208.23977661132812,13.0,0.9923099875450134,0.003064034739509225,2.1898577213287354,8460.5322265625,31.568334579467773,1.4779973030090332,1.5129653215408325
icdg11wtq_myfits.fits,F160W,11,101.0,0,9,2013-10-16,22:45:17,14.970785,0.13098907470703125,0.0238037109375,94.75481414794922,208.22976684570312,13.0,0.9931899905204773,0.019718732684850693,2.1692850589752197,8389.880859375,33.53571701049805,1.477030873298645,1.491817831993103
icdg11wuq_myfits.fits,F160W,11,101.0,0,9,2013-10-16,22:45:50,14.970785,0.10245513916015625,0.025054931640625,94.7542953491211,208.23500061035156,13.0,0.9957199692726135,-0.03425595536828041,2.192920684814453,8367.263671875,33.47279357910156,1.4783576726913452,1.5072720050811768
icdg11wvq_myfits.fits,F160W,11,101.0,0,9,2013-10-16,22:46:23,14.970785,0.1262664794921875,0.0694732666015625,94.75320434570312,208.22618103027344,13.0,0.9956099987030029,-0.02534431405365467,2.1944379806518555,8424.119140625,31.543594360351562,1.4881118535995483,1.4993523359298706
icdg11wwq_myfits.fits,F125W,11,101.0,0,10,2013-10-16,22:47:02,29.663755,0.08798980712890625,-0.027587890625,94.86404418945312,208.07667541503906,5.0,1.0062800645828247,-0.026960760354995728,1.7475166320800781,8299.6484375,24.280609130859375,1.285723090171814,1.32578706741333
icdg11wxq_myfits.fits,F125W,11,101.0,0,10,2013-10-16,22:47:50,29.663755,0.09061431884765625,0.02135467529296875,94.86100006103516,208.0869598388672,5.0,1.0024299621582031,0.032424118369817734,1.766573429107666,8326.974609375,24.437734603881836,1.2907309532165527,1.3341033458709717
icdg11wyq_myfits.fits,F125W,11,101.0,0,10,2013-10-16,22:48:38,29.663755,0.086669921875,0.01686859130859375,94.86305236816406,208.08497619628906,5.0,1.0043001174926758,0.008974771946668625,1.7565960884094238,8302.94921875,24.32615852355957,1.2907600402832031,1.3298771381378174
