FILENAME,FILTER,ORBIT,POSANG,DITHER,EXPOSURE_SET,OBS_DATE,OBS_TIME,EXPOSURE_TIME,XOFF,YOFF,XCENTER,YCENTER,PSF_ID,PSF_AMPLITUTE,SKY_LEVEL,SKY_SIGMA,FLUX_FIT,X_FIT,Y_FIT,SKYY_FIT
icdg07ppq_noramp.fits,F160W,7,101.0,2,5,2013-10-16,16:10:36,14.970785,0.06877899169921875,11.244026184082031,94.67127990722656,219.5460662841797,316.0,0.9873900413513184,-0.09448537975549698,2.4921741485595703,8702.0029296875,12.514273643493652,13.49338436126709,0.7218387722969055
icdg07pqq_noramp.fits,F160W,7,101.0,2,5,2013-10-16,16:11:09,14.970785,0.055633544921875,11.241081237792969,94.6769027709961,219.56617736816406,316.0,0.9885389804840088,-0.1016535833477974,2.5203187465667725,8668.7158203125,12.518342971801758,13.50487232208252,0.7587766051292419
icdg07prq_noramp.fits,F160W,7,101.0,2,5,2013-10-16,16:11:42,14.970785,0.0507659912109375,11.241439819335938,94.68192291259766,219.56764221191406,316.0,0.9858804941177368,-0.11210758984088898,2.5196406841278076,8708.515625,12.522003173828125,13.496946334838867,0.6071615815162659
icdg07psq_noramp.fits,F160W,7,101.0,2,5,2013-10-16,16:12:15,14.970785,0.06116485595703125,11.241493225097656,94.68925476074219,219.54856872558594,316.0,0.9857698082923889,-0.08395683765411377,2.50736403465271,8660.9462890625,12.52782917022705,13.496053695678711,0.9154694676399231
icdg07ptq_noramp.fits,F160W,7,101.0,2,5,2013-10-16,16:12:48,14.970785,0.0489349365234375,11.261665344238281,94.66732788085938,219.59031677246094,71.0,0.9922513365745544,-0.033468279987573624,2.606722116470337,8587.556640625,12.49311637878418,13.525290489196777,0.9982852339744568
icdg07puq_noramp.fits,F125W,7,101.0,3,6,2013-10-16,16:14:03,29.663755,10.12689208984375,11.234001159667969,104.87284088134766,219.30935668945312,69.0,1.0014777183532715,-0.10898131877183914,1.7164541482925415,8852.08984375,12.745758056640625,13.348358154296875,0.12152202427387238
icdg07pvq_noramp.fits,F125W,7,101.0,3,6,2013-10-16,16:14:51,29.663755,10.1304931640625,11.2208251953125,104.88096618652344,219.28671264648438,69.0,1.003441333770752,-0.1264302134513855,1.6806464195251465,8747.431640625,12.75291919708252,13.332192420959473,0.25364863872528076
icdg07pwq_noramp.fits,F125W,7,101.0,3,6,2013-10-16,16:15:39,29.663755,10.118453979492188,11.237190246582031,104.88505554199219,219.28648376464844,70.0,1.0065560340881348,-0.20213188230991364,1.7106330394744873,8817.001953125,12.756001472473145,13.32916259765625,0.04781811684370041
icdg07pxq_noramp.fits,F125W,7,101.0,3,6,2013-10-16,16:16:27,29.663755,10.136016845703125,11.232269287109375,104.88707733154297,219.28717041015625,69.0,1.004613995552063,-0.09956655651330948,1.6874356269836426,8789.83203125,12.753249168395996,13.3311185836792,0.27242717146873474
icdg07pyq_noramp.fits,F160W,7,101.0,3,7,2013-10-16,16:17:21,14.970785,10.195693969726562,11.230842590332031,104.8142318725586,219.53700256347656,71.0,1.0056923627853394,-0.18606968224048615,2.536202907562256,8577.6796875,12.678098678588867,13.484341621398926,1.0782313346862793
icdg07pzq_noramp.fits,F160W,7,101.0,3,7,2013-10-16,16:17:54,14.970785,10.184951782226562,11.227890014648438,104.81065368652344,219.5364532470703,73.0,1.0051906108856201,-0.18167522549629211,2.499224901199341,8601.6201171875,12.674144744873047,13.479013442993164,1.452674150466919
icdg07q0q_noramp.fits,F160W,7,101.0,3,7,2013-10-16,16:18:27,14.970785,10.185310363769531,11.228858947753906,104.8136978149414,219.5361785888672,73.0,1.0037403106689453,-0.12088493257761002,2.522420644760132,8555.833984375,12.676374435424805,13.483702659606934,1.2851287126541138
icdg07q1q_noramp.fits,F160W,7,101.0,3,7,2013-10-16,16:19:00,14.970785,10.202651977539062,11.233863830566406,104.82006072998047,219.52896118164062,73.0,1.0067487955093384,-0.21096722781658173,2.4983041286468506,8621.9306640625,12.68510627746582,13.476417541503906,1.345759391784668
icdg07q2q_noramp.fits,F160W,7,101.0,3,7,2013-10-16,16:19:33,14.970785,10.174079895019531,11.267181396484375,104.81962585449219,219.53945922851562,73.0,1.0007383823394775,-0.13412854075431824,2.5620005130767822,8630.880859375,12.684625625610352,13.486207962036133,1.1339576244354248
icdg07q3q_noramp.fits,F125W,7,101.0,2,8,2013-10-16,16:20:48,29.663755,0.0649261474609375,11.250579833984375,94.81401824951172,219.33399963378906,70.0,0.9971168637275696,-0.08190181851387024,1.845575213432312,8735.10546875,12.665197372436523,13.382458686828613,0.2790050208568573
icdg07q4q_noramp.fits,F125W,7,101.0,2,8,2013-10-16,16:21:36,29.663755,0.09107208251953125,11.272315979003906,94.81675720214844,219.34136962890625,70.0,0.9998641610145569,0.003992544021457434,1.888454556465149,8818.013671875,12.671204566955566,13.37568187713623,0.166365385055542
icdg07q5q_noramp.fits,F125W,7,101.0,2,8,2013-10-16,16:22:24,29.663755,0.0220947265625,11.286087036132812,94.83091735839844,219.3768310546875,70.0,0.9969412684440613,0.0200418122112751,1.9040430784225464,8848.169921875,12.676324844360352,13.406734466552734,-0.025489510968327522
icdg07q6q_noramp.fits,F125W,7,101.0,2,8,2013-10-16,16:23:12,29.663755,0.083251953125,11.249946594238281,94.81632232666016,219.33445739746094,69.0,0.9960348606109619,0.02104625292122364,1.9023501873016357,8771.6611328125,12.669392585754395,13.377603530883789,0.33750662207603455
icdg07q7q_noramp.fits,F160W,7,101.0,2,9,2013-10-16,16:24:06,14.970785,0.1261749267578125,11.240730285644531,94.72457122802734,219.58299255371094,71.0,0.9965441823005676,-0.0633583664894104,2.529604196548462,8794.6025390625,12.561307907104492,13.517226219177246,0.8779362440109253
icdg07q8q_noramp.fits,F160W,7,101.0,2,9,2013-10-16,16:24:39,14.970785,0.10540008544921875,11.272750854492188,94.71841430664062,219.5885772705078,73.0,0.9963830709457397,-0.05915578082203865,2.5642571449279785,8624.4462890625,12.539306640625,13.493490219116211,1.0796465873718262
icdg07q9q_noramp.fits,F160W,7,101.0,2,9,2013-10-16,16:25:12,14.970785,0.10846710205078125,11.272369384765625,94.709228515625,219.56396484375,73.0,0.9897544384002686,-0.11657369881868362,2.561673879623413,8632.3271484375,12.539230346679688,13.480575561523438,1.1603012084960938
icdg07qaq_noramp.fits,F160W,7,101.0,2,9,2013-10-16,16:25:45,14.970785,0.107513427734375,11.306930541992188,94.72228240966797,219.58770751953125,73.0,1.0004467964172363,-0.13615012168884277,2.5733084678649902,8697.455078125,12.541603088378906,13.4935884475708,0.9649882316589355
icdg07qbq_noramp.fits,F160W,7,101.0,2,9,2013-10-16,16:26:18,14.970785,0.10772705078125,11.273521423339844,94.71565246582031,219.57888793945312,73.0,0.9942682981491089,-0.06003136560320854,2.5711658000946045,8782.2431640625,12.555419921875,13.518173217773438,1.058902382850647
icdg07qcq_noramp.fits,F125W,7,101.0,3,10,2013-10-16,16:27:33,29.663755,10.1612548828125,11.25152587890625,104.91743469238281,219.3081817626953,70.0,1.012597918510437,-0.18713459372520447,1.7108898162841797,8807.341796875,12.812424659729004,13.359857559204102,0.01897875964641571
icdg07qdq_noramp.fits,F125W,7,101.0,3,10,2013-10-16,16:28:21,29.663755,10.146804809570312,11.251640319824219,104.90880584716797,219.3076934814453,70.0,1.0112773180007935,-0.16744397580623627,1.7054290771484375,8741.970703125,12.801395416259766,13.35479736328125,0.018768375739455223
icdg07qeq_noramp.fits,F125W,7,101.0,3,10,2013-10-16,16:29:09,29.663755,10.198471069335938,11.272964477539062,104.91727447509766,219.31198120117188,70.0,1.0160776376724243,-0.20019792020320892,1.7247101068496704,8789.3720703125,12.816314697265625,13.364150047302246,0.0401977077126503
icdg07qfq_noramp.fits,F125W,7,101.0,3,10,2013-10-16,16:29:57,29.663755,10.174476623535156,11.248870849609375,104.91692352294922,219.3051300048828,69.0,1.0112168788909912,-0.09095404297113419,1.688256859779358,8765.8056640625,12.817538261413574,13.360696792602539,0.15487198531627655
icdg07qgq_noramp.fits,F160W,7,101.0,3,11,2013-10-16,16:30:51,14.970785,10.233604431152344,11.275550842285156,104.83589935302734,219.54896545410156,71.0,1.0111664533615112,-0.16392773389816284,2.548311471939087,8477.4306640625,12.709330558776855,13.50490665435791,1.4641934633255005
icdg07qhq_noramp.fits,F160W,7,101.0,3,11,2013-10-16,16:31:24,14.970785,10.221710205078125,11.276611328125,104.84408569335938,219.56126403808594,73.0,1.008581280708313,-0.18318650126457214,2.5293731689453125,8595.5390625,12.724470138549805,13.499030113220215,1.3575834035873413
icdg07qiq_noramp.fits,F160W,7,101.0,3,11,2013-10-16,16:31:57,14.970785,10.226913452148438,11.28497314453125,104.84176635742188,219.5581512451172,73.0,1.011562705039978,-0.20581617951393127,2.488875389099121,8596.017578125,12.718918800354004,13.497551918029785,1.344819188117981
icdg07qjq_noramp.fits,F160W,7,101.0,3,11,2013-10-16,16:32:30,14.970785,10.223136901855469,11.277000427246094,104.8440933227539,219.5575714111328,73.0,1.0110074281692505,-0.1627490073442459,2.5491323471069336,8605.107421875,12.723925590515137,13.495637893676758,1.4422023296356201
