FILENAME,FILTER,ORBIT,POSANG,DITHER,EXPOSURE_SET,OBS_DATE,OBS_TIME,EXPOSURE_TIME,XOFF,YOFF,XCENTER,YCENTER,PSF_ID,PSF_AMPLITUTE,SKY_LEVEL,SKY_SIGMA,FLUX,FLUXERR,XFWHM,YFWHM
icdg10v5q_noramp.fits,F160W,10,129.0,0,9,2013-10-16,21:09:07,14.970785,16.021827697753906,8.31561279296875,129.10873413085938,222.31826782226562,26.0,1.0152077674865723,0.03161182999610901,2.5403406620025635,8396.5185546875,43.162044525146484,1.3971878290176392,1.589613914489746
icdg10v6q_noramp.fits,F160W,10,129.0,0,9,2013-10-16,21:09:40,14.970785,16.05780029296875,8.353347778320312,129.11619567871094,222.33950805664062,26.0,1.020316243171692,-0.050740018486976624,2.520805597305298,8446.9091796875,41.7684440612793,1.4127167463302612,1.6221153736114502
icdg10v7q_noramp.fits,F160W,10,129.0,0,9,2013-10-16,21:10:13,14.970785,16.046096801757812,8.338722229003906,129.10406494140625,222.32455444335938,26.0,1.016542673110962,-0.046091318130493164,2.5996010303497314,8411.3984375,41.65309143066406,1.3925095796585083,1.6015985012054443
icdg10v8q_noramp.fits,F160W,10,129.0,0,9,2013-10-16,21:10:46,14.970785,16.047821044921875,8.340530395507812,129.12152099609375,222.32708740234375,26.0,1.0148415565490723,0.013029027730226517,2.5343403816223145,8404.58203125,41.6373405456543,1.4049055576324463,1.609472632408142
icdg10v9q_noramp.fits,F125W,10,129.0,0,10,2013-10-16,21:11:25,29.663755,15.966255187988281,8.29931640625,129.18865966796875,222.14254760742188,20.0,1.0131056308746338,-0.00674482062458992,1.7136650085449219,8219.666015625,26.15263557434082,1.4632841348648071,1.4628796577453613
icdg10vaq_noramp.fits,F125W,10,129.0,0,10,2013-10-16,21:12:13,29.663755,16.00031280517578,8.332283020019531,129.18540954589844,222.15097045898438,20.0,1.013492226600647,0.01111157052218914,1.7021265029907227,8235.4423828125,26.332122802734375,1.462687373161316,1.4670555591583252
icdg10vbq_noramp.fits,F125W,10,129.0,0,10,2013-10-16,21:13:01,29.663755,15.982582092285156,8.315414428710938,129.1829833984375,222.1473846435547,20.0,1.011779546737671,0.07446560263633728,1.7446259260177612,8237.0234375,28.0755672454834,1.4683502912521362,1.474872350692749
icdg10vcq_noramp.fits,F125W,10,129.0,0,10,2013-10-16,21:13:49,29.663755,15.974464416503906,8.314231872558594,129.18588256835938,222.14439392089844,19.0,1.0174356698989868,-0.041423991322517395,1.733169436454773,8245.4072265625,31.138612747192383,1.4601138830184937,1.4562528133392334
icdg10vdq_noramp.fits,F160W,10,129.0,0,11,2013-10-16,21:14:43,14.970785,16.007232666015625,8.306915283203125,129.1125030517578,222.3409423828125,26.0,1.017321228981018,-0.08054402470588684,2.5472326278686523,8449.6611328125,44.202518463134766,1.4061615467071533,1.6232160329818726
icdg10veq_noramp.fits,F160W,10,129.0,0,11,2013-10-16,21:15:16,14.970785,16.059288024902344,8.348976135253906,129.11790466308594,222.3448486328125,26.0,1.0218207836151123,-0.022541726008057594,2.5650901794433594,8477.0185546875,41.69260787963867,1.402025580406189,1.6315861940383911
icdg10vfq_noramp.fits,F160W,10,129.0,0,11,2013-10-16,21:15:49,14.970785,16.055259704589844,8.351493835449219,129.11947631835938,222.34869384765625,26.0,1.0205403566360474,-0.05706058070063591,2.5563580989837646,8386.5166015625,42.7425537109375,1.4168001413345337,1.637336015701294
icdg10vgq_noramp.fits,F160W,10,129.0,0,11,2013-10-16,21:16:22,14.970785,16.051300048828125,8.36114501953125,129.09762573242188,222.31524658203125,31.0,1.0223150253295898,-0.08872812986373901,2.3963446617126465,8371.1787109375,44.37566375732422,1.415138840675354,1.6158615350723267
icdg10vhq_noramp.fits,F160W,10,129.0,0,11,2013-10-16,21:16:55,14.970785,16.035934448242188,8.364593505859375,129.10801696777344,222.3471221923828,26.0,1.019604206085205,-0.03629370778799057,2.5690243244171143,8427.0966796875,43.9931640625,1.4096260070800781,1.6517484188079834
icdg10viq_noramp.fits,F125W,10,129.0,0,12,2013-10-16,21:17:34,29.663755,15.959640502929688,8.291427612304688,129.1792449951172,222.15574645996094,20.0,1.0123409032821655,0.03645113855600357,1.7326854467391968,8199.6083984375,26.8475284576416,1.4637205600738525,1.4704481363296509
icdg10vjq_noramp.fits,F125W,10,129.0,0,12,2013-10-16,21:18:22,29.663755,15.957550048828125,8.315437316894531,129.1826629638672,222.15545654296875,20.0,1.0142611265182495,0.036883387714624405,1.7084888219833374,8262.7578125,27.626474380493164,1.4563109874725342,1.4743748903274536
icdg10vkq_noramp.fits,F125W,10,129.0,0,12,2013-10-16,21:19:10,29.663755,16.00469207763672,8.331672668457031,129.18942260742188,222.15823364257812,20.0,1.012742519378662,0.04694041982293129,1.7275391817092896,8252.8369140625,30.666378021240234,1.4801044464111328,1.483622670173645
icdg10vlq_noramp.fits,F125W,10,129.0,0,12,2013-10-16,21:19:58,29.663755,15.985939025878906,8.3375244140625,129.19158935546875,222.1686248779297,20.0,1.0142552852630615,0.06497495621442795,1.7239857912063599,8251.6689453125,27.220956802368164,1.4780242443084717,1.4864181280136108
icdg11vnq_noramp.fits,F125W,11,101.0,0,0,2013-10-16,22:16:17,29.663755,0.04080963134765625,-0.0735626220703125,94.81440734863281,208.0600128173828,96.0,1.0131196975708008,-0.18636944890022278,1.8728628158569336,8158.7978515625,35.864166259765625,1.3349169492721558,1.3482106924057007
icdg11voq_noramp.fits,F125W,11,101.0,0,0,2013-10-16,22:17:05,29.663755,0.0398101806640625,-0.0626068115234375,94.81532287597656,208.06475830078125,96.0,1.0153765678405762,-0.21421977877616882,1.8500257730484009,8147.87060546875,35.94068145751953,1.3242275714874268,1.3458212614059448
icdg11vpq_noramp.fits,F125W,11,101.0,0,0,2013-10-16,22:17:53,29.663755,0.01751708984375,-0.070831298828125,94.8182373046875,208.05784606933594,96.0,1.0145668983459473,-0.16092079877853394,1.8806952238082886,8207.1640625,35.937808990478516,1.3259276151657104,1.3477444648742676
icdg11vqq_noramp.fits,F125W,11,101.0,0,0,2013-10-16,22:18:41,29.663755,0.0338134765625,-0.0653228759765625,94.81800079345703,208.06094360351562,96.0,1.0167838335037231,-0.20140422880649567,1.8707023859024048,8156.75244140625,35.965171813964844,1.3163979053497314,1.3419221639633179
icdg11vrq_noramp.fits,F160W,11,101.0,0,1,2013-10-16,22:19:35,14.970785,0.0682373046875,-0.0108489990234375,94.7086181640625,208.21055603027344,101.0,1.0190216302871704,-0.14195241034030914,2.4314301013946533,8315.4912109375,53.6859016418457,1.5400141477584839,1.5022220611572266
icdg11vsq_noramp.fits,F160W,11,101.0,0,1,2013-10-16,22:20:08,14.970785,0.06982421875,-0.015960693359375,94.7120590209961,208.2178955078125,101.0,1.0182729959487915,-0.1974903643131256,2.4341039657592773,8312.306640625,53.653873443603516,1.536847710609436,1.494792103767395
icdg11vtq_noramp.fits,F160W,11,101.0,0,1,2013-10-16,22:20:41,14.970785,0.06822967529296875,-0.0030059814453125,94.71073913574219,208.21209716796875,101.0,1.0225050449371338,-0.24481728672981262,2.4429268836975098,8362.4765625,53.839027404785156,1.5316838026046753,1.4956713914871216
icdg11vuq_noramp.fits,F160W,11,101.0,0,1,2013-10-16,22:21:14,14.970785,0.07745361328125,-0.0194549560546875,94.70468139648438,208.20664978027344,101.0,1.0179941654205322,-0.26336920261383057,2.3841159343719482,8361.419921875,53.67321014404297,1.541274905204773,1.4933674335479736
icdg11vvq_noramp.fits,F160W,11,101.0,0,1,2013-10-16,22:21:47,14.970785,0.0731353759765625,-0.015960693359375,94.71855926513672,208.20565795898438,101.0,1.0208563804626465,-0.2168337106704712,2.439833641052246,8291.0751953125,53.72464370727539,1.534682035446167,1.4922661781311035
icdg11vwq_noramp.fits,F125W,11,101.0,0,2,2013-10-16,22:22:26,29.663755,0.04209136962890625,-0.0713348388671875,94.81612396240234,208.06173706054688,96.0,1.0169293880462646,-0.23816469311714172,1.8299789428710938,8171.93994140625,36.06608581542969,1.3155624866485596,1.3453452587127686
icdg11vxq_noramp.fits,F125W,11,101.0,0,2,2013-10-16,22:23:14,29.663755,0.04819488525390625,-0.0413818359375,94.81725311279297,208.06321716308594,96.0,1.0181273221969604,-0.2564674913883209,1.8417022228240967,8201.6806640625,35.12685012817383,1.3155031204223633,1.3434813022613525
icdg11vyq_noramp.fits,F125W,11,101.0,0,2,2013-10-16,22:24:02,29.663755,0.043182373046875,-0.0615997314453125,94.82050323486328,208.05731201171875,96.0,1.0184619426727295,-0.26708558201789856,1.8839031457901,8181.26220703125,35.304283142089844,1.3189488649368286,1.3466755151748657
icdg11vzq_noramp.fits,F125W,11,101.0,0,2,2013-10-16,22:24:50,29.663755,0.038482666015625,-0.066131591796875,94.82242584228516,208.06082153320312,96.0,1.020099401473999,-0.24665261805057526,1.8861801624298096,8193.802734375,35.170230865478516,1.3132095336914062,1.3402234315872192
icdg11w0q_noramp.fits,F160W,11,101.0,0,3,2013-10-16,22:25:44,14.970785,0.07682037353515625,-0.0148773193359375,94.7208480834961,208.21279907226562,107.0,1.018160104751587,-0.24464626610279083,2.471261501312256,8372.0029296875,46.2472038269043,1.518318772315979,1.502632975578308
icdg11w1q_noramp.fits,F160W,11,101.0,0,3,2013-10-16,22:26:17,14.970785,0.05937957763671875,-0.0107879638671875,94.7188949584961,208.2119598388672,101.0,1.0207409858703613,-0.27172860503196716,2.381704807281494,8345.890625,53.76253128051758,1.52103590965271,1.4939181804656982
icdg11w2q_noramp.fits,F160W,11,101.0,0,3,2013-10-16,22:26:50,14.970785,0.0745391845703125,-0.0093841552734375,94.72711944580078,208.2111053466797,107.0,1.0163065195083618,-0.23326513171195984,2.4307878017425537,8388.14453125,46.21283721923828,1.5071463584899902,1.4929370880126953
icdg11w3q_noramp.fits,F160W,11,101.0,0,3,2013-10-16,22:27:23,14.970785,0.07492828369140625,-0.01580810546875,94.71409606933594,208.21139526367188,101.0,1.0237048864364624,-0.2724056541919708,2.413353443145752,8367.623046875,53.89567947387695,1.518466591835022,1.4968113899230957
icdg11w4q_noramp.fits,F160W,11,101.0,0,3,2013-10-16,22:27:56,14.970785,0.06707000732421875,0.00617218017578125,94.7177963256836,208.21224975585938,107.0,1.0164766311645508,-0.24995207786560059,2.5025696754455566,8363.6279296875,46.8213996887207,1.526050329208374,1.501502275466919
icdg11w5q_noramp.fits,F125W,11,101.0,0,4,2013-10-16,22:28:35,29.663755,0.0403594970703125,-0.05865478515625,94.82477569580078,208.0612335205078,96.0,1.0195752382278442,-0.2556954324245453,1.885086178779602,8143.68359375,35.98440170288086,1.3171714544296265,1.348228096961975
icdg11w6q_noramp.fits,F125W,11,101.0,0,4,2013-10-16,22:29:23,29.663755,0.0615692138671875,-0.0715789794921875,94.82331848144531,208.06068420410156,106.0,1.0215299129486084,-0.19756029546260834,1.837335467338562,8156.6611328125,36.07881546020508,1.3128328323364258,1.340529441833496
icdg11w7q_noramp.fits,F125W,11,101.0,0,4,2013-10-16,22:30:11,29.663755,0.02851104736328125,-0.0734405517578125,94.82479095458984,208.05567932128906,96.0,1.020551085472107,-0.26698020100593567,1.8704725503921509,8198.638671875,36.07585525512695,1.3062512874603271,1.3411411046981812
icdg11w8q_noramp.fits,F125W,11,101.0,0,4,2013-10-16,22:30:59,29.663755,0.0446929931640625,-0.091583251953125,94.82649993896484,208.05526733398438,112.0,1.0212327241897583,-0.2430105209350586,1.780099630355835,8181.2587890625,35.82462692260742,1.3102036714553833,1.3399744033813477
icdg11w9q_noramp.fits,F160W,11,101.0,0,5,2013-10-16,22:31:53,14.970785,0.077484130859375,-0.0186004638671875,94.72843170166016,208.21054077148438,107.0,1.0190141201019287,-0.2659253478050232,2.4389798641204834,8383.8369140625,46.98130416870117,1.5014488697052002,1.488953948020935
icdg11waq_noramp.fits,F160W,11,101.0,0,5,2013-10-16,22:32:26,14.970785,0.075103759765625,-0.004486083984375,94.72879791259766,208.21507263183594,107.0,1.0192241668701172,-0.25117671489715576,2.4410500526428223,8388.046875,46.279396057128906,1.5104701519012451,1.4942845106124878
icdg11wbq_noramp.fits,F160W,11,101.0,0,5,2013-10-16,22:32:59,14.970785,0.0922088623046875,-0.023956298828125,94.72525024414062,208.2141571044922,107.0,1.0182734727859497,-0.23984645307064056,2.445342540740967,8379.6240234375,46.24937057495117,1.504294753074646,1.503849744796753
icdg11wcq_noramp.fits,F160W,11,101.0,0,5,2013-10-16,22:33:32,14.970785,0.07602691650390625,-0.015228271484375,94.72919464111328,208.21115112304688,107.0,1.0194408893585205,-0.24672065675258636,2.43365216255188,8376.2158203125,46.291595458984375,1.5132784843444824,1.4917062520980835
icdg11wdq_noramp.fits,F160W,11,101.0,0,5,2013-10-16,22:34:05,14.970785,0.08223724365234375,-0.0330810546875,94.72676086425781,208.2109375,89.0,1.022137999534607,-0.2556787431240082,2.450371265411377,8319.42578125,49.59697723388672,1.5094316005706787,1.490793228149414
icdg11weq_noramp.fits,F125W,11,101.0,0,6,2013-10-16,22:34:44,29.663755,0.0560302734375,-0.072784423828125,94.82720184326172,208.06045532226562,112.0,1.0211377143859863,-0.24059134721755981,1.8248623609542847,8214.271484375,35.937522888183594,1.310490369796753,1.3476117849349976
icdg11wfq_noramp.fits,F125W,11,101.0,0,6,2013-10-16,22:35:32,29.663755,0.05013275146484375,-0.0542755126953125,94.8376235961914,208.05520629882812,112.0,1.0204997062683105,-0.21548061072826385,1.8428363800048828,8192.560546875,35.44944381713867,1.3007633686065674,1.3418824672698975
icdg11wgq_noramp.fits,F125W,11,101.0,0,6,2013-10-16,22:36:20,29.663755,0.03864288330078125,0.01731109619140625,94.81363677978516,208.09185791015625,96.0,1.0228898525238037,-0.31236281991004944,1.8348844051361084,8152.080078125,35.72787857055664,1.3224117755889893,1.364022970199585
icdg11whq_noramp.fits,F125W,11,101.0,0,6,2013-10-16,22:37:08,29.663755,0.06360626220703125,-0.053619384765625,94.8476333618164,208.05429077148438,112.0,1.0210011005401611,-0.25165489315986633,1.832458257675171,8155.2548828125,35.476707458496094,1.2937533855438232,1.3343727588653564
icdg11wiq_noramp.fits,F160W,11,101.0,0,7,2013-10-16,22:38:02,14.970785,0.082672119140625,0.02017974853515625,94.73291778564453,208.22348022460938,107.0,1.0203198194503784,-0.30368831753730774,2.482306957244873,8319.08203125,46.479225158691406,1.5007215738296509,1.5037695169448853
icdg11wjq_noramp.fits,F160W,11,101.0,0,7,2013-10-16,22:38:35,14.970785,0.1085662841796875,0.0023040771484375,94.74102020263672,208.22621154785156,107.0,1.0166140794754028,-0.2732779085636139,2.470784902572632,8411.7158203125,46.45466995239258,1.4964468479156494,1.491070032119751
icdg11wkq_noramp.fits,F160W,11,101.0,0,7,2013-10-16,22:39:08,14.970785,0.09156036376953125,0.0050811767578125,94.73997497558594,208.23141479492188,107.0,1.0188062191009521,-0.30378955602645874,2.436635732650757,8370.2880859375,46.44534683227539,1.5072975158691406,1.5103684663772583
icdg11wlq_noramp.fits,F160W,11,101.0,0,7,2013-10-16,22:39:41,14.970785,0.10894775390625,0.01273345947265625,94.74311828613281,208.23130798339844,107.0,1.0150669813156128,-0.27504247426986694,2.4411442279815674,8388.69921875,46.38587188720703,1.4966461658477783,1.5053837299346924
icdg11wmq_noramp.fits,F160W,11,101.0,0,7,2013-10-16,22:40:14,14.970785,0.0974578857421875,0.0167694091796875,94.74237060546875,208.23208618164062,107.0,1.0164517164230347,-0.3020123541355133,2.45624041557312,8382.068359375,46.39492416381836,1.501744031906128,1.5166341066360474
icdg11wnq_noramp.fits,F125W,11,101.0,0,8,2013-10-16,22:40:53,29.663755,0.0885009765625,-0.0380096435546875,94.85115051269531,208.07542419433594,106.0,1.0199580192565918,-0.21825045347213745,1.8383405208587646,8166.78857421875,35.99169921875,1.3031243085861206,1.3397659063339233
icdg11woq_noramp.fits,F125W,11,101.0,0,8,2013-10-16,22:41:41,29.663755,0.08638763427734375,0.00582122802734375,94.84383392333984,208.07920837402344,112.0,1.01944899559021,-0.2263876348733902,1.8284797668457031,8221.072265625,35.93686294555664,1.3023605346679688,1.3430839776992798
icdg11wpq_noramp.fits,F125W,11,101.0,0,8,2013-10-16,22:42:29,29.663755,0.08232879638671875,-0.0354766845703125,94.84762573242188,208.08445739746094,112.0,1.0217961072921753,-0.218485027551651,1.8559532165527344,8158.9658203125,35.24324035644531,1.297328233718872,1.337083339691162
icdg11wqq_noramp.fits,F125W,11,101.0,0,8,2013-10-16,22:43:17,29.663755,0.087554931640625,-0.0341033935546875,94.85041046142578,208.07740783691406,106.0,1.0219311714172363,-0.19011181592941284,1.8190958499908447,8179.1201171875,36.080596923828125,1.3009777069091797,1.3380401134490967
icdg11wrq_noramp.fits,F160W,11,101.0,0,9,2013-10-16,22:44:11,14.970785,0.10120391845703125,0.02684783935546875,94.75094604492188,208.23504638671875,107.0,1.0200859308242798,-0.25022849440574646,2.4793896675109863,8353.83984375,46.48967361450195,1.4831730127334595,1.5066293478012085
icdg11wsq_noramp.fits,F160W,11,101.0,0,9,2013-10-16,22:44:44,14.970785,0.1179962158203125,0.0308074951171875,94.75381469726562,208.2395782470703,107.0,1.0198397636413574,-0.23105336725711823,2.4401845932006836,8445.2255859375,46.546966552734375,1.4858486652374268,1.520278811454773
icdg11wtq_noramp.fits,F160W,11,101.0,0,9,2013-10-16,22:45:17,14.970785,0.1301727294921875,0.02338409423828125,94.75301361083984,208.23028564453125,107.0,1.0169284343719482,-0.1989811211824417,2.4819889068603516,8364.775390625,47.833396911621094,1.4885801076889038,1.5007328987121582
icdg11wuq_noramp.fits,F160W,11,101.0,0,9,2013-10-16,22:45:50,14.970785,0.1013946533203125,0.025482177734375,94.75035858154297,208.23434448242188,107.0,1.0201724767684937,-0.24184583127498627,2.4476876258850098,8313.7412109375,47.86702346801758,1.4933627843856812,1.515781044960022
icdg11wvq_noramp.fits,F160W,11,101.0,0,9,2013-10-16,22:46:23,14.970785,0.12469482421875,0.07016754150390625,94.75120544433594,208.2272491455078,108.0,1.0396056175231934,-0.49325746297836304,2.4361913204193115,8366.935546875,46.960662841796875,1.4946448802947998,1.50699782371521
icdg11wwq_noramp.fits,F125W,11,101.0,0,10,2013-10-16,22:47:02,29.663755,0.08856201171875,-0.029022216796875,94.86392974853516,208.07760620117188,106.0,1.021992564201355,-0.17683032155036926,1.7966099977493286,8149.21240234375,36.05351257324219,1.2934590578079224,1.3326480388641357
icdg11wxq_noramp.fits,F125W,11,101.0,0,10,2013-10-16,22:47:50,29.663755,0.09102630615234375,0.02014923095703125,94.85794830322266,208.0855255126953,106.0,1.0236601829528809,-0.2140374630689621,1.8101495504379272,8199.8046875,36.19158172607422,1.2981350421905518,1.3394947052001953
icdg11wyq_noramp.fits,F125W,11,101.0,0,10,2013-10-16,22:48:38,29.663755,0.08705902099609375,0.0157318115234375,94.85967254638672,208.08323669433594,106.0,1.0233864784240723,-0.18211793899536133,1.8454147577285767,8181.93994140625,36.111061096191406,1.299553394317627,1.3363012075424194
icdg11wzq_noramp.fits,F125W,11,101.0,0,10,2013-10-16,22:49:26,29.663755,0.0258636474609375,-0.1473388671875,94.86443328857422,208.08380126953125,115.0,1.0204739570617676,-0.22233432531356812,1.8548943996429443,8212.0498046875,36.088077545166016,1.2946398258209229,1.3377121686935425
