datetime,FILENAME,FILTER,ORBIT,POSANG,DITHER,EXPOSURE_SET,EXPOSURE_TIME,XOFF,YOFF,XCENTER,YCENTER,PSF_ID,PSF_AMPLITUTE,SKY_LEVEL,SKY_SIGMA,FLUX,FLUXERR,XFWHM,YFWHM,HEADERX,HEADERY
2013-10-16 22:21:14,icdg11vuq_flt.fits,F160W,11,101.0,0,1,14.970785000000001,0.07802581787109375,-0.0196380615234375,94.70735168457031,208.2057647705078,13.0,0.9931899905204772,-0.013637032359838486,2.134070634841919,8407.421875,30.385725021362305,1.5350347757339478,1.4909602403640747,174.170681683,215.797178451
2013-10-16 22:21:47,icdg11vvq_flt.fits,F160W,11,101.0,0,1,14.970785000000001,0.07366943359375,-0.0160980224609375,94.7218017578125,208.2049560546875,13.0,0.9953899979591371,0.01795320212841034,2.169269323348999,8331.908203125,30.50046539306641,1.5284559726715088,1.4892654418945312,174.17069308,215.797202964
2013-10-16 22:22:26,icdg11vwq_flt.fits,F125W,11,101.0,0,2,29.663755,0.04164886474609375,-0.0703277587890625,94.81590270996094,208.0616455078125,5.0,1.0033100843429563,-0.035024240612983704,1.700043797492981,8265.0478515625,22.54247283935547,1.3188682794570925,1.350582480430603,174.172522151,215.799859351
2013-10-16 22:23:14,icdg11vxq_flt.fits,F125W,11,101.0,0,2,29.663755,0.0478363037109375,-0.0404815673828125,94.82171630859376,208.0619354248047,5.0,1.0024299621582031,-0.025691311806440357,1.737954020500183,8296.4130859375,22.794116973876953,1.3139890432357788,1.341666579246521,174.172542297,215.799902681
2013-10-16 22:24:02,icdg11vyq_flt.fits,F125W,11,101.0,0,2,29.663755,0.04278564453125,-0.060699462890625,94.82405090332031,208.0599365234375,5.0,1.0027600526809692,-0.01585632562637329,1.7295796871185305,8301.361328125,22.74714088439941,1.3172085285186768,1.3469096422195437,174.172564336,215.799950083
2013-10-16 22:24:50,icdg11vzq_flt.fits,F125W,11,101.0,0,2,29.663755,0.03800201416015625,-0.0650482177734375,94.82424926757812,208.0601348876953,5.0,1.002869963645935,0.014433564618229866,1.7131136655807495,8300.4697265625,22.647296905517575,1.3109618425369265,1.337857007980347,174.172588208,215.800001426
2013-10-16 22:25:44,icdg11w0q_flt.fits,F160W,11,101.0,0,3,14.970785000000001,0.077301025390625,-0.0148773193359375,94.72421264648438,208.21153259277344,13.0,0.9923099875450134,-0.01206743810325861,2.21397066116333,8390.046875,30.817583084106445,1.5102396011352541,1.4996538162231443,174.170801624,215.797436424
2013-10-16 22:26:17,icdg11w1q_flt.fits,F160W,11,101.0,0,3,14.970785000000001,0.0597076416015625,-0.010711669921875,94.72225952148438,208.2115020751953,13.0,0.9931899905204772,-0.010914613492786884,2.1447076797485347,8392.4970703125,30.428773880004886,1.5120511054992676,1.4883650541305542,174.170820209,215.797476397
2013-10-16 22:26:50,icdg11w2q_flt.fits,F160W,11,101.0,0,3,14.970785000000001,0.07501983642578125,-0.0093536376953125,94.73011016845705,208.21160888671875,13.0,0.9914299845695496,0.0006827952456660569,2.135148286819458,8397.3408203125,30.380657196044922,1.498583197593689,1.487273097038269,174.170839573,215.797518045
2013-10-16 22:27:23,icdg11w3q_flt.fits,F160W,11,101.0,0,3,14.970785000000001,0.075592041015625,-0.0162811279296875,94.71652221679688,208.20982360839844,13.0,0.99726003408432,-0.030234195291996,2.1754462718963623,8442.3115234375,30.655902862548828,1.5116071701049805,1.494393825531006,174.170859679,215.797561291
2013-10-16 22:27:56,icdg11w4q_flt.fits,F160W,11,101.0,0,3,14.970785000000001,0.067626953125,0.0060272216796875,94.71927642822266,208.20591735839844,13.0,0.9914299845695496,-0.0433608777821064,2.217758178710937,8361.208984375,30.80795669555664,1.5210626125335691,1.488444447517395,174.170880512,215.797606097
2013-10-16 22:28:35,icdg11w5q_flt.fits,F125W,11,101.0,0,4,29.663755,0.04000091552734375,-0.0578155517578125,94.82742309570312,208.06239318847656,5.0,1.0027600526809692,-0.0058086845092475406,1.7252459526062012,8185.70947265625,22.635028839111328,1.316299557685852,1.349755883216858,174.172722431,215.800290114
2013-10-16 22:29:23,icdg11w6q_flt.fits,F125W,11,101.0,0,4,29.663755,0.06097412109375,-0.0702056884765625,94.82626342773438,208.060791015625,5.0,1.0033100843429563,0.0017715571448206902,1.7318919897079468,8267.6630859375,22.73613929748535,1.3111813068389893,1.3483407497406006,174.172755327,215.800360867
