      2.14791    -0.140866  -0.00717902   0.00585601
     -6.69162      10.2243  -0.00674677  -0.00652790
      3.78236      5.74309   0.00787878   0.00633192
      13.0816      6.46919  -0.00504589  -0.00106239
      5.26160     -2.38401  -0.00753546   0.00375748
    -0.470170    -0.567501   0.00122184  -0.00229222
      4.92410      6.61084   0.00479174   0.00362587
     -10.7200     -3.65578  -0.00730228  -0.00482178
      2.36587     0.690853  -0.00510383   0.00558066
     0.910910      4.78786   0.00538820   0.00655174
      12.2607     -1.22105  -0.00754261   0.00651419
      18.9188     -5.38320   0.00503349   0.00379276
     -1.50801     -10.0388 -0.000308871   0.00232601
     -6.88870      3.55561  -0.00619745   0.00187635
     -2.30987     -3.46794   0.00669503   0.00111365
     0.616058    -0.929905   0.00452489  -0.00373405
      1.21006    -0.764004  -0.00787747  -0.00648898
     0.566482     0.120994   0.00267881  -0.00542407
     -2.65365     0.914737  -0.00572991   0.00433803
     0.390725    -0.497980  -0.00429657  5.51641e-05
   -0.0699532 -0.000221205   0.00449304  2.28403e-05
     -8.75473     -5.84007  -0.00775242  -0.00618649
    -0.424918     -4.40928   0.00301278   0.00296831
     -2.60111      2.88254  -0.00399423   0.00532722
   -0.0972730    -0.892544   0.00568976  -0.00505406
     -4.08750      8.00878   0.00530052 -0.000555992
     0.142448    -0.165628  -0.00705692   0.00624958
     -1.26076      1.91969   0.00758970   0.00416577
      16.3921     -4.05409  -0.00424194   0.00303459
     0.600027     0.181560   0.00394684  -0.00639668
    -0.173423    0.0119944   0.00762069 -0.000756287
     0.418997     -1.93842  -0.00327152  -0.00339425
      1.03618     -1.41758  -0.00257492   0.00275147
      3.06468     -1.83298  -0.00424957  -0.00628674
     -1.38397     0.409493   0.00451124  -0.00301453
    -0.904838      5.76916  -0.00559264   0.00650072
      3.22585     -7.91868  -0.00785470  -0.00419140
     -15.7712      4.31911  -0.00784397  -0.00538492
      3.00578     -6.03865 -0.000442266   0.00228882
     -15.8204      7.22971  -0.00770855  -0.00651550
     -2.63832      1.95431  -0.00526977   0.00264335
     0.686343     -1.86351   0.00658131  -0.00576830
     -3.40656      5.72479   0.00373864   0.00608921
    -0.599366     0.109072  -0.00396633  -0.00511403
      3.33154     -1.32026  -0.00612974   0.00533485
      6.92686     0.811901   0.00467491   0.00647372
      5.50425      2.61113  0.000205517   0.00368857
      3.63597     -5.64944   0.00517750  -0.00465441
     -2.93677      6.37026  -0.00416207  -0.00415564
     -3.45926      4.63243   0.00167513   0.00418615
   -0.0724377     -3.44670   0.00461239   0.00181484
     -2.81999    -0.588743  -0.00768828  -0.00296217
   -0.0688807    0.0433340   0.00442760  -0.00252439
     0.545308     -4.49433   0.00185651  0.000192165
      6.41700      4.38622  -0.00334644  -0.00370264
      3.71982     -5.68730   0.00725651  -0.00548410
     -7.42338     -3.55620   0.00308037  -0.00190401
     -9.47540      1.08623   0.00100231  -0.00436950
     -7.22660     -3.65598   0.00780916  -0.00481558
     -11.6150     -2.52565  -0.00449467 -0.000886679
     0.213673    0.0192872  -0.00787024  -0.00122083
    -0.430484      3.27860   0.00279546  -0.00609612
      13.9847    -0.303013   0.00118828   0.00569525
   0.00440859   -0.0686151 -0.000334495   0.00368892
     -4.93712    -0.167741  -0.00410271   0.00627275
      4.04791      4.32323  -0.00331926  -0.00530815
     -1.50228    -0.219339 -7.02143e-05   0.00652431
      4.55951     -3.16914   0.00245142   0.00628304
     0.277358    -0.711767  -0.00734609  -0.00594574
     -1.50891     -1.70384 -0.000387549  -0.00580037
      12.6192     -3.77533   0.00461006  -0.00651383
     -1.21913     -1.98639   0.00785255 -0.000855565
      1.79886      1.07102   0.00783038  -0.00377512
      12.3854      6.59170  -0.00446415   0.00304699
      7.63003    0.0208008   0.00500488  -0.00129242
     -4.81573      1.74456  -0.00770807   0.00632823
     0.505213     0.772813  0.000234604   0.00650704
     -1.53775   -0.0177552  -0.00155365   0.00110790
     -18.3862    -0.649202   0.00443077  -0.00463730
    -0.913485      3.64195  -0.00523156   0.00447464
     -3.08561     0.172082   0.00519919  -0.00631824
     0.336404    -0.237075  -0.00599790   0.00645354
      3.38759      7.52006  -0.00439858  0.000678539
      2.11515     0.225451  -0.00635839  -0.00653321
      3.43397      4.17299  -0.00270295  -0.00632858
      3.91278      3.62885   0.00530243   0.00413823
      12.4438     -14.3091  -0.00227070   0.00556660
     -3.08352     -3.18270   0.00514913   0.00643015
     -6.42564      9.39846   0.00299931  -0.00333023
     -10.6188   -0.0432742  -0.00461960   0.00253328
     -6.84763      6.78653  -0.00726366   0.00652313
     -2.92287      18.3850  -0.00484991  -0.00374413
    0.0299209     -3.54598  -0.00218046  -0.00156403
     -2.84595      3.10269  -0.00733471  -0.00493526
     -1.01231     -1.69207  0.000914216  -0.00561047
      3.47990     -4.74241 -0.000854731  -0.00630760
      4.11824      6.06310  -0.00644922  -0.00346279
      27.6879     -5.38314   0.00663948   0.00379038
      9.35866      9.05463  -0.00538158  -0.00307369
     -3.74579     -7.68936  -0.00765967  -0.00555372
     0.614965     0.466604   0.00448871  -0.00114244
     -4.96053     -5.30181  -0.00277376   0.00570822
   -0.0548586     0.857079   0.00371116   0.00591248
      5.08639      3.15163  -0.00527906  -0.00606918
     0.301289     0.500791  -0.00687116  1.77026e-05
     -4.38762      1.87996   0.00442553   0.00538933
      1.07418      10.4994  -0.00469625 -2.47955e-05
      3.73623      5.51517   0.00752044  0.000530243
     -3.76728      11.5131  -0.00779200  0.000438690
      4.93769     -2.58360   0.00408792  -0.00278044
      7.26296     -4.76590  -0.00755835  -0.00649548
     -1.09369     -1.54618   0.00555134  -0.00156724
     -1.37250      2.14664   0.00490344  -0.00596189
      2.15711     -4.29706  -0.00734687   0.00577259
     0.661593    -0.920243   0.00595576  -0.00413448
      1.27369      1.19349  -0.00740576  -0.00649285
      4.77109      2.51424   0.00782347  0.000497341
      7.30498      10.0435  -0.00681973  -0.00254059
      11.0581     -11.4555  -0.00386524   0.00151730
     -3.78625      3.80171  -0.00783587   0.00649691
      2.30207     -12.5232  -0.00686145 -0.000805855
     -3.08130    -0.210164   0.00505352   0.00655109
     -3.12848     -2.29800   0.00674438   0.00578260
     -3.30593      1.13810   0.00675440  -0.00580311
     -2.28865      5.05823   0.00712276  -0.00322151
     0.973573     -8.45860   0.00194412   0.00141716
      1.85113      2.45553   0.00720799  -0.00150180
      3.54955      5.68352   0.00205112   0.00542498
      2.41328     0.843377  -0.00345945   0.00611752
    0.0114590      2.38721 -0.000892273  -0.00367975
    -0.131419    -0.158988   0.00683081   0.00617127
      3.58424      1.42444   0.00337005  -0.00252974
      1.41827      1.97233  -0.00328124   0.00170338
     -13.4152     -6.72350   0.00337219  -0.00611448
      11.2191     -1.25270  -0.00782776   0.00634599
     -1.14402      7.39749   0.00710618  -0.00335932
    -0.214037     -3.02503   0.00787534   0.00155091
  -0.00253928   -0.0124722  0.000204680  0.000799244
      14.7057     -12.4891   0.00701714  0.000391006
     -8.11082     -5.75234   0.00616074  -0.00640297
      7.89457      1.29188   0.00597954  -0.00587344
     -4.64980     0.779216  -0.00559664   0.00652808
     -17.4211     -12.9810   0.00317574  -0.00118542
    -0.778562     -8.85982  -0.00787634  -0.00585938
      6.10597     -17.8140  -0.00604916  -0.00646019
      1.72515     -2.23129   0.00739110   0.00650072
     -2.27313      1.35740   0.00736737  -0.00448585
      5.45823      11.9853  -0.00171328  0.000927925
    0.0149324  -0.00258974  -0.00113845  0.000163595
     -2.67117      24.4413  -0.00621557  -0.00199509
      2.74206      2.21723   0.00757694  -0.00652313
    -0.513303    -0.207497 -0.000521898   0.00653857
      4.92321      1.99310   0.00482655  0.000455856
    -0.164546    -0.500829   0.00748688 -2.53916e-05
      1.68911      2.32587   0.00664973  -0.00522256
