      4.70250     -4.04939    0.0550241    0.0159715
   -0.0248221      3.89824   0.00943165    0.0300244
     -11.2407     -12.1870    0.0540117    0.0434123
      1.92239      1.95015    0.0264606    0.0162546
     -6.96528      19.4822   -0.0121145  -0.00724949
     -6.27324      17.7299    0.0535293    0.0470478
    -0.532292      4.20554   -0.0145230   -0.0426264
     0.321853     -1.75152   -0.0508652   -0.0464110
     -5.85375      3.68376   -0.0400269    0.0448217
      5.92326      11.1616    0.0248719   -0.0407370
    -0.136339    -0.616594    0.0376852   -0.0349622
     -1.78370      2.07048   -0.0535120   -0.0218136
     0.585797      4.59600    0.0313579    0.0292601
      7.62001     0.471229    0.0380976  -0.00869295
     -3.23549      4.12058    0.0535250   -0.0313833
  -0.00128228   -0.0503987  0.000683363    0.0163651
     0.680658      1.04047    0.0529888   -0.0113067
  -0.00244949   0.00257030  0.000930735 -0.000886529
     -7.82243     -6.34935   -0.0448539    0.0403002
      2.14891     -1.02465   -0.0439195   0.00744040
    -0.738717      1.00564   -0.0563259  -0.00281628
      4.32988     -3.63348   -0.0485526   -0.0375206
    -0.414569    -0.711739    0.0304977   -0.0426769
     -1.89749      1.71496   -0.0307836    0.0476697
     -6.54682     -11.4358   -0.0174866    0.0191979
      3.00379      1.26202  -0.00215427   -0.0499989
      4.00647     -16.0906  -0.00208816    0.0273026
      1.17395     -2.42878   -0.0439000    0.0232566
     0.427055      1.26452   -0.0286786   -0.0451547
      3.72424     -3.74053    0.0520242   -0.0450162
      1.96037      3.11021    0.0137059   -0.0315639
    -0.872744     -12.3575   -0.0359659    0.0399202
     -1.31963      6.18411    0.0505129   -0.0401409
     0.606548     -2.63366    0.0354263   -0.0346316
     0.390243     -8.04842   -0.0402255    0.0133377
     -1.61123     -5.20151   -0.0383478    0.0411119
     -1.06076      4.26149    0.0195129   -0.0489028
      2.68687     0.261935    0.0499407   -0.0444399
     -6.35859     -1.84368    0.0454187   -0.0361994
      10.8018     0.293691    0.0479825   -0.0454772
     -3.48956    -0.487960   0.00481680   0.00492035
      3.04097     -7.16043   -0.0138493    0.0410909
     0.947507     0.734674    0.0185375    0.0495355
      17.6750     -8.97363    0.0526049  -0.00717624
      1.24132   -0.0631670   -0.0547619    0.0179912
     -4.89894     -2.44150   -0.0298101    0.0203880
     0.366994     -1.06849   -0.0452133    0.0186360
     -2.67757     -3.78192   -0.0511480   -0.0451831
     -8.30909     -9.26003    0.0519198    0.0466668
      1.07121     -10.3457   -0.0221821    0.0427517
     -5.67178   -0.0118768   -0.0524749   0.00273347
     -1.39159    -0.636287    0.0358927   -0.0350787
     -12.7122     -17.3084   -0.0509832    0.0429811
    -0.339058     0.663035    0.0477148    0.0416805
     -2.16165      1.29481    0.0429280   -0.0460947
     -1.73986     -2.58061   -0.0518120   -0.0268893
     -5.10497     -3.47558    0.0316785   0.00986765
     0.918166     -1.13817    0.0275032    0.0374264
     0.396456    -0.153347   -0.0370857    0.0354925
      8.29138     -14.0946   -0.0541704    0.0253188
     0.184928     0.411531   -0.0468211   -0.0294030
     0.279391    0.0775517   -0.0555286   -0.0234004
     -9.43118     -3.44970    0.0259948    0.0173582
      2.40727      3.93102   -0.0353145    0.0186615
      3.61013    0.0958915    0.0396096   -0.0249805
    -0.340098     -4.64800    0.0457449   -0.0373927
      2.94329     -4.91912    0.0194545   -0.0243175
     0.587495    -0.315402    0.0326107    0.0429757
      5.60341     -1.90185    0.0378477   -0.0254504
     -2.92098      2.74362   -0.0248155    0.0485350
     -3.35465      4.26631    0.0444841   -0.0438596
   -0.0922300     -1.05592    0.0305932    0.0180049
     -1.09792     -1.87781    0.0310405   -0.0333988
      1.81804     0.489083    0.0449518  -0.00330877
   -0.0580655     -2.15480    0.0204420    0.0404553
      5.55234     -3.19172    0.0221465    0.0416614
    -0.814652      1.27621   -0.0482210   -0.0479738
     0.814940     -2.99239    0.0503052  -0.00178650
      2.87125     -3.18415    0.0390512    0.0440832
     -2.71597      5.56884   -0.0500363    0.0213311
   -0.0470151    -0.438866    0.0161946    0.0223324
     -1.71541      8.44264   -0.0511915   -0.0203196
 -0.000951366   -0.0393008  0.000515831    0.0129962
      2.44107     -3.57141   -0.0230229   -0.0230740
     -10.4013      3.21477    0.0349807   -0.0420009
     -5.48177     -16.5798   0.00677189   -0.0232701
    -0.182809     -3.83746    0.0477386   -0.0393144
     -10.4881      15.2388   0.00438131   -0.0428409
     -5.05670      2.67100    0.0196043    0.0457574
      3.39604    -0.302846   -0.0353367    0.0420173
      1.84890     -1.74928    0.0415500   -0.0471215
     -1.90007     -7.51609   -0.0304167  -0.00677510
     0.333761   -0.0932630   -0.0503699    0.0246941
    -0.154840    -0.237261    0.0438562    0.0480319
      1.34622    -0.579463   -0.0457453   -0.0259422
     -10.1498      5.90961    0.0439218    0.0269704
      2.67393    -0.161628    0.0513667    0.0394091
    -0.138957      8.03636    0.0417376   -0.0111159
     -4.18384      3.34430    0.0457431   -0.0409083
     -4.90991     -4.55396   -0.0282386   -0.0199805
      1.68095      5.86430    0.0524067    0.0354008
     -2.79847     0.339385   -0.0494674   -0.0429866
      1.20261      1.77892   -0.0493742    0.0450459
     0.880106     0.626060    0.0358333    0.0382505
      3.74428      18.3071    0.0514377   -0.0436059
    -0.159959     0.476379    0.0417345  -0.00811138
      2.32186     -5.00690   -0.0532962   0.00116936
     -7.47874     -17.7636   0.00833503   -0.0427570
     -6.47215      2.15563    0.0115313   -0.0356320
      2.33374     0.640836   -0.0465313    0.0363773
      10.1322     -11.6515   -0.0386390   -0.0424536
     -11.8911      9.11019   -0.0347913   -0.0316579
     -1.65128      2.59748   -0.0440749    0.0279028
      11.7709     -5.98114    0.0547921  -0.00521730
     -2.22920    -0.314131    0.0520090    0.0453793
      3.68287     -6.99355    0.0538004  -0.00102901
     -17.4825     0.296154   0.00656410   -0.0420714
     -10.9667    -0.352540   -0.0106465    0.0423978
      7.90382    -0.597127    0.0286475   -0.0311947
     -12.0708     -6.94025    0.0239688   -0.0184812
      3.43805     -3.16462   -0.0243612    0.0368850
      14.7931     -1.88422    0.0513591   -0.0307361
      9.73240     -3.64072    0.0509102   -0.0372816
     -3.00624    -0.173917   0.00290534    0.0436583
     -15.8939     -25.3193   -0.0314236    0.0452806
    0.0154436     0.491216  -0.00573293  -0.00366356
      16.9101     -1.74537    0.0277828   -0.0483114
      23.6044      5.40679    0.0346682   -0.0265908
      1.00831    -0.673721  -0.00378758   -0.0464576
     -4.04419      1.28286    0.0143008   -0.0488502
     -7.63754      2.83961   -0.0446355    0.0367468
      1.06350      3.46512   -0.0209196   -0.0135886
     -1.03052      14.1497    0.0104062   -0.0394840
    -0.911015      1.03134   -0.0297474   -0.0106738
     0.829127     0.829788    0.0470692    0.0419699
     0.948232  -0.00504358    0.0184663   0.00196299
   -0.0562023    -0.386183    0.0192382    0.0362417
      3.13585     -2.81340   -0.0405477   -0.0443127
    -0.400863     0.259686    0.0345788   -0.0434477
     -3.11736      7.99338    0.0372343   0.00274266
      4.05852     -5.31055   -0.0186157    0.0469630
    -0.596194     -4.86804   -0.0364653   -0.0340111
     0.746628     -1.25843    0.0536212    0.0473601
      1.75373      2.26273    0.0518031   -0.0455001
    -0.727190     0.201020   -0.0543351   -0.0444614
     -1.98995      3.79043  -0.00298741    0.0475628
      1.13242      1.34267   -0.0387342   -0.0432715
      1.15888    -0.539224   -0.0425820   -0.0150439
      1.64160      1.12014    0.0460321   -0.0301126
     -2.41925     -4.94311    0.0318540   -0.0155736
      2.48250     -4.39959  -0.00645336    0.0280257
     -5.28000      3.83463    0.0545891    0.0403666
      15.2645     -10.8464   -0.0549104   -0.0387890
   -0.0996431     0.162120    0.0311083   -0.0404657
     -4.78507     -3.90072   -0.0531421   -0.0287962
    -0.755577      1.67893   -0.0509978    0.0425910
      5.71389     -2.28874    0.0529510    0.0463269
     -5.63334     -5.01913   -0.0460788   0.00493490
      1.44172     -10.7313   -0.0238604   -0.0449290
      2.88992     -8.85128    0.0338647   -0.0381727
     -5.66563      2.56547   -0.0459296    0.0199605
     0.399992    -0.516869   -0.0344083  -0.00704231
     0.242598     -1.57572   -0.0513956   -0.0257167
     0.515254   -0.0506689   0.00729065    0.0154228
     -1.67336    -0.876598   -0.0517023   -0.0331108
    -0.807299    -0.663583   -0.0485256   -0.0434576
      1.46154     -1.45880   -0.0145410    0.0126142
      9.79025      7.37540    0.0483384   -0.0353615
      2.69193     -2.29194    0.0516151    0.0459048
    -0.377079      3.31452    0.0396295   -0.0413181
     -1.01521      7.31501   0.00458671   -0.0473904
     -6.43480      11.8824    0.0269603    0.0311295
     -2.75493     -1.01066   -0.0557904   0.00255172
      4.59234      3.95889    0.0359437    0.0132980
     0.350889      3.78140   -0.0457882    0.0427078
      1.13566      1.96400   -0.0410395    0.0110289
      4.40264     -9.57127   -0.0342253   -0.0233689
     -3.09782     -1.90822    0.0313141   -0.0266075
     0.204836    -0.388252   -0.0477847    0.0328540
     -1.15234     -1.59866    0.0405725   -0.0307099
    0.0348466    0.0411780   -0.0128220   -0.0136228
     -1.14038     0.165428    0.0404568   -0.0403363
      1.94479     -4.14817    0.0195588    0.0393605
     -6.89269     -2.44117   -0.0312941    0.0204128
    -0.320418     -1.18315    0.0517514    0.0421688
      2.02485    0.0366395  -0.00931766   -0.0122125
      7.68260     -1.60935    0.0480799   -0.0308096
      16.5686     -2.15500    0.0279254    0.0374207
     -9.60355     -8.58554   -0.0359079   -0.0270036
      4.27943     -4.62415   -0.0521178   -0.0364069
      1.26304     -10.1414   -0.0539710    0.0348821
    -0.453669      3.35826    0.0174354   -0.0356267
    -0.392611      1.07437    0.0392312   -0.0200127
     -8.73573      3.93720   -0.0553265    0.0177312
      8.25952     -19.6059   -0.0521018   -0.0329140
     -2.91892     -3.26303   -0.0253443    0.0485225
     -4.81847      3.31622   -0.0473193   -0.0457412
      1.89607      1.96246    0.0337605    0.0125994
     -15.3252      13.5203    0.0478431   0.00842534
    -0.622969      3.77090   -0.0406627    0.0429819
   -0.0164442      1.21624   0.00524332   -0.0480120
     -12.6663      10.0433   -0.0516034   -0.0141916
     -6.67779     -3.37399   -0.0477430    0.0340043
     -4.59908     -4.93806   -0.0377222   -0.0189030
    -0.161807     0.287996    0.0430222   -0.0464267
     -22.1835     -4.88358    0.0485037   -0.0311413
      1.39133      3.72803   -0.0368401    0.0433909
      2.86059     -14.1362    0.0415894    0.0367470
      10.0824      2.91327   -0.0271408    0.0255347
     -6.61920     -5.32216   -0.0387248    0.0405725
     -6.23262      6.31018    0.0506091   -0.0437617
    -0.940647     -3.96359   -0.0209101   -0.0121943
      11.5607      3.39962    0.0222226   -0.0280162
      5.15591     -9.86464   -0.0447891   -0.0364976
     -1.32894     0.561218    0.0478367    0.0211792
      2.36785     0.138787   -0.0449871   -0.0355041
     -7.10293      3.45249    0.0302630   -0.0168525
     -1.71658      1.14905   -0.0546692   -0.0379203
      22.9074      1.41247    0.0277299   -0.0288163
     -2.93954    -0.485167   -0.0191127   0.00557427
     -3.25714      7.18234    0.0532595   -0.0407820
     0.275431    0.0825913   -0.0555586   -0.0246431
     -6.26523     -2.36895    0.0524065    0.0378001
    -0.236019     -9.19866    0.0536686    0.0446369
      18.7696      11.3602    0.0499683   -0.0377131
     -9.20123      9.87462    0.0515323    0.0343390
     0.396337    -0.301009   -0.0352747    0.0421208
     -19.9326      7.24102   -0.0230773   -0.0490361
     -1.07485      6.40095    0.0230595   -0.0319912
     -2.96075      6.08047   -0.0143664   -0.0247307
    -0.600975    -0.279147   -0.0348326    0.0431441
     -5.77714      3.39589   -0.0506891   -0.0328352
      10.0335     -5.54642   -0.0118819   -0.0175825
     -2.44225      2.15261    0.0230090   -0.0352010
      6.53834      2.51422    0.0155296   0.00584222
     -15.9627     -1.01212   -0.0135388   0.00398299
      6.96184      4.36483    0.0121855   -0.0402419
     0.911018      2.57506    0.0280977    0.0263311
     -10.3314     -5.77782    0.0485569   -0.0431484
    -0.595969     -1.31215   -0.0331918    0.0412667
      17.6063      3.95253    0.0397667    0.0151150
      1.31186    -0.541365   -0.0493728   -0.0153584
     -4.80300      17.3158   -0.0492293   -0.0456089
     -3.52821    -0.218993   -0.0112630    0.0419717
     -5.09814     -2.19985    0.0317131    0.0460625
     -5.47387    -0.830685    0.0107260   -0.0374587
      4.01919     -6.95010  -0.00731784   -0.0162326
      3.85291     -13.7901    0.0412562   -0.0452148
