     0.104560    0.0220557
     0.108570    0.0219828
     0.111314    0.0152497
     0.113636    0.0205413
     0.107889    0.0309379
     0.108718    0.0153239
     0.110994    0.0268699
     0.111554   0.00889089
     0.109038    0.0293511
     0.109587   0.00950763
     0.114061    0.0254027
     0.113856  -0.00720495
     0.113936    0.0228310
   -0.0433952    0.0622765
   -0.0386664    0.0633238
   -0.0341417    0.0564470
   -0.0345554    0.0612163
   -0.0368234    0.0660593
   -0.0418852   -0.0128044
   -0.0319572    0.0647408
   -0.0349785  -0.00786293
   -0.0332729    0.0501460
   -0.0400315   -0.0183486
   -0.0287740    0.0527631
   -0.0264431   -0.0143058
   -0.0281399    0.0524206
     0.106092    0.0305550
     0.112629    0.0218430
     0.115315    0.0275780
     0.116460    0.0235353
     0.109185    0.0268263
     0.108241  -0.00491279
     0.114185    0.0156966
     0.113270   -0.0127718
     0.109076    0.0312213
     0.113451    0.0215747
     0.121462    0.0311498
     0.120496    0.0213747
     0.123832    0.0313314
   -0.0435374    0.0598950
   -0.0382094    0.0630566
   -0.0443439    0.0602306
   -0.0382780    0.0625403
   -0.0428224    0.0606334
   -0.0377289    0.0628044
   -0.0429614    0.0627698
   -0.0383613    0.0642958
   -0.0427365    0.0629288
   -0.0373424    0.0631181
   -0.0413236    0.0643434
   -0.0373943    0.0637520
   -0.0416242    0.0640979
     0.106357    0.0141914
     0.112944    0.0175577
     0.107120    0.0155359
     0.112211    0.0178328
     0.106619    0.0139375
     0.113045    0.0178126
     0.107411    0.0157067
     0.113234    0.0180300
     0.108943    0.0185508
     0.114313    0.0187870
     0.108949    0.0229094
     0.114620    0.0198621
     0.110637    0.0258004
   -0.0413799    0.0610860
   -0.0377520    0.0627064
   -0.0405029    0.0612685
   -0.0380512    0.0623248
   -0.0419115    0.0613416
   -0.0378169    0.0630787
   -0.0413299    0.0616907
   -0.0375622    0.0638350
   -0.0413273    0.0631086
   -0.0365759    0.0633680
   -0.0421735    0.0619962
   -0.0362851    0.0637778
   -0.0402925    0.0652176
