orbit_07_dither_01_F125W.fits      114.212      169.284
orbit_07_dither_02_F160W.fits      114.213      169.284
orbit_07_dither_03_F125W.fits      124.333      169.248
orbit_07_dither_04_F160W.fits      124.347      169.282
orbit_07_dither_05_F125W.fits      114.233      180.578
orbit_07_dither_06_F160W.fits      114.258      180.541
orbit_07_dither_07_F125W.fits      124.345      180.541
orbit_07_dither_08_F160W.fits      124.393      180.526
orbit_07_dither_09_F125W.fits      114.288      180.568
orbit_07_dither_10_F160W.fits      114.313      180.569
orbit_07_dither_11_F125W.fits      124.383      180.560
orbit_07_dither_12_F160W.fits      124.434      180.574
orbit_07_dither_13_F125W.fits      124.397      180.570
orbit_08_dither_01_F125W.fits      130.116      177.596
orbit_08_dither_02_F160W.fits      130.186      177.602
orbit_08_dither_03_F125W.fits      140.248      177.595
orbit_08_dither_04_F160W.fits      140.284      177.561
orbit_08_dither_05_F125W.fits      130.145      188.832
orbit_08_dither_06_F160W.fits      130.198      188.959
orbit_08_dither_07_F125W.fits      140.272      188.843
orbit_08_dither_08_F160W.fits      140.311      188.948
orbit_08_dither_09_F125W.fits      130.180      188.939
orbit_08_dither_10_F160W.fits      130.217      189.016
orbit_08_dither_11_F125W.fits      140.297      188.902
orbit_08_dither_12_F160W.fits      140.351      189.011
orbit_08_dither_13_F125W.fits      140.300      188.913
orbit_09_dither_01_F125W.fits      114.228      169.372
orbit_09_dither_02_F160W.fits      114.273      169.372
orbit_09_dither_03_F125W.fits      124.382      169.333
orbit_09_dither_04_F160W.fits      124.389      169.340
orbit_09_dither_05_F125W.fits      114.284      180.584
orbit_09_dither_06_F160W.fits      114.301      180.613
orbit_09_dither_07_F125W.fits      124.390      180.601
orbit_09_dither_08_F160W.fits      124.429      180.598
orbit_09_dither_09_F125W.fits      114.301      169.364
orbit_09_dither_10_F160W.fits      114.329      169.394
orbit_09_dither_11_F125W.fits      124.439      169.359
orbit_09_dither_12_F160W.fits      124.469      169.372
orbit_09_dither_13_F125W.fits      124.469      169.390
orbit_10_dither_01_F125W.fits      130.112      177.575
orbit_10_dither_02_F160W.fits      130.192      177.585
orbit_10_dither_03_F125W.fits      130.105      177.578
orbit_10_dither_04_F160W.fits      130.188      177.596
orbit_10_dither_05_F125W.fits      130.118      177.595
orbit_10_dither_06_F160W.fits      130.191      177.610
orbit_10_dither_07_F125W.fits      130.123      177.615
orbit_10_dither_08_F160W.fits      130.199      177.629
orbit_10_dither_09_F125W.fits      130.132      177.622
orbit_10_dither_10_F160W.fits      130.215      177.642
orbit_10_dither_11_F125W.fits      130.154      177.636
orbit_10_dither_12_F160W.fits      130.222      177.656
orbit_10_dither_13_F125W.fits      130.150      177.643
orbit_11_dither_01_F125W.fits      114.252      169.235
orbit_11_dither_02_F160W.fits      114.285      169.268
orbit_11_dither_03_F125W.fits      114.259      169.240
orbit_11_dither_04_F160W.fits      114.281      169.273
orbit_11_dither_05_F125W.fits      114.260      169.230
orbit_11_dither_06_F160W.fits      114.292      169.266
orbit_11_dither_07_F125W.fits      114.272      169.248
orbit_11_dither_08_F160W.fits      114.313      169.294
orbit_11_dither_09_F125W.fits      114.304      169.273
orbit_11_dither_10_F160W.fits      114.332      169.316
orbit_11_dither_11_F125W.fits      114.303      169.300
orbit_11_dither_12_F160W.fits      114.350      169.317
orbit_11_dither_13_F125W.fits      114.318      169.322
orbit_12_dither_01_F125W.fits      130.147      177.595
orbit_12_dither_02_F160W.fits      130.206      177.590
orbit_12_dither_03_F125W.fits      130.157      177.609
orbit_12_dither_04_F160W.fits      130.197      177.595
orbit_12_dither_05_F125W.fits      130.143      177.607
orbit_12_dither_06_F160W.fits      130.204      177.600
orbit_12_dither_07_F125W.fits      130.141      177.612
orbit_12_dither_08_F160W.fits      130.209      177.622
orbit_12_dither_09_F125W.fits      130.156      177.631
orbit_12_dither_10_F160W.fits      130.226      177.643
orbit_12_dither_11_F125W.fits      130.128      177.606
orbit_12_dither_12_F160W.fits      130.232      177.658
orbit_12_dither_13_F125W.fits      130.167      177.652
