orbit_07_dither_01_F125W.fits      114.212      169.284
orbit_07_dither_02_F160W.fits      114.104      169.406
orbit_07_dither_03_F125W.fits      124.297      169.262
orbit_07_dither_04_F160W.fits      124.208      169.410
orbit_07_dither_05_F125W.fits      114.225      180.534
orbit_07_dither_06_F160W.fits      114.150      180.637
orbit_07_dither_07_F125W.fits      124.315      180.507
orbit_07_dither_08_F160W.fits      124.255      180.641
orbit_07_dither_09_F125W.fits      114.268      180.526
orbit_07_dither_10_F160W.fits      114.194      180.673
orbit_07_dither_11_F125W.fits      124.345      180.527
orbit_07_dither_12_F160W.fits      124.284      180.704
orbit_07_dither_13_F125W.fits      124.358      180.540
orbit_08_dither_01_F125W.fits      130.276      177.494
orbit_08_dither_02_F160W.fits      130.237      177.596
orbit_08_dither_03_F125W.fits      140.375      177.495
orbit_08_dither_04_F160W.fits      140.309      177.571
orbit_08_dither_05_F125W.fits      130.297      188.701
orbit_08_dither_06_F160W.fits      130.258      189.045
orbit_08_dither_07_F125W.fits      140.400      188.711
orbit_08_dither_08_F160W.fits      140.342      189.024
orbit_08_dither_09_F125W.fits      130.323      188.815
orbit_08_dither_10_F160W.fits      130.271      189.117
orbit_08_dither_11_F125W.fits      140.415      188.778
orbit_08_dither_12_F160W.fits      140.367      189.102
orbit_08_dither_13_F125W.fits      140.416      188.788
orbit_09_dither_01_F125W.fits      114.219      169.353
orbit_09_dither_02_F160W.fits      114.148      169.487
orbit_09_dither_03_F125W.fits      124.332      169.321
orbit_09_dither_04_F160W.fits      124.238      169.460
orbit_09_dither_05_F125W.fits      114.265      180.545
orbit_09_dither_06_F160W.fits      114.183      180.728
orbit_09_dither_07_F125W.fits      124.354      180.580
orbit_09_dither_08_F160W.fits      124.281      180.731
orbit_09_dither_09_F125W.fits      114.276      169.342
orbit_09_dither_10_F160W.fits      114.193      169.510
orbit_09_dither_11_F125W.fits      124.377      169.338
orbit_09_dither_12_F160W.fits      124.306      169.490
orbit_09_dither_13_F125W.fits      124.404      169.366
orbit_10_dither_01_F125W.fits      130.273      177.479
orbit_10_dither_02_F160W.fits      130.240      177.582
orbit_10_dither_03_F125W.fits      130.268      177.483
orbit_10_dither_04_F160W.fits      130.238      177.592
orbit_10_dither_05_F125W.fits      130.278      177.496
orbit_10_dither_06_F160W.fits      130.240      177.603
orbit_10_dither_07_F125W.fits      130.284      177.513
orbit_10_dither_08_F160W.fits      130.247      177.617
orbit_10_dither_09_F125W.fits      130.290      177.518
orbit_10_dither_10_F160W.fits      130.259      177.631
orbit_10_dither_11_F125W.fits      130.304      177.527
orbit_10_dither_12_F160W.fits      130.265      177.642
orbit_10_dither_13_F125W.fits      130.303      177.533
orbit_11_dither_01_F125W.fits      114.239      169.251
orbit_11_dither_02_F160W.fits      114.157      169.400
orbit_11_dither_03_F125W.fits      114.243      169.255
orbit_11_dither_04_F160W.fits      114.155      169.404
orbit_11_dither_05_F125W.fits      114.245      169.248
orbit_11_dither_06_F160W.fits      114.163      169.398
orbit_11_dither_07_F125W.fits      114.253      169.262
orbit_11_dither_08_F160W.fits      114.180      169.424
orbit_11_dither_09_F125W.fits      114.276      169.279
orbit_11_dither_10_F160W.fits      114.194      169.445
orbit_11_dither_11_F125W.fits      114.276      169.298
orbit_11_dither_12_F160W.fits      114.209      169.444
orbit_11_dither_13_F125W.fits      114.285      169.313
orbit_12_dither_01_F125W.fits      130.297      177.494
orbit_12_dither_02_F160W.fits      130.251      177.587
orbit_12_dither_03_F125W.fits      130.306      177.506
orbit_12_dither_04_F160W.fits      130.244      177.591
orbit_12_dither_05_F125W.fits      130.297      177.506
orbit_12_dither_06_F160W.fits      130.250      177.595
orbit_12_dither_07_F125W.fits      130.295      177.510
orbit_12_dither_08_F160W.fits      130.254      177.612
orbit_12_dither_09_F125W.fits      130.306      177.524
orbit_12_dither_10_F160W.fits      130.267      177.631
orbit_12_dither_11_F125W.fits      130.284      177.504
orbit_12_dither_12_F160W.fits      130.271      177.643
orbit_12_dither_13_F125W.fits      130.313      177.539
