orbit_07_dither_01_F125W.fits      114.212      169.284
orbit_07_dither_02_F160W.fits      114.213      169.284
orbit_07_dither_03_F125W.fits      124.354      169.251
orbit_07_dither_04_F160W.fits      124.355      169.252
orbit_07_dither_05_F125W.fits      114.212      180.618
orbit_07_dither_06_F160W.fits      114.213      180.619
orbit_07_dither_07_F125W.fits      124.351      180.586
orbit_07_dither_08_F160W.fits      124.352      180.586
orbit_07_dither_09_F125W.fits      114.211      180.619
orbit_07_dither_10_F160W.fits      114.212      180.620
orbit_07_dither_11_F125W.fits      124.351      180.587
orbit_07_dither_12_F160W.fits      124.352      180.587
orbit_07_dither_13_F125W.fits      124.351      180.587
orbit_08_dither_01_F125W.fits      130.276      177.494
orbit_08_dither_02_F160W.fits      130.276      177.494
orbit_08_dither_03_F125W.fits      140.416      177.459
orbit_08_dither_04_F160W.fits      140.416      177.459
orbit_08_dither_05_F125W.fits      130.271      188.823
orbit_08_dither_06_F160W.fits      130.272      188.823
orbit_08_dither_07_F125W.fits      140.409      188.789
orbit_08_dither_08_F160W.fits      140.409      188.789
orbit_08_dither_09_F125W.fits      130.271      188.824
orbit_08_dither_10_F160W.fits      130.272      188.824
orbit_08_dither_11_F125W.fits      140.409      188.789
orbit_08_dither_12_F160W.fits      140.409      188.789
orbit_08_dither_13_F125W.fits      140.409      188.790
orbit_09_dither_01_F125W.fits      114.212      169.284
orbit_09_dither_02_F160W.fits      114.213      169.284
orbit_09_dither_03_F125W.fits      124.354      169.251
orbit_09_dither_04_F160W.fits      124.355      169.252
orbit_09_dither_05_F125W.fits      114.212      180.618
orbit_09_dither_06_F160W.fits      114.213      180.619
orbit_09_dither_07_F125W.fits      124.351      180.586
orbit_09_dither_08_F160W.fits      124.352      180.586
orbit_09_dither_09_F125W.fits      114.211      169.285
orbit_09_dither_10_F160W.fits      114.212      169.285
orbit_09_dither_11_F125W.fits      124.354      169.253
orbit_09_dither_12_F160W.fits      124.354      169.253
orbit_09_dither_13_F125W.fits      124.354      169.253
orbit_10_dither_01_F125W.fits      130.276      177.494
orbit_10_dither_02_F160W.fits      130.276      177.494
orbit_10_dither_03_F125W.fits      130.276      177.494
orbit_10_dither_04_F160W.fits      130.276      177.494
orbit_10_dither_05_F125W.fits      130.276      177.494
orbit_10_dither_06_F160W.fits      130.276      177.495
orbit_10_dither_07_F125W.fits      130.276      177.495
orbit_10_dither_08_F160W.fits      130.276      177.495
orbit_10_dither_09_F125W.fits      130.276      177.495
orbit_10_dither_10_F160W.fits      130.276      177.495
orbit_10_dither_11_F125W.fits      130.276      177.495
orbit_10_dither_12_F160W.fits      130.276      177.496
orbit_10_dither_13_F125W.fits      130.276      177.496
orbit_11_dither_01_F125W.fits      114.212      169.284
orbit_11_dither_02_F160W.fits      114.213      169.284
orbit_11_dither_03_F125W.fits      114.212      169.284
orbit_11_dither_04_F160W.fits      114.213      169.285
orbit_11_dither_05_F125W.fits      114.212      169.284
orbit_11_dither_06_F160W.fits      114.213      169.285
orbit_11_dither_07_F125W.fits      114.212      169.285
orbit_11_dither_08_F160W.fits      114.212      169.285
orbit_11_dither_09_F125W.fits      114.211      169.285
orbit_11_dither_10_F160W.fits      114.212      169.285
orbit_11_dither_11_F125W.fits      114.211      169.285
orbit_11_dither_12_F160W.fits      114.212      169.286
orbit_11_dither_13_F125W.fits      114.211      169.285
orbit_12_dither_01_F125W.fits      130.276      177.494
orbit_12_dither_02_F160W.fits      130.276      177.494
orbit_12_dither_03_F125W.fits      130.276      177.494
orbit_12_dither_04_F160W.fits      130.276      177.494
orbit_12_dither_05_F125W.fits      130.276      177.494
orbit_12_dither_06_F160W.fits      130.276      177.495
orbit_12_dither_07_F125W.fits      130.276      177.495
orbit_12_dither_08_F160W.fits      130.276      177.495
orbit_12_dither_09_F125W.fits      130.276      177.495
orbit_12_dither_10_F160W.fits      130.276      177.495
orbit_12_dither_11_F125W.fits      130.276      177.495
orbit_12_dither_12_F160W.fits      130.276      177.496
orbit_12_dither_13_F125W.fits      130.276      177.496
